"","HHID","A1","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22"
"232",1105010311052,6,1,4,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"233",1105010311052,5,2,3,28,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"234",1105010311052,7,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",1105010311052,1,1,1,65,1,1,2,1,1,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"236",1105010311052,3,2,3,32,1,1,2,1,1,5,3,1,1,1,20,8,12,3,50000,12,6
"237",1105010311052,9,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",1105010311052,4,1,3,28,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"239",1105010311053,4,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",1105010311053,1,1,1,34,1,1,2,1,1,3,7,NA,NA,NA,20,6,12,4,120000,12,2
"241",1105010311053,3,2,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",1105010311053,2,2,2,30,1,1,2,1,1,3,7,NA,NA,NA,1,6,12,5,150000,12,1
"243",1105010311054,2,2,2,38,1,2,NA,NA,1,3,2,1,1,2,1,6,12,6,20000,12,1
"244",1105010311054,6,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",1105010311054,5,2,3,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",1105010311054,4,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",1105010311054,3,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"248",1105010311054,1,1,1,42,1,1,2,1,1,3,2,1,1,2,1,6,12,6,25000,12,4
"249",1105010311055,4,1,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"250",1105010311055,2,1,3,16,1,1,2,1,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"251",1105010311055,1,2,1,54,1,2,NA,NA,1,8,2,1,2,1,1,5,5,5,1000,12,1
"252",1105010311055,3,2,3,15,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"253",1105010311056,4,2,3,24,1,1,2,1,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"254",1105010311056,9,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",1105010311056,1,1,1,47,1,1,2,1,1,1,3,1,1,2,1,5,12,6,30000,12,6
"256",1105010311056,7,2,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"257",1105010311056,3,1,3,26,1,1,2,1,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"258",1105010311056,2,2,2,46,1,1,2,1,1,1,2,1,1,1,1,5,12,6,20000,12,2
"259",1105010311056,5,1,3,19,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"260",1105010311056,6,1,3,16,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"261",1105010311056,8,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",1105010311057,4,2,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",1105010311057,3,2,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"264",1105010311057,2,2,2,40,1,2,NA,NA,1,1,3,1,1,888,7,1,12,7,5000,12,1
"265",1105010311057,1,1,1,49,1,1,2,1,1,1,2,1,2,1,1,5,12,4,888,12,3
"266",1105010311057,6,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",1105010311057,5,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",1105010311058,2,2,2,27,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"269",1105010311058,3,2,3,7,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",1105010311058,4,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1105010311058,1,1,1,28,1,1,2,1,1,1,3,2,2,888,6,8,6,2,5000,6,6
"272",1105010311059,1,1,1,58,1,1,2,1,1,1,2,2,1,3,1,6,12,6,30000,12,6
"273",1105010311059,3,2,3,19,1,1,2,2,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"274",1105010311059,6,2,3,10,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",1105010311059,2,2,2,43,1,1,2,1,1,1,2,2,1,2,1,6,12,6,24000,12,1
"276",1105010311059,7,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",1105010311059,5,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",1105010311059,4,1,3,12,1,1,2,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"279",1105010311060,1,1,1,50,1,1,2,1,1,1,2,2,1,1,1,6,12,6,30000,12,2
"280",1105010311060,3,2,3,18,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"281",1105010311060,5,1,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"282",1105010311060,4,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"283",1105010311060,6,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",1105010311060,2,2,2,48,1,1,2,1,1,1,2,1,2,1,1,6,12,6,30000,12,1
"285",1105010311060,9,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",1105010311060,8,2,3,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",1105010311060,7,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",1106010211061,2,2,3,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"289",1106010211061,1,2,1,32,1,1,2,1,1,6,7,NA,NA,NA,7,9,12,6,30000,12,1
"290",1106010211061,3,1,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",1106010211062,2,1,3,26,1,1,2,5,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"292",1106010211062,3,1,3,25,1,1,2,5,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"293",1106010211062,1,2,1,56,1,1,2,6,1,8,1,2,1,1,15,7,12,5,652000,12,1
"294",1106010211063,3,1,13,16,1,1,2,1,1,5,7,NA,NA,NA,20,9,12,7,5000,12,1
"295",1106010211063,1,2,1,62,1,1,2,3,1,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"296",1106010211063,2,2,3,28,1,1,2,5,1,5,3,2,2,1,19,7,12,6,150000,12,5
"297",1106010211064,1,1,1,52,1,2,NA,NA,1,6,8,NA,NA,NA,11,3,12,7,888,12,1
"298",1106010211064,2,1,12,52,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"299",1106010211065,1,1,1,34,1,1,2,1,1,1,2,1,1,1,1,6,3,2,10000,12,1
"300",1106010211065,2,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",1106010211066,4,2,3,17,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"302",1106010211066,3,1,3,15,1,1,1,4,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"303",1106010211066,2,2,2,47,1,1,2,3,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"304",1106010211066,1,1,1,60,1,1,2,5,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"305",1106010211067,1,1,1,47,1,1,2,5,1,1,1,2,2,1,15,7,12,1,3000,12,1
"306",1106010211067,4,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",1106010211067,3,2,3,20,1,1,1,5,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"308",1106010211067,2,2,2,34,1,1,2,3,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"309",1106010211067,5,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",1106010211068,3,1,3,22,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"311",1106010211068,5,2,3,17,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"312",1106010211068,2,2,2,44,1,1,2,1,1,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"313",1106010211068,1,1,1,47,1,1,2,1,1,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"314",1106010211068,4,2,3,20,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"315",1106010211069,1,2,1,28,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"316",1106010211069,2,1,7,25,1,1,2,3,1,5,7,NA,NA,NA,8,2,12,7,888,12,6
"317",1106010211070,4,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",1106010211070,1,1,1,37,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"319",1106010211070,5,1,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",1106010211070,2,2,2,33,1,1,2,1,1,1,3,1,1,1,7,3,12,6,50000,12,2
"321",1106010211070,3,1,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",1106010211071,1,1,1,66,1,1,2,2,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"323",1106010211071,3,2,3,28,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"324",1106010211071,4,2,3,22,1,1,2,3,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"325",1106010211071,5,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",1106010211071,2,2,2,55,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"327",1106010211072,7,1,3,15,1,1,1,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"328",1106010211072,1,1,1,62,1,1,2,1,1,1,4,1,2,2,13,4,6,3,888,12,6
"329",1106010211072,8,1,3,12,1,1,1,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"330",1106010211072,5,2,3,19,1,1,1,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"331",1106010211072,4,2,3,22,1,1,1,3,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"332",1106010211072,6,2,3,18,1,1,1,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"333",1106010211072,3,2,3,34,1,1,2,1,1,5,3,2,2,1,19,2,888,6,888,6,3
"334",1106010211072,2,2,2,55,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"335",1106030711073,5,2,3,22,1,1,1,5,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"336",1106030711073,4,1,12,24,1,1,2,5,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"337",1106030711073,1,2,1,54,1,1,2,1,1,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"338",1106030711073,8,1,12,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",1106030711073,7,2,12,17,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"340",1106030711073,3,2,12,30,1,1,2,5,1,5,1,2,1,6,11,7,12,6,2e+05,12,6
"341",1106030711073,6,1,12,21,1,1,2,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"342",1106030711073,2,2,12,48,1,1,2,1,1,6,7,NA,NA,NA,20,8,12,6,1e+05,12,6
"343",1106030711074,4,1,3,25,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"344",1106030711074,2,2,6,89,1,2,NA,NA,1,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"345",1106030711074,6,2,3,18,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"346",1106030711074,3,2,3,26,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"347",1106030711074,5,1,3,25,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"348",1106030711074,1,1,1,53,1,1,2,1,1,8,7,NA,NA,NA,7,3,5,3,36000,12,2
"349",1106030711075,10,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",1106030711075,2,2,2,38,1,1,2,3,1,1,3,1,2,1,13,2,12,5,250000,12,1
"351",1106030711075,9,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",1106030711075,8,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",1106030711075,1,1,1,38,1,1,2,2,1,1,7,NA,NA,NA,13,4,12,6,250000,12,6
"354",1106030711075,3,2,13,17,1,1,2,1,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"355",1106030711075,5,2,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",1106030711075,4,2,13,16,1,1,2,1,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"357",1106030711075,6,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",1106030711075,7,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",1106030711076,1,1,1,40,1,1,2,3,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"360",1106030711077,11,1,12,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",1106030711077,6,1,12,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",1106030711077,7,2,12,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",1106030711077,9,2,12,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",1106030711077,1,2,1,98,1,2,NA,NA,1,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"365",1106030711077,4,2,14,23,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"366",1106030711077,5,2,12,13,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"367",1106030711077,3,2,14,27,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"368",1106030711077,10,1,12,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",1106030711077,2,2,4,43,1,1,2,5,1,8,1,2,1,1,20,8,12,6,120000,12,6
"370",1106030711077,8,1,12,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",1106030711078,3,2,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"372",1106030711078,4,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",1106030711078,2,1,3,20,1,1,2,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"374",1106030711078,1,2,1,55,1,1,2,5,1,8,1,2,1,1,20,7,12,5,1e+05,12,6
"375",1106030711079,6,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",1106030711079,7,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",1106030711079,3,2,13,20,1,1,2,2,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"378",1106030711079,4,1,3,19,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"379",1106030711079,2,2,2,36,1,1,2,3,1,3,7,NA,NA,NA,20,2,12,6,888,12,1
"380",1106030711079,1,1,1,44,1,1,2,3,1,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"381",1106030711079,5,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",1106030711080,2,2,2,32,1,1,2,3,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"383",1106030711080,1,1,1,40,1,1,2,3,1,1,4,1,2,1,7,6,12,6,3e+05,24,6
"384",1106030711080,4,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",1106030711080,3,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",1106030711081,2,1,3,29,1,1,2,3,1,5,1,2,1,888,7,9,12,7,888,12,6
"387",1106030711081,5,2,3,16,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"388",1106030711081,4,1,3,19,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"389",1106030711081,3,1,3,23,1,1,2,3,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"390",1106030711081,1,2,1,52,1,1,2,1,1,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"391",1106030711081,6,2,3,13,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"392",1106030711081,8,1,4,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",1106030711081,7,1,3,13,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"394",1106030711082,6,1,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",1106030711082,1,2,1,50,1,1,2,1,1,8,2,1,2,1,7,9,12,6,5000,12,1
"396",1106030711082,3,1,3,17,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"397",1106030711082,2,2,3,19,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"398",1106030711082,5,2,3,14,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"399",1106030711082,4,2,3,15,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"400",1106030711083,4,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",1106030711083,2,2,7,24,1,1,2,3,1,5,2,2,1,1,19,8,12,6,888,12,3
"402",1106030711083,3,2,7,21,1,1,2,3,1,5,2,2,1,1,7,3,5,6,888,0,3
"403",1106030711083,1,2,1,30,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"404",1106030711084,1,2,1,36,1,1,2,1,1,8,7,NA,NA,NA,20,9,12,6,120000,12,1
"405",1106030711084,2,2,3,16,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"406",1106030711084,3,2,3,13,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"407",1106030711084,4,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",1107040611085,4,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",1107040611085,1,1,1,32,1,1,2,1,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"410",1107040611085,3,2,3,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",1107040611085,2,2,2,29,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"412",1107040611086,8,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",1107040611086,3,1,3,18,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"414",1107040611086,5,2,3,15,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"415",1107040611086,2,2,2,41,1,1,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"416",1107040611086,7,2,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",1107040611086,4,2,3,17,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"418",1107040611086,1,1,1,58,1,1,2,3,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"419",1107040611086,6,1,3,12,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"420",1107040611087,4,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",1107040611087,1,2,1,38,1,1,2,1,1,7,1,2,1,1,17,2,12,6,50000,12,1
"422",1107040611087,3,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",1107040611087,2,1,7,34,1,1,2,1,1,5,7,NA,NA,NA,8,2,12,6,20000,12,1
"424",1107040611087,5,1,3,7,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",1107040611088,2,2,2,41,1,1,2,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"426",1107040611088,3,2,3,20,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"427",1107040611088,6,1,3,7,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",1107040611088,5,2,3,13,1,1,1,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"429",1107040611088,4,2,3,14,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"430",1107040611088,1,1,1,46,1,2,NA,NA,1,1,7,NA,NA,NA,13,8,12,7,150000,12,6
"431",1107040611089,2,2,2,30,1,1,2,1,1,1,3,1,1,1,19,8,6,3,30000,12,1
"432",1107040611089,6,2,13,15,1,1,2,1,1,5,1,2,1,1,20,1,1,7,10000,0,1
"433",1107040611089,1,1,1,35,1,1,2,1,1,1,3,1,1,2,19,3,12,7,3e+05,12,6
"434",1107040611089,4,1,3,8,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",1107040611089,3,1,3,11,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",1107040611089,5,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",1107040611090,4,1,5,38,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"438",1107040611090,3,2,5,24,1,1,1,6,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"439",1107040611090,6,2,13,22,1,1,2,3,1,5,2,1,1,1,20,1,7,7,15000,12,1
"440",1107040611090,2,2,2,49,1,1,2,5,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"441",1107040611090,1,1,1,58,1,1,2,5,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"442",1107040611090,5,2,11,15,1,1,1,1,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"443",1107040611091,2,2,2,32,1,1,2,1,1,1,7,NA,NA,NA,20,2,12,5,15000,12,1
"444",1107040611091,1,1,1,40,1,1,2,2,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"445",1107040611091,3,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",1107040611092,2,2,12,63,1,1,2,4,1,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"447",1107040611092,1,2,1,60,1,1,2,2,1,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"448",1107040611092,5,2,4,14,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"449",1107040611092,3,2,3,35,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"450",1107040611092,4,2,4,19,1,1,1,3,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"451",1107040611093,1,1,1,54,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"452",1107040611093,4,1,3,29,1,1,2,1,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"453",1107040611093,3,2,3,30,1,1,2,2,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"454",1107040611093,6,1,3,13,1,1,1,2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"455",1107040611093,2,2,2,50,1,1,2,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"456",1107040611093,5,2,3,27,1,1,2,3,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"457",1107040611093,7,2,3,9,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",1107040611094,2,2,2,44,1,1,2,3,1,1,6,NA,NA,NA,13,4,12,6,3e+05,12,1
"459",1107040611094,6,2,13,26,1,1,2,3,1,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"460",1107040611094,5,1,3,7,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",1107040611094,3,2,3,20,1,1,1,5,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"462",1107040611094,1,1,1,42,1,1,2,3,1,1,6,NA,NA,NA,19,4,12,6,3e+05,12,6
"463",1107040611094,4,1,3,10,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
