HHID,Id,R1_A,R2_A,R3_A,R3_A_SO,R4_A,R9_A,R10_A,R11_A,R12_A,R13_A,R14_A,R15_A,R16_A,R17_A,R18_A,R19_A,R20_A,R21_A,R22_A,R23_A,R24_A,R25_A,R26_A,R27_A,R28_A
432710513,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,Yes,60.0,No,,No,,No,,No,,Yes,600.0,No,,Yes,60.0
432710514,Men(Age 15 yrs and older,Yes,10.0,"Other, specify",TWO MONTH,1.0,No,,Yes,30.0,Yes,15.0,No,,No,,No,,No,,Yes,480.0,No,,Yes,20.0
432710514,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,Yes,60.0,No,,No,,No,,No,,Yes,480.0,No,,Yes,30.0
432710515,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,Yes,25.0,No,,No,,Yes,15.0,Yes,120.0,No,,No,,Yes,45.0
432710515,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432710601,Men(Age 15 yrs and older,No,,, ,,No,,Yes,100.0,No,,No,,No,,No,,No,,Yes,600.0,Yes,600.0,Yes,120.0
432710601,Women (Age 15 yrs and older),No,,, ,,No,,Yes,100.0,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
432710602,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,Yes,120.0
432710602,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,Yes,40.0,No,,No,,No,,No,,No,,No,,Yes,120.0
432710603,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,360.0,Yes,120.0,No,
432710603,Women (Age 15 yrs and older),No,,, ,,No,,Yes,110.0,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,60.0
432710604,Women (Age 15 yrs and older),No,,, ,,No,,Yes,135.0,No,,No,,No,,No,,No,,No,,No,,Yes,160.0
432710604,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,Yes,180.0
432710605,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,Yes,30.0,No,,No,,No,,No,,No,,No,,Yes,240.0
432710605,Men(Age 15 yrs and older,No,,, ,,No,,Yes,120.0,No,,No,,No,,No,,No,,Yes,540.0,No,,Yes,240.0
432710606,Women (Age 15 yrs and older),No,,, ,,No,,Yes,140.0,No,,No,,No,,Yes,420.0,Yes,60.0,Yes,360.0,No,,Yes,60.0
432710606,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710606,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,Yes,240.0,No,,No,,Yes,60.0
432710606,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710607,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,Yes,30.0,No,,No,,Yes,180.0,No,,Yes,300.0,No,,Yes,120.0
432710607,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710607,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,Yes,60.0
432710608,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,Yes,180.0
432710608,Women (Age 15 yrs and older),No,,, ,,No,,Yes,140.0,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432710609,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,300.0,Yes,60.0
432710609,Women (Age 15 yrs and older),No,,, ,,No,,Yes,140.0,No,,No,,No,,Yes,720.0,Yes,90.0,Yes,360.0,Yes,240.0,Yes,120.0
432710609,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,40.0
432710609,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,Yes,120.0
432710610,Women (Age 15 yrs and older),No,,, ,,No,,Yes,30.0,Yes,30.0,No,,No,,No,,No,,No,,No,,Yes,240.0
432710610,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,60.0,Yes,480.0,No,,Yes,120.0
432710611,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,420.0,No,
432710611,Girls(Under age 15 yrs),No,,, ,,No,,Yes,30.0,No,,No,,No,,Yes,120.0,Yes,60.0,No,,No,,Yes,120.0
432710611,Women (Age 15 yrs and older),Yes,60.0,Monthly, ,2.0,Yes,15.0,Yes,120.0,No,,No,,No,,Yes,360.0,Yes,120.0,No,,No,,Yes,120.0
432710611,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,No,
432710612,Men(Age 15 yrs and older,Yes,17.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432710612,Women (Age 15 yrs and older),No,,, ,,No,,Yes,145.0,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432710613,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,Yes,60.0,No,,No,,Yes,120.0
432710613,Women (Age 15 yrs and older),No,,, ,,No,,Yes,180.0,Yes,40.0,No,,No,,Yes,120.0,Yes,180.0,Yes,240.0,Yes,420.0,Yes,180.0
432710613,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432710613,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,No,,Yes,480.0,Yes,60.0,No,
432710614,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710614,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,360.0,No,,Yes,60.0
432710614,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,No,,No,,No,,Yes,240.0,Yes,120.0,No,,No,,Yes,120.0
432710615,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,240.0,No,,No,,Yes,30.0
432710615,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,60.0
432710615,Women (Age 15 yrs and older),No,,, ,,No,,Yes,155.0,No,,No,,No,,Yes,780.0,No,,Yes,360.0,No,,Yes,170.0
432710701,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432710701,Men(Age 15 yrs and older,Yes,10.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,Yes,30.0,Yes,540.0,No,,Yes,60.0
432710701,Women (Age 15 yrs and older),Yes,10.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,120.0
432710702,Women (Age 15 yrs and older),No,,, ,,No,,Yes,160.0,No,,No,,No,,No,,No,,No,,No,,Yes,150.0
432710702,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710703,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710703,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,480.0,Yes,600.0,No,,Yes,240.0
432710703,Women (Age 15 yrs and older),No,,, ,,No,,Yes,225.0,Yes,480.0,No,,No,,No,,Yes,600.0,Yes,480.0,No,,Yes,300.0
432710704,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432710704,Women (Age 15 yrs and older),No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,No,,No,
432710704,Men(Age 15 yrs and older,Yes,15.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,60.0
432710705,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,No,,No,,No,,No,,No,,No,,No,,No,
432710705,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710706,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710706,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,240.0,Yes,360.0,Yes,760.0,No,,Yes,240.0
432710706,Women (Age 15 yrs and older),No,,, ,,No,,Yes,225.0,No,,No,,No,,Yes,300.0,No,,No,,No,,Yes,240.0
432710707,Women (Age 15 yrs and older),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432710707,Men(Age 15 yrs and older,Yes,15.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432710708,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,180.0,No,,No,,No,
432710708,Women (Age 15 yrs and older),No,,, ,,No,,Yes,140.0,No,,No,,No,,No,,Yes,180.0,Yes,600.0,No,,No,
432710708,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,Yes,800.0,No,,No,
432710709,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,,No,
432710709,Women (Age 15 yrs and older),No,,, ,,No,,Yes,225.0,No,,No,,No,,No,,No,,No,,No,,Yes,360.0
432710709,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,360.0
432710710,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,240.0,No,,No,,No,,Yes,120.0
432710710,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432710710,Women (Age 15 yrs and older),No,,, ,,No,,No,,No,,No,,No,,Yes,600.0,Yes,180.0,Yes,180.0,No,,Yes,60.0
432710710,Men(Age 15 yrs and older,Yes,30.0,Monthly, ,1.0,No,,No,,No,,No,,No,,Yes,180.0,Yes,60.0,Yes,540.0,No,,Yes,60.0
432710711,Men(Age 15 yrs and older,No,,, ,,No,,Yes,20.0,No,,No,,No,,No,,No,,No,,No,,No,
432710711,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,No,,No,,No,,No,,No,,No,,No,,No,
432710712,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,360.0,No,,No,,Yes,360.0
432710712,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,240.0,No,,Yes,460.0,No,,Yes,240.0
432710712,Women (Age 15 yrs and older),No,,, ,,No,,Yes,300.0,Yes,400.0,No,,No,,Yes,900.0,Yes,240.0,Yes,360.0,No,,Yes,360.0
432710713,Men(Age 15 yrs and older,Yes,15.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,540.0,No,,Yes,60.0
432710713,Women (Age 15 yrs and older),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432710714,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710714,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710714,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,No,,No,,No,,No,,No,,No,,No,,No,
432710715,Women (Age 15 yrs and older),No,,, ,,No,,Yes,190.0,No,,No,,No,,No,,Yes,360.0,Yes,740.0,Yes,900.0,Yes,240.0
432710715,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,520.0,No,,Yes,120.0
432710801,Women (Age 15 yrs and older),No,,, ,,No,,Yes,110.0,Yes,50.0,No,,No,,No,,No,,No,,Yes,920.0,No,
432710801,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,15.0,No,,No,,No,,No,,Yes,550.0,No,,No,
432710802,Women (Age 15 yrs and older),No,,, ,,No,,Yes,130.0,Yes,10.0,No,,No,,No,,No,,No,,No,,Yes,120.0
432710802,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,180.0
432710803,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,20.0,No,,No,,No,,No,,Yes,450.0,No,,No,
432710803,Women (Age 15 yrs and older),No,,, ,,No,,Yes,110.0,Yes,50.0,No,,No,,No,,No,,No,,No,,No,
432710804,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,Yes,60.0,No,,No,,Yes,800.0,No,,No,,No,,No,
432710804,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,No,,No,
432710804,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710805,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,15.0,No,,No,,No,,No,,Yes,480.0,No,,No,
432710805,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710805,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,Yes,70.0,No,,No,,No,,No,,No,,No,,No,
432710805,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710806,Women (Age 15 yrs and older),No,,, ,,No,,Yes,110.0,Yes,50.0,No,,No,,No,,No,,No,,No,,No,
432710806,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,No,
432710806,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710807,Women (Age 15 yrs and older),No,,, ,,No,,Yes,110.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
432710807,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710808,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,25.0,No,,Yes,780.0,Yes,45.0
432710808,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,90.0
432710808,Women (Age 15 yrs and older),No,,, ,,No,,Yes,135.0,Yes,10.0,No,,No,,No,,Yes,15.0,No,,Yes,780.0,Yes,60.0
432710809,Women (Age 15 yrs and older),No,,, ,,No,,Yes,80.0,Yes,60.0,No,,No,,No,,No,,No,,No,,No,
432710810,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,240.0,No,,Yes,480.0,No,,Yes,120.0
432710810,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710810,Women (Age 15 yrs and older),No,,, ,,No,,Yes,145.0,Yes,25.0,No,,No,,Yes,1080.0,No,,No,,No,,Yes,90.0
432710811,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,120.0
432710811,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,780.0,Yes,120.0
432710811,Women (Age 15 yrs and older),No,,, ,,No,,Yes,145.0,No,,No,,No,,No,,Yes,20.0,No,,Yes,780.0,Yes,180.0
432710812,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes,240.0
432710812,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,300.0,Yes,60.0,No,,No,,Yes,120.0
432710812,Women (Age 15 yrs and older),No,,, ,,No,,Yes,45.0,Yes,25.0,No,,No,,Yes,1440.0,Yes,35.0,Yes,480.0,No,,Yes,60.0
432710813,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710813,Women (Age 15 yrs and older),No,,, ,,No,,Yes,145.0,Yes,10.0,No,,No,,No,,No,,No,,No,,No,
432710814,Women (Age 15 yrs and older),No,,, ,,No,,Yes,145.0,Yes,10.0,No,,No,,No,,No,,No,,No,,Yes,60.0
432710814,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,120.0
432710815,Men(Age 15 yrs and older,No,,, ,,No,,Yes,45.0,No,,No,,No,,No,,No,,Yes,480.0,No,,Yes,60.0
432710815,Women (Age 15 yrs and older),No,,, ,,No,,Yes,60.0,Yes,15.0,No,,No,,No,,No,,Yes,480.0,No,,Yes,35.0
432710815,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710901,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710901,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,Yes,30.0,Yes,420.0,No,,No,
432710901,Women (Age 15 yrs and older),No,,, ,,No,,Yes,230.0,Yes,60.0,No,,No,,Yes,240.0,Yes,60.0,No,,Yes,780.0,No,
432710902,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,240.0,No,,No,,Yes,300.0
432710902,Women (Age 15 yrs and older),No,,, ,,No,,Yes,120.0,Yes,20.0,No,,No,,Yes,240.0,Yes,120.0,No,,Yes,420.0,No,
432710902,Men(Age 15 yrs and older,No,,, ,,No,,Yes,60.0,No,,No,,No,,No,,Yes,30.0,Yes,720.0,No,,No,
432710903,Men(Age 15 yrs and older,No,,, ,,No,,Yes,20.0,No,,No,,No,,No,,Yes,120.0,Yes,480.0,No,,No,
432710903,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710903,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,Yes,30.0,Yes,60.0,No,,No,,No,
432710903,Women (Age 15 yrs and older),No,,, ,,No,,Yes,180.0,Yes,30.0,No,,No,,Yes,600.0,Yes,60.0,No,,No,,No,
432710904,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710904,Women (Age 15 yrs and older),No,,, ,,No,,Yes,110.0,Yes,60.0,No,,No,,Yes,300.0,No,,Yes,240.0,No,,No,
432710904,Men(Age 15 yrs and older,No,,, ,,No,,Yes,20.0,No,,No,,No,,Yes,30.0,No,,Yes,480.0,No,,No,
432710905,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,240.0,Yes,900.0,No,,No,
432710905,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710905,Women (Age 15 yrs and older),No,,, ,,No,,Yes,130.0,Yes,20.0,No,,No,,Yes,900.0,Yes,240.0,Yes,600.0,No,,No,
432710906,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710906,Women (Age 15 yrs and older),No,,, ,,Yes,20.0,Yes,110.0,No,,No,,No,,Yes,120.0,Yes,30.0,No,,No,,No,
432710907,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,Yes,30.0,Yes,360.0,No,,No,
432710907,Women (Age 15 yrs and older),No,,, ,,No,,Yes,300.0,No,,No,,No,,Yes,1440.0,Yes,60.0,No,,No,,No,
432710907,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,480.0,No,,No,,No,
432710908,Women (Age 15 yrs and older),Yes,15.0,Monthly, ,1.0,Yes,15.0,Yes,150.0,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,60.0
432710908,Men(Age 15 yrs and older,No,,, ,,Yes,30.0,No,,No,,No,,No,,No,,Yes,60.0,No,,No,,Yes,30.0
432710909,Women (Age 15 yrs and older),No,,, ,,No,,Yes,180.0,Yes,25.0,No,,No,,No,,No,,No,,No,,No,
432710909,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,25.0,No,,No,,No,,Yes,360.0,Yes,480.0,No,,No,
432710910,Women (Age 15 yrs and older),Yes,30.0,Monthly, ,1.0,Yes,30.0,Yes,120.0,No,,No,,No,,No,,No,,No,,No,,No,
432710910,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,120.0,Yes,720.0,No,,No,
432710911,Women (Age 15 yrs and older),No,,, ,,No,,Yes,80.0,No,,No,,No,,No,,No,,No,,No,,No,
432710911,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,30.0,No,,No,,No,,No,,Yes,720.0,No,,No,
432710912,Men(Age 15 yrs and older,Yes,30.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,Yes,240.0,Yes,650.0,No,,No,
432710912,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,Yes,60.0
432710912,Women (Age 15 yrs and older),No,,, ,,Yes,20.0,Yes,155.0,No,,No,,No,,No,,No,,No,,No,,No,
432710913,Men(Age 15 yrs and older,No,,, ,,No,,Yes,30.0,No,,No,,No,,No,,Yes,420.0,No,,No,,No,
432710913,Women (Age 15 yrs and older),No,,, ,,No,,Yes,180.0,Yes,40.0,No,,No,,No,,Yes,360.0,No,,No,,No,
432710914,Men(Age 15 yrs and older,Yes,15.0,"Other, specify",TWO MONTH,1.0,No,,No,,No,,No,,No,,No,,Yes,120.0,No,,No,,Yes,120.0
432710914,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,90.0,No,,No,,No,,No,,No,,Yes,360.0,No,,No,
432710915,Women (Age 15 yrs and older),No,,, ,,No,,Yes,255.0,Yes,45.0,No,,No,,Yes,720.0,Yes,60.0,No,,No,,No,
432710915,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,,No,
432710915,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432710915,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,Yes,60.0,No,,Yes,780.0,No,,No,
432711001,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,300.0,No,,No,
432711001,Women (Age 15 yrs and older),Yes,60.0,Weekly, ,1.0,Yes,10.0,Yes,90.0,No,,No,,No,,No,,No,,No,,No,,No,
432711002,Women (Age 15 yrs and older),No,,, ,,No,,Yes,330.0,Yes,60.0,No,,No,,Yes,1140.0,No,,No,,No,,Yes,60.0
432711002,Men(Age 15 yrs and older,No,,, ,,No,,Yes,60.0,No,,No,,No,,Yes,60.0,No,,Yes,600.0,No,,Yes,60.0
432711002,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711003,Women (Age 15 yrs and older),No,,, ,,No,,Yes,180.0,Yes,20.0,No,,No,,Yes,240.0,Yes,120.0,No,,No,,Yes,120.0
432711003,Men(Age 15 yrs and older,No,,, ,,No,,Yes,10.0,No,,No,,No,,No,,Yes,240.0,No,,No,,Yes,240.0
432711003,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711004,Women (Age 15 yrs and older),No,,, ,,No,,Yes,70.0,Yes,10.0,No,,No,,No,,No,,No,,No,,Yes,240.0
432711005,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,30.0,Yes,540.0,No,,Yes,20.0
432711005,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,180.0,No,,No,,Yes,240.0
432711005,Women (Age 15 yrs and older),No,,, ,,No,,Yes,140.0,Yes,20.0,No,,No,,Yes,600.0,Yes,120.0,No,,No,,Yes,180.0
432711006,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,No,
432711006,Women (Age 15 yrs and older),No,,, ,,No,,Yes,160.0,Yes,25.0,No,,No,,No,,Yes,420.0,No,,No,,No,
432711007,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711007,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,240.0,No,,No,,Yes,60.0
432711007,Men(Age 15 yrs and older,Yes,10.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,900.0,No,,No,
432711007,Women (Age 15 yrs and older),No,,, ,,Yes,25.0,Yes,180.0,No,,No,,No,,Yes,120.0,Yes,120.0,No,,No,,No,
432711008,Women (Age 15 yrs and older),Yes,0.0,"Other, specify",ONE AND HALF MONTH,1.0,Yes,20.0,Yes,10.0,No,,No,,No,,No,,Yes,360.0,No,,Yes,600.0,No,
432711008,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,250.0,Yes,540.0,No,,No,
432711008,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,600.0,No,,No,,Yes,60.0
432711009,Women (Age 15 yrs and older),No,,, ,,No,,Yes,150.0,No,,No,,No,,Yes,1440.0,No,,No,,No,,No,
432711009,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711009,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,60.0,No,,No,,Yes,720.0,No,,No,,Yes,480.0,No,
432711010,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711010,Women (Age 15 yrs and older),No,,, ,,Yes,30.0,Yes,110.0,No,,No,,No,,Yes,120.0,Yes,60.0,No,,Yes,600.0,No,
432711010,Men(Age 15 yrs and older,Yes,20.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,No,,Yes,600.0,Yes,660.0,No,
432711011,Men(Age 15 yrs and older,No,,, ,,No,,Yes,125.0,Yes,30.0,No,,No,,No,,No,,No,,No,,No,
432711011,Women (Age 15 yrs and older),No,,, ,,No,,Yes,125.0,No,,No,,No,,No,,No,,No,,Yes,600.0,No,
432711012,Women (Age 15 yrs and older),No,,, ,,Yes,20.0,Yes,150.0,No,,No,,No,,No,,No,,No,,Yes,120.0,No,
432711012,Men(Age 15 yrs and older,Yes,10.0,Monthly, ,1.0,No,,No,,No,,No,,No,,No,,Yes,720.0,No,,No,,No,
432711013,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,No,,Yes,720.0,No,,No,
432711013,Women (Age 15 yrs and older),No,,, ,,No,,Yes,110.0,Yes,60.0,No,,No,,No,,Yes,720.0,No,,No,,No,
432711014,Women (Age 15 yrs and older),No,,, ,,No,,Yes,125.0,Yes,125.0,No,,No,,No,,Yes,60.0,No,,Yes,120.0,No,
432711014,Men(Age 15 yrs and older,No,,, ,,No,,No,,No,,No,,No,,No,,Yes,60.0,No,,Yes,720.0,No,
432711014,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,420.0,No,,No,,No,
432711015,Boys(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,Yes,240.0,No,,No,,Yes,180.0
432711015,Women (Age 15 yrs and older),No,,, ,,No,,Yes,230.0,Yes,30.0,No,,No,,Yes,600.0,Yes,120.0,Yes,60.0,Yes,120.0,Yes,30.0
432711015,Girls(Under age 15 yrs),No,,, ,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,
432711015,Men(Age 15 yrs and older,No,,, ,,No,,No,,Yes,60.0,No,,No,,Yes,120.0,Yes,30.0,Yes,300.0,Yes,480.0,Yes,60.0
