"","HHID","Id","J4","J5","J6","J7","J7_SO","J7_SO_RECODE","J8","J9","J10","J11","J12","J13","J14","J15__111","J15__1","J15__2","J15__3","J15__4","J15__5","J15__6","J15__7","J15__8","J15__9","J15__10","J15__11","J15__12","J15__888","J16","J17","J17_SO","J17_SO_RECODE","J17A","J17B","J18","J19","J20_A","J20A_SO","J20_B","J20B_SO","J21_A","J21_B","J22","J23","J24","J25","J26","J27","J28","J29","J30","J31__111","J31__1","J31__2","J31__3","J31__4","J31__5","J31__6","J31__7","J31__8","J31__9","J31__10","J31__11","J31__12","J32","J33__9","J33__1","J33__2","J33__3","J33__4","J33__5","J33__6","J33__7","J33__8","J33__10","J33A","J33A_SO","J33A_SO_RECODE","J34","J35__1","J35__2","J35__3","J35__4","J35__5","J35__6","J35__7","J35__8","J35__9","J35__10","J35__555","J35_SO","J35_SO_RECODE","J37_A","J37_B"
"6500","432711415",7,1,3,3500,NA,"","",NA,2,"MARVEL",1000,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",16,"",2,NA,0,7,3,60,20,60,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1380,NA
"6501","432711501",7,1,0,1500,NA,"","",NA,2,"SURYA",888,1,2,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,45,20,60,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",700,NA
"6502","432711502",7,1,2,3000,NA,"","",NA,2,"SURYA GOLD",1200,1,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,135,60,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1350,NA
"6503","432711503",7,1,0,2500,NA,"","",NA,2,"BALTRA",1000,1,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,65,20,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1350,NA
"6504","432711504",7,1,1,2500,NA,"","",NA,2,"SURYA  GOLD",1000,1,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,55,20,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1350,NA
"6505","432711505",7,1,0,3500,NA,"","",NA,2,"BALTRA",2000,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,60,30,65,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1350,NA
"6506","432711506",1,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,18,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,"","",NA,NA,NA,NA,2,"",16,"",1,NA,20,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",2,0,0,0,1,0,1,0,0,0,0,0,"","",0,NA
"6507","432711506",7,1,0,1500,NA,"","",NA,2,"888",300,1,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",16,"",2,NA,0,7,4,40,15,40,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1350,NA
"6508","432711507",7,1,0,1800,NA,"","",NA,2,"SURYA",888,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,45,20,60,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",700,NA
"6509","432711508",7,1,1,2500,NA,"","",NA,2,"SUNTEX",500,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",2,NA,0,7,4,50,20,50,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1375,NA
"6510","432711509",7,1,1,3200,NA,"","",NA,2,"BALTRA",1000,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",16,"",2,NA,0,7,4,60,20,60,15,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1350,NA
"6511","432711509",1,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,NA,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,5,"","",NA,NA,NA,NA,2,"",16,"",2,NA,15,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",2,0,0,0,1,0,0,1,0,0,0,0,"","",0,NA
"6512","432711510",7,1,1,3000,NA,"","",NA,2,"MARVEL",1000,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",16,"",2,NA,0,7,4,50,20,50,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1375,NA
"6513","432711510",8,1,1,2000,NA,"","",NA,2,"BALTRA",700,1,1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,1,"","",NA,NA,2,NA,12,"",16,"",2,NA,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",2,0,0,0,1,0,0,0,0,0,1,0,"","",NA,NA
"6514","432711511",7,1,0,2000,NA,"","",NA,2,"SURYA GOLD",1500,1,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,65,10,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1350,NA
"6515","432711512",7,1,1,2500,NA,"","",NA,2,"SURYA",888,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,50,25,60,15,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",750,NA
"6516","432711513",8,1,1,2600,NA,"","",NA,2,"PANASONIC",1000,1,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,1,"","",NA,NA,2,NA,12,"",16,"",2,NA,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",2,0,0,0,1,0,0,0,0,0,1,0,"","",NA,NA
"6517","432711513",7,1,1,2500,NA,"","",NA,2,"SURYA",1000,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",16,"",2,NA,0,7,4,50,20,50,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1350,NA
"6518","432711514",7,1,1,2500,NA,"","",NA,2,"SURYA",888,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,45,15,50,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",600,NA
"6519","432711515",7,1,0,1500,NA,"","",NA,2,"SURYA",888,1,2,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,50,20,60,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",700,NA
"6520","432711601",7,1,1,2400,NA,"","",NA,2,"888",1200,1,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,2,7,4,30,20,30,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",800,NA
"6521","432711602",7,1,0,3500,NA,"","",NA,2,"888",2000,1,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,1,1,1,"",NA,"",2,NA,2,7,3,90,45,90,20,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1475,NA
"6522","432711603",7,1,0,3500,NA,"","",NA,2,"888",2500,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,2,NA,1,"",NA,"",2,NA,2,7,3,60,25,60,20,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1475,NA
"6523","432711604",7,1,0,3000,NA,"","",NA,2,"888",2000,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,2,NA,1,"",NA,"",2,NA,2,7,4,75,30,60,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1475,NA
"6524","432711605",7,1,0,3500,NA,"","",NA,2,"888",2000,1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,1,1,1,"",NA,"",2,NA,2,7,4,120,45,120,20,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",2950,NA
"6525","432711606",7,1,1,3500,NA,"","",NA,2,"888",1500,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,2,NA,1,"",NA,"",2,NA,1,7,3,90,60,90,30,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1475,NA
"6526","432711607",7,1,3,6000,NA,"","",NA,2,"888",2000,1,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,1,2,1,"",NA,"",1,NA,3,7,3,60,25,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1450,NA
"6527","432711608",7,1,0,3500,NA,"","",NA,2,"LAXMI",1900,1,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,2,7,3,45,20,45,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1475,NA
"6528","432711609",7,1,0,2500,NA,"","",NA,2,"LAXMI",100,1,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",3,NA,5,7,4,70,20,90,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1475,NA
"6529","432711610",7,1,1,8000,NA,"","",NA,2,"MARVEL",3500,1,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,2,7,3,40,25,40,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",900,NA
"6530","432711611",7,1,1,2000,NA,"","",NA,2,"LAXMI",900,1,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,2,7,4,60,30,60,15,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",2750,NA
"6531","432711612",7,1,2,3000,NA,"","",NA,2,"LAXMI",200,1,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,1,1,1,"",NA,"",2,NA,2,7,3,90,30,90,20,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1475,NA
"6532","432711613",7,1,0,2500,NA,"","",NA,2,"LAXMI",1300,1,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,3,7,3,30,15,30,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",450,NA
"6533","432711614",7,1,0,3500,NA,"","",NA,2,"888",2000,1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,2,NA,1,"",NA,"",2,NA,2,7,4,90,30,60,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1475,NA
"6534","432711615",7,1,0,3000,NA,"","",NA,2,"888",1500,1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,1,1,1,"",NA,"",2,NA,2,7,3,120,30,90,30,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",2950,NA
"6535","432711701",7,1,1,1500,NA,"","",NA,2,"JAPANESE",0,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,1,1,1,"",NA,"",1,NA,0,7,4,50,20,40,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",750,NA
"6536","432711702",8,1,0,7500,NA,"","",NA,2,"SURYA",888,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,12,"",16,"",1,NA,0,7,4,0,0,0,30,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",2,0,0,0,0,0,0,0,0,0,1,0,"","",NA,NA
"6537","432711702",7,1,0,2500,NA,"","",NA,2,"SURYA",1000,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",16,"",1,NA,0,7,4,30,12,30,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",350,NA
"6538","432711703",7,1,1,1800,NA,"","",NA,2,"SURYA",500,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,5,40,20,50,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1425,NA
"6539","432711704",7,1,1,1800,NA,"","",NA,2,"SURYA",0,1,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"","",NA,NA,2,NA,1,"",NA,"",1,NA,2,7,5,90,30,120,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1450,NA
"6540","432711705",7,1,0,1000,NA,"","",NA,2,"SURYA",0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,1,1,1,"",NA,"",1,NA,0,7,4,50,20,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1000,NA
"6541","432711706",2,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,2,30,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,"","",2,2,2,NA,2,"",NA,"",1,NA,30,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",2,0,0,0,0,0,1,0,1,0,0,0,"","",0,NA
"6542","432711706",7,1,2,3500,NA,"","",NA,2,"SURYA",500,1,2,16,0,1,1,1,1,1,1,1,0,0,1,1,1,0,2,1,"","",2,2,2,NA,1,"",NA,"",2,NA,4,7,4,30,20,30,30,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1375,NA
"6543","432711707",7,1,0,2000,NA,"","",NA,2,"GAS  CHULAKO MODEL METIYEKO CHA",1000,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,45,20,45,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1200,NA
"6544","432711708",7,1,0,1800,NA,"","",NA,2,"SAURYA",400,1,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,1,2,1,"",NA,"",1,NA,0,7,3,45,25,50,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1375,NA
"6545","432711709",7,1,0,2100,NA,"","",NA,2,"SURYA",1200,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,1,1,1,"",NA,"",1,NA,0,7,3,40,20,40,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1050,NA
"6546","432711710",7,1,1,1200,NA,"","",NA,2,"SURYA",200,1,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",2,NA,0,7,4,50,20,60,15,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1000,NA
"6547","432711711",7,1,0,888,NA,"","",NA,2,"888",500,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,1,1,1,"",NA,"",1,NA,0,7,3,40,25,45,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1000,NA
"6548","432711712",7,1,1,1200,NA,"","",NA,2,"SURYA",200,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",2,NA,0,7,6,35,20,35,35,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1100,NA
"6549","432711713",7,1,0,1200,NA,"","",NA,2,"888",300,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,1,1,1,"",NA,"",1,NA,0,7,3,35,10,35,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",900,NA
"6550","432711714",7,1,1,1200,NA,"","",NA,2,"SANTAX",200,1,2,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,1,1,1,"",NA,"",1,NA,0,7,5,35,26,35,35,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1000,NA
"6551","432711715",7,1,0,1200,NA,"","",NA,2,"888",600,1,2,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"","",NA,NA,1,1,1,"",NA,"",1,NA,0,7,3,45,25,45,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1000,NA
"6552","432711801",7,1,0,2000,NA,"","",NA,2,"888",500,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,60,30,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",700,NA
"6553","432711802",7,1,0,1600,NA,"","",NA,2,"888",0,1,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,60,25,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1400,NA
"6554","432711803",7,1,0,1800,NA,"","",NA,2,"888",500,1,2,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,60,30,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1400,NA
"6555","432711804",7,1,0,888,NA,"","",NA,2,"888",0,1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,60,45,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1400,NA
"6556","432711805",7,1,0,2500,NA,"","",NA,2,"888",888,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,60,15,60,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",1400,NA
"6557","432711806",7,1,0,2200,NA,"","",NA,2,"888",888,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,"","",NA,NA,2,NA,1,"",NA,"",1,NA,0,7,3,60,20,60,10,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,"","",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",500,NA
