,HHID,H2,H11
1152,01050101108006,10,6
1153,01050101108006,10,7
1154,01050101108006,10,8
1155,01050101108006,14,6
1156,01050101108006,14,7
1157,01050101108006,14,8
1158,01050101108019,2,6
1159,01050101108019,2,7
1160,01050101108019,2,8
1161,01050101108019,4,6
1162,01050101108019,4,7
1163,01050101108019,4,8
1164,01050101108019,14,6
1165,01050101108019,14,7
1166,01050101108019,14,8
1167,01050101108019,15,1
1168,01050101108019,15,2
1169,01050101108019,15,3
1170,01050101108019,15,4
1171,01050101108019,15,5
1172,01050101108019,15,10
1173,01050101108019,15,11
1174,01050101108019,15,12
1175,01050101108032,2,6
1176,01050101108032,2,7
1177,01050101108032,2,8
1178,01050101108032,4,6
1179,01050101108032,4,7
1180,01050101108032,4,8
1181,01050101108032,14,6
1182,01050101108032,14,7
1183,01050101108032,14,8
1184,01050101108032,15,6
1185,01050101108032,15,7
1186,01050101108032,15,8
1187,01050101108045,2,6
1188,01050101108045,2,7
1189,01050101108045,2,8
1190,01050101108045,4,6
1191,01050101108045,4,7
1192,01050101108045,4,8
1193,01050101108045,14,6
1194,01050101108045,14,7
1195,01050101108045,14,8
1196,01050101108058,2,6
1197,01050101108058,2,7
1198,01050101108058,2,8
1199,01050101108058,4,6
1200,01050101108058,4,7
1201,01050101108058,4,8
1202,01050101108058,14,6
1203,01050101108058,14,7
1204,01050101108058,14,8
1205,01050101108071,2,6
1206,01050101108071,2,7
1207,01050101108071,2,8
1208,01050101108071,2,9
1209,01050101108071,2,10
1210,01050101108071,4,6
1211,01050101108071,4,7
1212,01050101108071,4,8
1213,01050101108071,14,6
1214,01050101108071,14,7
1215,01050101108071,14,8
1216,01050101108084,2,6
1217,01050101108084,2,7
1218,01050101108084,2,8
1219,01050101108084,4,6
1220,01050101108084,4,7
1221,01050101108084,4,8
1222,01050101108084,9,6
1223,01050101108084,9,7
1224,01050101108084,9,8
1225,01050101108084,10,6
1226,01050101108084,10,7
1227,01050101108084,10,8
1228,01050101108084,10,9
1229,01050101108084,14,6
1230,01050101108084,14,7
1231,01050101108084,14,8
1232,01050101108097,3,6
1233,01050101108097,3,7
1234,01050101108097,3,8
1235,01050101108097,4,6
1236,01050101108097,4,7
1237,01050101108097,4,8
1238,01050101108097,9,5
1239,01050101108097,9,6
1240,01050101108097,9,7
1241,01050101108097,9,8
1242,01050101108097,9,9
1243,01050101108097,14,6
1244,01050101108097,14,7
1245,01050101108097,14,8
1246,01050101108110,2,6
1247,01050101108110,2,7
1248,01050101108110,2,8
1249,01050101108110,2,9
1250,01050101108110,2,10
1251,01050101108110,2,11
1252,01050101108110,4,6
1253,01050101108110,4,7
1254,01050101108110,4,8
1255,01050101108110,4,9
1256,01050101108110,4,10
1257,01050101108110,9,6
1258,01050101108110,9,7
1259,01050101108110,9,8
1260,01050101108110,9,9
1261,01050101108110,10,6
1262,01050101108110,10,7
1263,01050101108110,10,8
1264,01050101108110,10,9
1265,01050101108110,10,10
1266,01050101108110,14,6
1267,01050101108110,14,7
1268,01050101108110,14,8
1269,01050101108110,14,9
1270,01050101108110,14,10
1271,01050101108123,2,6
1272,01050101108123,2,7
1273,01050101108123,2,8
1274,01050101108123,4,6
1275,01050101108123,4,7
1276,01050101108123,4,8
1277,01050101108123,14,6
1278,01050101108123,14,7
1279,01050101108123,14,8
1280,01050101108136,2,6
1281,01050101108136,2,7
1282,01050101108136,2,8
1283,01050101108136,4,6
1284,01050101108136,4,7
1285,01050101108136,4,8
1286,01050101108136,14,6
1287,01050101108136,14,7
1288,01050101108136,14,8
1289,01050101108149,2,6
1290,01050101108149,2,7
1291,01050101108149,2,8
1292,01050101108149,4,6
1293,01050101108149,4,7
1294,01050101108149,4,8
1295,01050101108149,14,6
1296,01050101108149,14,7
1297,01050101108149,14,8
1298,01060100317002,4,5
1299,01060100317002,4,6
1300,01060100317002,4,7
1301,01060100317002,14,13
1302,01060100317012,2,13
1303,01060100317012,4,13
1304,01060100317012,14,13
1305,01060100317022,4,5
1306,01060100317022,4,6
1307,01060100317022,4,7
1308,01060100317022,4,8
1309,01060100317022,9,13
1310,01060100317022,14,13
1311,01060100317032,4,9
1312,01060100317032,4,10
1313,01060100317032,4,11
1314,01060100317032,14,13
1315,01060100317042,2,5
1316,01060100317042,2,6
1317,01060100317042,2,7
1318,01060100317042,4,5
1319,01060100317042,4,6
1320,01060100317042,4,7
1321,01060100317042,14,13
1322,01060100317052,4,6
1323,01060100317052,4,7
1324,01060100317052,4,8
1325,01060100317052,9,10
1326,01060100317052,9,11
1327,01060100317052,9,12
1328,01060100317052,14,13
1329,01060100317062,2,10
1330,01060100317062,2,11
1331,01060100317062,2,12
1332,01060100317062,4,10
1333,01060100317062,4,11
1334,01060100317062,4,12
1335,01060100317062,14,13
1336,01060100317072,2,9
1337,01060100317072,2,10
1338,01060100317072,2,11
1339,01060100317072,4,9
1340,01060100317072,4,10
1341,01060100317072,4,11
1342,01060100317072,4,12
1343,01060100317072,9,10
1344,01060100317072,9,11
1345,01060100317072,9,12
1346,01060100317072,14,13
1347,01060100317082,2,10
1348,01060100317082,2,11
1349,01060100317082,2,12
1350,01060100317082,4,9
1351,01060100317082,4,10
1352,01060100317082,4,11
1353,01060100317082,14,13
1354,01060100317092,4,5
1355,01060100317092,4,6
1356,01060100317092,4,7
1357,01060100317092,14,13
1358,01060100317102,2,8
1359,01060100317102,2,9
1360,01060100317102,2,10
1361,01060100317102,4,6
1362,01060100317102,4,7
1363,01060100317102,4,8
1364,01060100317102,9,6
1365,01060100317102,9,7
1366,01060100317102,9,8
1367,01060100317102,14,13
1368,01060100317112,2,9
1369,01060100317112,2,10
1370,01060100317112,2,11
1371,01060100317112,4,13
1372,01060100317112,14,13
1373,01060200127002,4,13
1374,01060200127002,14,13
1375,01060200127003,4,13
1376,01060200127003,14,13
1377,01060200127031,4,13
1378,01060200127031,14,13
1379,01060200127045,2,13
1380,01060200127045,4,13
1381,01060200127045,6,13
1382,01060200127045,14,13
1383,01060200127058,4,13
1384,01060200127058,14,13
1385,01060200127072,2,13
1386,01060200127072,4,13
1387,01060200127072,14,13
1388,01060200127086,4,13
1389,01060200127086,5,13
1390,01060200127086,14,13
1391,01060200127100,2,13
1392,01060200127100,4,13
1393,01060200127100,14,13
1394,01060200127113,2,13
1395,01060200127113,4,13
1396,01060200127113,14,13
1397,01060200127128,2,13
1398,01060200127128,4,6
1399,01060200127128,4,7
1400,01060200127128,4,8
1401,01060200127128,4,9
1402,01060200127128,14,13
1403,01060200127142,2,13
1404,01060200127142,4,13
1405,01060200127142,6,13
1406,01060200127142,14,13
1407,01060200127156,4,6
1408,01060200127156,4,7
1409,01060200127156,4,8
1410,01060200127156,4,9
1411,01060200127156,14,13
1412,01060200506004,4,6
1413,01060200506004,4,7
1414,01060200506004,4,8
1415,01060200506004,4,9
1416,01060200506004,14,13
1417,01060200506015,2,6
1418,01060200506015,2,7
1419,01060200506015,2,8
1420,01060200506015,4,6
1421,01060200506015,4,7
1422,01060200506015,4,8
1423,01060200506015,5,13
1424,01060200506015,14,13
1425,01060200506026,4,6
1426,01060200506026,4,7
1427,01060200506026,4,8
1428,01060200506026,4,9
1429,01060200506026,14,13
1430,01060200506037,4,6
1431,01060200506037,4,7
1432,01060200506037,4,8
1433,01060200506037,14,13
1434,01060200506048,4,13
1435,01060200506048,14,13
1436,01060200506059,4,6
1437,01060200506059,4,7
1438,01060200506059,4,8
1439,01060200506059,5,6
1440,01060200506059,5,7
1441,01060200506059,5,8
1442,01060200506059,14,13
1443,01060200506070,4,6
1444,01060200506070,4,7
1445,01060200506070,4,8
1446,01060200506070,6,13
1447,01060200506070,14,13
1448,01060200506081,4,6
1449,01060200506081,4,7
1450,01060200506081,4,8
1451,01060200506081,14,13
1452,01060200506092,4,6
1453,01060200506092,4,7
1454,01060200506092,4,8
1455,01060200506092,14,13
1456,01060200506103,4,6
1457,01060200506103,4,7
1458,01060200506103,4,8
1459,01060200506103,4,9
1460,01060200506103,14,13
1461,01060200506114,4,1
1462,01060200506114,4,8
1463,01060200506114,4,9
1464,01060200506114,4,10
1465,01060200506114,4,11
1466,01060200506114,4,12
1467,01060200506114,6,13
1468,01060200506114,14,13
1469,01060200506125,4,1
1470,01060200506125,4,7
1471,01060200506125,4,8
1472,01060200506125,4,9
1473,01060200506125,4,10
1474,01060200506125,4,11
1475,01060200506125,14,13
1476,02070101804001,3,6
1477,02070101804001,3,7
1478,02070101804011,3,6
1479,02070101804011,3,7
1480,02070101804021,3,7
1481,02070101804021,3,8
1482,02070101804031,3,4
1483,02070101804041,3,4
1484,02070101804051,3,7
1485,02070101804051,3,8
1486,02070101804061,3,7
1487,02070101804061,3,8
1488,02070101804061,15,7
1489,02070101804061,15,8
1490,02070101804071,3,7
1491,02070101804071,3,8
1492,02070101804081,3,7
1493,02070101804081,3,8
1494,02070101804091,3,6
1495,02070101804101,3,5
1496,02070101804111,3,4
1497,02070101804111,3,6
1498,02070101804111,3,8
1499,02070101901002,3,6
1500,02070101901002,3,7
1501,02070101901002,4,6
1502,02070101901002,4,7
1503,02070101901002,4,8
1504,02070101901014,2,7
1505,02070101901014,2,8
1506,02070101901014,4,7
1507,02070101901014,4,8
1508,02070101901026,3,6
1509,02070101901026,3,7
1510,02070101901026,3,8
1511,02070101901026,4,7
1512,02070101901026,4,8
1513,02070101901026,5,6
1514,02070101901026,5,7
1515,02070101901038,3,7
1516,02070101901038,3,8
1517,02070101901050,3,7
1518,02070101901050,3,8
1519,02070101901062,3,7
1520,02070101901062,3,8
1521,02070101901074,3,7
1522,02070101901086,3,8
1523,02070101901086,3,9
1524,02070101901098,3,7
1525,02070101901098,3,8
1526,02070101901110,3,7
1527,02070101901110,3,8
1528,02070101901110,3,9
1529,02070101901122,3,6
1530,02070101901122,3,7
1531,02070101901122,3,8
1532,02070101901134,3,8
1533,02070200101003,2,5
1534,02070200101003,2,6
1535,02070200101003,2,7
1536,02070200101003,2,8
1537,02070200101003,4,5
1538,02070200101003,4,6
1539,02070200101003,4,7
1540,02070200101003,14,5
1541,02070200101003,14,6
1542,02070200101003,14,7
1543,02070200101003,14,8
1544,02070200101011,4,8
1545,02070200101011,14,7
1546,02070200101011,14,8
1547,02070200101019,4,12
1548,02070200101019,14,6
1549,02070200101019,14,7
1550,02070200101027,4,9
1551,02070200101027,14,6
1552,02070200101027,14,7
1553,02070200101027,14,8
1554,02070200101035,4,7
1555,02070200101035,4,8
1556,02070200101035,14,13
1557,02070200101043,4,8
1558,02070200101043,14,6
1559,02070200101043,14,7
1560,02070200101043,14,8
1561,02070200101051,4,7
1562,02070200101051,14,5
1563,02070200101051,14,6
1564,02070200101051,14,7
1565,02070200101059,2,8
1566,02070200101059,4,8
1567,02070200101059,14,6
1568,02070200101059,14,7
1569,02070200101059,14,8
1570,02070200101067,2,8
1571,02070200101067,4,7
1572,02070200101067,4,8
1573,02070200101067,14,6
1574,02070200101067,14,7
1575,02070200101067,14,8
1576,02070200101075,2,8
1577,02070200101075,4,7
1578,02070200101075,14,5
1579,02070200101075,14,6
1580,02070200101075,14,7
1581,02070200101083,4,8
1582,02070200101083,14,7
1583,02070200101083,14,8
1584,02070200101091,4,13
1585,02070200101091,14,7
1586,02070200101091,14,8
1587,02070300104005,4,6
1588,02070300104005,4,7
1589,02070300104005,4,8
1590,02070300104005,5,6
1591,02070300104005,5,7
1592,02070300104005,5,8
1593,02070300104005,14,6
1594,02070300104005,14,7
1595,02070300104005,14,8
1596,02070300104016,4,6
1597,02070300104016,4,7
1598,02070300104016,4,8
1599,02070300104016,4,9
1600,02070300104016,14,8
1601,02070300104016,14,9
1602,02070300104027,2,6
1603,02070300104027,4,6
1604,02070300104027,14,6
1605,02070300104027,14,7
1606,02070300104027,14,8
1607,02070300104027,14,9
1608,02070300104038,4,8
1609,02070300104038,4,9
1610,02070300104038,14,6
1611,02070300104038,14,7
1612,02070300104038,14,8
1613,02070300104049,4,7
1614,02070300104049,4,8
1615,02070300104049,5,8
1616,02070300104049,5,9
1617,02070300104049,14,6
1618,02070300104049,14,7
1619,02070300104049,14,8
1620,02070300104049,14,9
1621,02070300104060,4,6
1622,02070300104060,4,7
1623,02070300104060,5,6
1624,02070300104060,14,6
1625,02070300104060,14,7
1626,02070300104060,14,8
1627,02070300104060,14,9
1628,02070300104071,4,6
1629,02070300104071,4,7
1630,02070300104071,4,8
1631,02070300104071,14,13
1632,02070300104082,4,13
1633,02070300104082,15,6
1634,02070300104082,15,7
1635,02070300104082,15,8
1636,02070300104082,15,9
1637,02070300104093,4,10
1638,02070300104093,14,6
1639,02070300104093,14,7
1640,02070300104093,14,8
1641,02070300104093,14,9
1642,02070300104104,14,13
1643,02070300104126,14,5
1644,02070300104126,14,6
1645,02070300104126,14,7
1646,02070300104126,14,8
1647,02070300111005,4,5
1648,02070300111005,4,6
1649,02070300111005,4,7
1650,02070300111005,4,8
1651,02070300111005,14,5
1652,02070300111005,14,6
1653,02070300111005,14,7
1654,02070300111005,14,8
1655,02070300111015,4,5
1656,02070300111015,4,6
1657,02070300111015,4,7
1658,02070300111015,4,8
1659,02070300111015,14,6
1660,02070300111015,14,7
1661,02070300111015,14,8
1662,02070300111015,14,9
1663,02070300111025,4,5
1664,02070300111025,4,6
1665,02070300111025,4,7
1666,02070300111025,4,8
1667,02070300111025,14,8
1668,02070300111035,4,8
1669,02070300111035,14,6
1670,02070300111035,14,7
1671,02070300111035,14,8
1672,02070300111035,14,9
1673,02070300111045,4,7
1674,02070300111045,14,6
1675,02070300111045,14,7
1676,02070300111045,14,8
1677,02070300111055,2,9
1678,02070300111055,4,8
1679,02070300111055,14,6
1680,02070300111055,14,7
1681,02070300111055,14,8
1682,02070300111055,14,9
1683,02070300111065,4,7
1684,02070300111065,4,8
1685,02070300111065,14,6
1686,02070300111065,14,7
1687,02070300111065,14,8
1688,02070300111075,4,6
1689,02070300111075,4,7
1690,02070300111075,4,8
1691,02070300111075,14,6
1692,02070300111075,14,7
1693,02070300111075,14,8
1694,02070300111085,2,5
1695,02070300111085,2,6
1696,02070300111085,2,7
1697,02070300111085,4,6
1698,02070300111085,4,7
1699,02070300111085,4,8
1700,02070300111085,14,6
1701,02070300111085,14,7
1702,02070300111085,14,8
1703,02070300111095,2,5
1704,02070300111095,2,6
1705,02070300111095,2,7
1706,02070300111095,2,8
1707,02070300111095,4,5
1708,02070300111095,4,6
1709,02070300111095,4,7
1710,02070300111095,4,8
1711,02070300111095,14,6
1712,02070300111095,14,7
1713,02070300111095,14,8
1714,02070300111095,14,9
1715,02070300111105,4,6
1716,02070300111105,4,7
1717,02070300111105,4,8
1718,02070300111105,4,9
1719,02070300111105,14,5
1720,02070300111105,14,6
1721,02070300111105,14,7
1722,02070300111105,14,8
1723,02070300111115,2,5
1724,02070300111115,2,6
1725,02070300111115,2,7
1726,02070300111115,2,8
1727,02070300111115,4,13
1728,02070300111115,14,13
1729,02070300205006,4,5
1730,02070300205006,4,6
1731,02070300205006,4,7
1732,02070300205006,4,8
1733,02070300205006,14,5
1734,02070300205006,14,6
1735,02070300205006,14,7
1736,02070300205006,14,8
1737,02070300205011,4,5
1738,02070300205011,4,6
1739,02070300205011,4,7
1740,02070300205011,4,8
1741,02070300205011,14,5
1742,02070300205011,14,6
1743,02070300205011,14,7
1744,02070300205016,4,13
1745,02070300205016,14,5
1746,02070300205016,14,6
1747,02070300205016,14,7
1748,02070300205016,14,8
1749,02070300205021,4,7
1750,02070300205021,4,8
1751,02070300205021,14,5
1752,02070300205021,14,6
1753,02070300205021,14,7
1754,02070300205026,4,5
1755,02070300205026,4,6
1756,02070300205026,4,7
1757,02070300205026,4,8
1758,02070300205026,14,5
1759,02070300205026,14,6
1760,02070300205026,14,7
1761,02070300205026,14,8
1762,02070300205031,4,5
1763,02070300205031,4,6
1764,02070300205031,4,7
1765,02070300205031,4,8
1766,02070300205031,14,5
1767,02070300205031,14,6
1768,02070300205031,14,7
1769,02070300205031,14,8
1770,02070300205036,4,6
1771,02070300205036,4,7
1772,02070300205036,4,8
1773,02070300205036,14,13
1774,02070300205041,4,6
1775,02070300205041,4,7
1776,02070300205041,4,8
1777,02070300205041,14,5
1778,02070300205041,14,6
1779,02070300205041,14,7
1780,02070300205041,14,8
1781,02070300205046,4,8
1782,02070300205046,14,6
1783,02070300205046,14,7
1784,02070300205046,14,8
1785,02070300205051,4,5
1786,02070300205051,4,6
1787,02070300205051,4,7
1788,02070300205051,4,8
1789,02070300205051,14,6
1790,02070300205051,14,7
1791,02070300205051,14,8
1792,02070300205056,4,5
1793,02070300205056,4,6
1794,02070300205056,4,7
1795,02070300205056,4,8
1796,02070300205056,14,6
1797,02070300205056,14,7
1798,02070300205056,14,8
1799,02070300205061,4,6
1800,02070300205061,4,7
1801,02070300205061,4,8
1802,02070300205061,14,6
1803,02070300205061,14,7
1804,02070300205061,14,8
1805,02070300205061,14,9
1806,02070300212007,4,8
1807,02070300212007,5,6
1808,02070300212007,5,7
1809,02070300212007,5,8
1810,02070300212007,5,9
1811,02070300212007,14,5
1812,02070300212007,14,6
1813,02070300212007,14,7
1814,02070300212007,14,8
1815,02070300212015,2,8
1816,02070300212015,4,5
1817,02070300212015,4,6
1818,02070300212015,4,7
1819,02070300212015,4,8
1820,02070300212015,14,5
1821,02070300212015,14,6
1822,02070300212015,14,7
1823,02070300212015,14,8
1824,02070300212023,4,6
1825,02070300212023,4,7
1826,02070300212023,4,8
1827,02070300212023,14,5
1828,02070300212023,14,6
1829,02070300212023,14,7
1830,02070300212023,14,8
1831,02070300212031,4,6
1832,02070300212031,4,7
1833,02070300212031,4,8
1834,02070300212031,14,5
1835,02070300212031,14,6
1836,02070300212031,14,7
1837,02070300212031,14,8
1838,02070300212039,4,7
1839,02070300212039,4,8
1840,02070300212039,14,5
1841,02070300212039,14,6
1842,02070300212039,14,7
1843,02070300212039,14,8
1844,02070300212047,2,8
1845,02070300212047,4,7
1846,02070300212047,14,5
1847,02070300212055,2,6
1848,02070300212055,2,7
1849,02070300212055,2,8
1850,02070300212055,4,5
1851,02070300212055,4,6
1852,02070300212055,4,7
1853,02070300212055,14,5
1854,02070300212055,14,6
1855,02070300212055,14,7
1856,02070300212055,14,8
1857,02070300212063,4,6
1858,02070300212063,4,7
1859,02070300212063,4,8
1860,02070300212063,4,9
1861,02070300212063,5,7
1862,02070300212063,5,8
1863,02070300212063,5,9
1864,02070300212063,14,5
1865,02070300212063,14,6
1866,02070300212063,14,7
1867,02070300212063,14,8
1868,02070300212071,4,6
1869,02070300212071,4,7
1870,02070300212071,4,8
1871,02070300212071,14,6
1872,02070300212071,14,7
1873,02070300212071,14,8
1874,02070300212071,14,9
1875,02070300212079,4,5
1876,02070300212079,4,6
1877,02070300212079,4,7
1878,02070300212079,4,8
1879,02070300212079,14,5
1880,02070300212079,14,6
1881,02070300212079,14,7
1882,02070300212079,14,8
1883,02070300212087,4,5
1884,02070300212087,4,6
