,HHID,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C137_1,C138,C139,C140,C141,C142,C143
2125,04381100402007,,,,,,,,,,,,,,,,,,,,
2126,04381100402008,,,,,,,,,,,,,,,,,,,,
2127,04381100402009,,,,,,,,,,,,,,,,,,,,
2128,04381100402010,,,,,,,,,,,,,,,,,,,,
2129,04381100402011,,,,,,,,,,,,,,,,,,,,
2130,04381100402012,,,,,,,,,,,,,,,,,,,,
2131,04381100521008,,,,,,,,,,,,,,,,,,,,
2132,04381100521017,,,,,,,,,,,,,,,,,,,,
2133,04381100521026,,,,,,,,,,,,,,,,,,,,
2134,04381100521035,,,,,,,,,,,,,,,,,,,,
2135,04381100521044,,,,,,,,,,,,,,,,,,,,
2136,04381100521053,,,,,,,,,,,,,,,,,,,,
2137,04381100521062,,,,,,,,,,,,,,,,,,,,
2138,04381100521071,,,,,,,,,,,,,,,,,,,,
2139,04381100521080,,,,,,,,,,,,,,,,,,,,
2140,04381100521089,,,,,,,,,,,,,,,,,,,,
2141,04381100521098,,,,,,,,,,,,,,,,,,,,
2142,04381100521107,,,,,,,,,,,,,,,,,,,,
2143,04381100716002,,,,,,,,,,,,,,,,,,,,
2144,04381100716003,,,,,,,,,,,,,,,,,,,,
2145,04381100716006,,,,,,,,,,,,,,,,,,,,
2146,04381100716012,,,,,,,,,,,,,,,,,,,,
2147,04381100716016,,,,,,,,,,,,,,,,,,,,
2148,04381100716028,,,,,,,,,,,,,,,,,,,,
2149,04381100716042,,,,,,,,,,,,,,,,,,,,
2150,04381100716060,,,,,,,,,,,,,,,,,,,,
2151,04381100716078,,,,,,,,,,,,,,,,,,,,
2152,04381100716096,,,,,,,,,,,,,,,,,,,,
2153,04381100716114,,,,,,,,,,,,,,,,,,,,
2154,04381100716132,1.0,4.0,ou9,2.0,2.0,35.0,35.0,2.0,1.0,1.0,1.0,,600.0,1.0,1.0,,2.0,1.0,4.0,1.0
2155,04381100716132,2.0,1.0,o,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,,600.0,1.0,1.0,,2.0,1.0,4.0,1.0
2156,04390300402001,,,,,,,,,,,,,,,,,,,,
2157,04390300402002,,,,,,,,,,,,,,,,,,,,
2158,04390300402003,,,,,,,,,,,,,,,,,,,,
2159,04390300402004,1.0,3.0,mb2 200,2.0,1.0,10.0,7.0,2.0,2.0,1.0,1.0,,1200.0,1.0,3.0,,2.0,2.0,4.0,1.0
2160,04390300402005,,,,,,,,,,,,,,,,,,,,
2161,04390300402006,,,,,,,,,,,,,,,,,,,,
2162,04390300402007,,,,,,,,,,,,,,,,,,,,
2163,04390300402008,,,,,,,,,,,,,,,,,,,,
2164,04390300402009,,,,,,,,,,,,,,,,,,,,
2165,04390300402010,,,,,,,,,,,,,,,,,,,,
2166,04390300402011,,,,,,,,,,,,,,,,,,,,
2167,04390300402012,,,,,,,,,,,,,,,,,,,,
2168,04390300601001,,,,,,,,,,,,,,,,,,,,
2169,04390300601002,,,,,,,,,,,,,,,,,,,,
2170,04390300601003,,,,,,,,,,,,,,,,,,,,
2171,04390300601004,,,,,,,,,,,,,,,,,,,,
2172,04390300601005,,,,,,,,,,,,,,,,,,,,
2173,04390300601006,,,,,,,,,,,,,,,,,,,,
2174,04390300601007,,,,,,,,,,,,,,,,,,,,
2175,04390300601008,,,,,,,,,,,,,,,,,,,,
2176,04390300601009,,,,,,,,,,,,,,,,,,,,
2177,04390300601010,1.0,2.0,China,3.0,1.0,7.0,110.0,1.0,1.0,1.0,1.0,,1250.0,1.0,3.0,,2.0,2.0,4.0,1.0
2178,04390300601011,,,,,,,,,,,,,,,,,,,,
2179,04390300601012,,,,,,,,,,,,,,,,,,,,
2180,04390302201001,,,,,,,,,,,,,,,,,,,,
2181,04390302201002,,,,,,,,,,,,,,,,,,,,
2182,04390302201003,1.0,2.0,yy,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,,1500.0,1.0,3.0,,2.0,1.0,2.0,3.0
2183,04390302201004,,,,,,,,,,,,,,,,,,,,
2184,04390302201005,,,,,,,,,,,,,,,,,,,,
2185,04390302201006,,,,,,,,,,,,,,,,,,,,
2186,04390302201007,,,,,,,,,,,,,,,,,,,,
2187,04390302201008,,,,,,,,,,,,,,,,,,,,
2188,04390302201009,,,,,,,,,,,,,,,,,,,,
2189,04390302201010,,,,,,,,,,,,,,,,,,,,
2190,04390302201011,,,,,,,,,,,,,,,,,,,,
2191,04390302201012,,,,,,,,,,,,,,,,,,,,
2192,04390700103001,,,,,,,,,,,,,,,,,,,,
2193,04390700103002,,,,,,,,,,,,,,,,,,,,
2194,04390700103003,,,,,,,,,,,,,,,,,,,,
2195,04390700103004,,,,,,,,,,,,,,,,,,,,
2196,04390700103005,,,,,,,,,,,,,,,,,,,,
2197,04390700103006,,,,,,,,,,,,,,,,,,,,
2198,04390700103007,,,,,,,,,,,,,,,,,,,,
2199,04390700103008,,,,,,,,,,,,,,,,,,,,
2200,04390700103009,,,,,,,,,,,,,,,,,,,,
2201,04390700103010,,,,,,,,,,,,,,,,,,,,
2202,04390700103011,,,,,,,,,,,,,,,,,,,,
2203,04390700103012,,,,,,,,,,,,,,,,,,,,
2204,04391000302001,1.0,2.0,China,3.0,3.0,4.0,38.0,1.0,3.0,1.0,1.0,,1700.0,1.0,3.0,,2.0,2.0,3.0,1.0
2205,04391000302002,1.0,2.0,China,3.0,1.0,17.0,200.0,1.0,3.0,2.0,1.0,,1300.0,1.0,3.0,,2.0,2.0,4.0,3.0
2206,04391000302003,,,,,,,,,,,,,,,,,,,,
2207,04391000302004,1.0,8.0,MB2-200,1.0,,,,,,,,,,,,,,,,
2208,04391000302005,1.0,3.0,s300,1.0,,,,,,,,,,,,,,,,
2209,04391000302006,1.0,3.0,s300,1.0,,,,,,,,,,,,,,,,
2210,04391000302007,1.0,8.0,sHS 10,2.0,1.0,888.0,888.0,1.0,5.0,1.0,1.0,,1500.0,1.0,3.0,,2.0,2.0,4.0,2.0
2211,04391000302008,,,,,,,,,,,,,,,,,,,,
2212,04391000302009,,,,,,,,,,,,,,,,,,,,
2213,04391000302010,1.0,3.0,0,1.0,,,,,,,,,,,,,,,,
2214,04391000302011,1.0,11.0,Mb2 200,1.0,,,,,,,,,,,,,,,,
2215,04391000302012,1.0,9.0,Mb2 200,1.0,,,,,,,,,,,,,,,,
2216,05400100401002,,,,,,,,,,,,,,,,,,,,
2217,05400100401005,,,,,,,,,,,,,,,,,,,,
2218,05400100401008,,,,,,,,,,,,,,,,,,,,
2219,05400100401011,,,,,,,,,,,,,,,,,,,,
2220,05400100401012,,,,,,,,,,,,,,,,,,,,
2221,05400100401014,,,,,,,,,,,,,,,,,,,,
2222,05400100401017,,,,,,,,,,,,,,,,,,,,
2223,05400100401020,,,,,,,,,,,,,,,,,,,,
2224,05400100401023,,,,,,,,,,,,,,,,,,,,
2225,05400100401026,,,,,,,,,,,,,,,,,,,,
2226,05400100401036,,,,,,,,,,,,,,,,,,,,
2227,05400100401060,,,,,,,,,,,,,,,,,,,,
2228,05400101201003,1.0,1.0,peak Power,1.0,,,,,,,,,,,,,,,,
2229,05400101201008,1.0,1.0,soral panel,1.0,,,,,,,,,,,,,,,,
2230,05400101201011,1.0,3.0,Nk28,1.0,,,,,,,,,,,,,,,,
2231,05400101201013,,,,,,,,,,,,,,,,,,,,
2232,05400101201018,,,,,,,,,,,,,,,,,,,,
2233,05400101201023,,,,,,,,,,,,,,,,,,,,
2234,05400101201028,,,,,,,,,,,,,,,,,,,,
2235,05400101201033,1.0,3.0,No  Modle,1.0,,,,,,,,,,,,,,,,
2236,05400101201034,1.0,3.0,Nk 28,1.0,,,,,,,,,,,,,,,,
2237,05400101201034,1.0,3.0,Nk28,1.0,,,,,,,,,,,,,,,,
2238,05400101201038,1.0,3.0,Nk24,1.0,,,,,,,,,,,,,,,,
2239,05400101201043,1.0,3.0,Nk28,1.0,,,,,,,,,,,,,,,,
2240,05400101201057,,,,,,,,,,,,,,,,,,,,
2241,05400300103005,,,,,,,,,,,,,,,,,,,,
2242,05400300103010,,,,,,,,,,,,,,,,,,,,
2243,05400300103014,,,,,,,,,,,,,,,,,,,,
2244,05400300103023,,,,,,,,,,,,,,,,,,,,
2245,05400300103030,,,,,,,,,,,,,,,,,,,,
2246,05400300103032,,,,,,,,,,,,,,,,,,,,
2247,05400300103041,,,,,,,,,,,,,,,,,,,,
2248,05400300103047,,,,,,,,,,,,,,,,,,,,
2249,05400300103050,,,,,,,,,,,,,,,,,,,,
2250,05400300103059,,,,,,,,,,,,,,,,,,,,
2251,05400300103068,,,,,,,,,,,,,,,,,,,,
2252,05400300103077,,,,,,,,,,,,,,,,,,,,
2253,05400301101001,,,,,,,,,,,,,,,,,,,,
2254,05400301101013,,,,,,,,,,,,,,,,,,,,
2255,05400301101025,,,,,,,,,,,,,,,,,,,,
2256,05400301101037,1.0,3.0,Kr17,1.0,,,,,,,,,,,,,,,,
2257,05400301101049,,,,,,,,,,,,,,,,,,,,
2258,05400301101061,,,,,,,,,,,,,,,,,,,,
2259,05400301101073,,,,,,,,,,,,,,,,,,,,
2260,05400301101085,,,,,,,,,,,,,,,,,,,,
2261,05400301101097,,,,,,,,,,,,,,,,,,,,
2262,05400301101109,,,,,,,,,,,,,,,,,,,,
2263,05400301101121,,,,,,,,,,,,,,,,,,,,
2264,05400301101133,,,,,,,,,,,,,,,,,,,,
2265,05400401501020,,,,,,,,,,,,,,,,,,,,
2266,05400401501048,,,,,,,,,,,,,,,,,,,,
2267,05400401501076,,,,,,,,,,,,,,,,,,,,
2268,05400401501104,,,,,,,,,,,,,,,,,,,,
2269,05400401501132,,,,,,,,,,,,,,,,,,,,
2270,05400401501160,,,,,,,,,,,,,,,,,,,,
2271,05400401501188,,,,,,,,,,,,,,,,,,,,
2272,05400401501216,,,,,,,,,,,,,,,,,,,,
2273,05400401501244,,,,,,,,,,,,,,,,,,,,
2274,05400401501270,,,,,,,,,,,,,,,,,,,,
2275,05400401501286,,,,,,,,,,,,,,,,,,,,
2276,05400401501302,,,,,,,,,,,,,,,,,,,,
2277,05400601201005,,,,,,,,,,,,,,,,,,,,
2278,05400601201015,,,,,,,,,,,,,,,,,,,,
2279,05400601201025,,,,,,,,,,,,,,,,,,,,
2280,05400601201035,,,,,,,,,,,,,,,,,,,,
2281,05400601201045,,,,,,,,,,,,,,,,,,,,
2282,05400601201055,,,,,,,,,,,,,,,,,,,,
2283,05400601201065,,,,,,,,,,,,,,,,,,,,
2284,05400601201075,,,,,,,,,,,,,,,,,,,,
2285,05400601201085,,,,,,,,,,,,,,,,,,,,
2286,05400601201095,,,,,,,,,,,,,,,,,,,,
2287,05400601201105,,,,,,,,,,,,,,,,,,,,
2288,05400601201115,,,,,,,,,,,,,,,,,,,,
2289,05410400405001,,,,,,,,,,,,,,,,,,,,
2290,05410400405004,,,,,,,,,,,,,,,,,,,,
2291,05410400405015,,,,,,,,,,,,,,,,,,,,
2292,05410400405026,,,,,,,,,,,,,,,,,,,,
2293,05410400405037,,,,,,,,,,,,,,,,,,,,
2294,05410400405048,,,,,,,,,,,,,,,,,,,,
2295,05410400405059,,,,,,,,,,,,,,,,,,,,
2296,05410400405070,,,,,,,,,,,,,,,,,,,,
2297,05410400405081,,,,,,,,,,,,,,,,,,,,
2298,05410400405092,,,,,,,,,,,,,,,,,,,,
2299,05410400405103,,,,,,,,,,,,,,,,,,,,
2300,05410400405114,,,,,,,,,,,,,,,,,,,,
2301,05410400634003,,,,,,,,,,,,,,,,,,,,
2302,05410400634019,,,,,,,,,,,,,,,,,,,,
2303,05410400634035,1.0,1.0,solar Panel,1.0,,,,,,,,,,,,,,,,
2304,05410400634051,,,,,,,,,,,,,,,,,,,,
2305,05410400634067,,,,,,,,,,,,,,,,,,,,
2306,05410400634083,,,,,,,,,,,,,,,,,,,,
2307,05410400634099,,,,,,,,,,,,,,,,,,,,
2308,05410400634115,,,,,,,,,,,,,,,,,,,,
2309,05410400634131,,,,,,,,,,,,,,,,,,,,
2310,05410400634147,,,,,,,,,,,,,,,,,,,,
2311,05410400634163,,,,,,,,,,,,,,,,,,,,
2312,05410400634179,,,,,,,,,,,,,,,,,,,,
2313,05410403801005,1.0,1.0,china no have modle,1.0,,,,,,,,,,,,,,,,
2314,05410403801014,,,,,,,,,,,,,,,,,,,,
2315,05410403801023,,,,,,,,,,,,,,,,,,,,
2316,05410403801032,,,,,,,,,,,,,,,,,,,,
2317,05410403801041,,,,,,,,,,,,,,,,,,,,
2318,05410403801050,,,,,,,,,,,,,,,,,,,,
2319,05410403801059,,,,,,,,,,,,,,,,,,,,
2320,05410403801068,,,,,,,,,,,,,,,,,,,,
2321,05410403801077,,,,,,,,,,,,,,,,,,,,
2322,05410403801086,,,,,,,,,,,,,,,,,,,,
2323,05410403801095,,,,,,,,,,,,,,,,,,,,
2324,05410403801104,,,,,,,,,,,,,,,,,,,,
2325,05410415801002,1.0,1.0,d c12v9w,2.0,3.0,9.0,12.0,2.0,3.0,1.0,4.0,1.0,,,,,,2.0,4.0,6.0
2326,05410415801008,1.0,2.0,maximor,1.0,,,,,,,,,,,,,,,,
2327,05410415801014,,,,,,,,,,,,,,,,,,,,
2328,05410415801015,1.0,2.0,al huseini   ah     4008,1.0,,,,,,,,,,,,,,,,
2329,05410415801020,1.0,2.0,???  ????,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,500.0,1.0,1.0,,2.0,2.0,3.0,111.0
2330,05410415801026,1.0,3.0,unknown,1.0,,,,,,,,,,,,,,,,
2331,05410415801032,1.0,2.0,made in china importanse,1.0,,,,,,,,,,,,,,,,
2332,05410415801032,2.0,99.0,,2.0,2.0,2.0,35.0,2.0,2.0,1.0,1.0,,4500.0,1.0,3.0,,2.0,2.0,5.0,5.0
2333,05410415801032,3.0,99.0,no remander,1.0,,,,,,,,,,,,,,,,
2334,05410415801038,,,,,,,,,,,,,,,,,,,,
2335,05410415801044,1.0,1.0,made in  china,1.0,,,,,,,,,,,,,,,,
2336,05410415801050,1.0,1.0,??? ??? ????,1.0,,,,,,,,,,,,,,,,
2337,05410415801054,,,,,,,,,,,,,,,,,,,,
2338,05410415801093,1.0,3.0,biiftuu,1.0,,,,,,,,,,,,,,,,
2339,05410600103004,,,,,,,,,,,,,,,,,,,,
2340,05410600103012,,,,,,,,,,,,,,,,,,,,
2341,05410600103020,,,,,,,,,,,,,,,,,,,,
2342,05410600103028,,,,,,,,,,,,,,,,,,,,
2343,05410600103036,1.0,1.0,batch #20306,1.0,,,,,,,,,,,,,,,,
2344,05410600103044,,,,,,,,,,,,,,,,,,,,
2345,05410600103052,,,,,,,,,,,,,,,,,,,,
2346,05410600103060,,,,,,,,,,,,,,,,,,,,
2347,05410600103068,,,,,,,,,,,,,,,,,,,,
2348,05410600103076,,,,,,,,,,,,,,,,,,,,
2349,05410600103084,,,,,,,,,,,,,,,,,,,,
2350,05410600103092,,,,,,,,,,,,,,,,,,,,
2351,05410603406003,1.0,2.0,TE503,2.0,2.0,45.0,6.0,2.0,3.0,2.0,4.0,2.0,,,,,,1.0,6.0,111.0
2352,05410603406016,,,,,,,,,,,,,,,,,,,,
2353,05410603406029,,,,,,,,,,,,,,,,,,,,
2354,05410603406042,,,,,,,,,,,,,,,,,,,,
2355,05410603406055,,,,,,,,,,,,,,,,,,,,
2356,05410603406068,,,,,,,,,,,,,,,,,,,,
2357,05410603406081,,,,,,,,,,,,,,,,,,,,
2358,05410603406094,,,,,,,,,,,,,,,,,,,,
2359,05410603406107,,,,,,,,,,,,,,,,,,,,
2360,05410603406120,,,,,,,,,,,,,,,,,,,,
2361,05410603406133,,,,,,,,,,,,,,,,,,,,
2362,05410603406146,,,,,,,,,,,,,,,,,,,,
2363,05410700301001,,,,,,,,,,,,,,,,,,,,
2364,05410700301002,,,,,,,,,,,,,,,,,,,,
2365,05410700301005,,,,,,,,,,,,,,,,,,,,
2366,05410700301009,,,,,,,,,,,,,,,,,,,,
2367,05410700301010,,,,,,,,,,,,,,,,,,,,
2368,05410700301018,,,,,,,,,,,,,,,,,,,,
2369,05410700301026,,,,,,,,,,,,,,,,,,,,
2370,05410700301034,,,,,,,,,,,,,,,,,,,,
2371,05410700301042,,,,,,,,,,,,,,,,,,,,
2372,05410700301050,,,,,,,,,,,,,,,,,,,,
2373,05410700301058,,,,,,,,,,,,,,,,,,,,
2374,05410700301066,,,,,,,,,,,,,,,,,,,,
2375,05410700901007,,,,,,,,,,,,,,,,,,,,
2376,05410700901021,,,,,,,,,,,,,,,,,,,,
2377,05410700901035,,,,,,,,,,,,,,,,,,,,
2378,05410700901049,,,,,,,,,,,,,,,,,,,,
2379,05410700901063,,,,,,,,,,,,,,,,,,,,
2380,05410700901077,,,,,,,,,,,,,,,,,,,,
2381,05410700901091,,,,,,,,,,,,,,,,,,,,
2382,05410700901105,,,,,,,,,,,,,,,,,,,,
2383,05410700901119,,,,,,,,,,,,,,,,,,,,
2384,05410700901133,1.0,3.0,no modle,1.0,,,,,,,,,,,,,,,,
2385,05410700901147,,,,,,,,,,,,,,,,,,,,
2386,05410700901161,,,,,,,,,,,,,,,,,,,,
2387,05420299912007,,,,,,,,,,,,,,,,,,,,
2388,05420299912017,1.0,8.0,AH 4008,1.0,,,,,,,,,,,,,,,,
2389,05420299912027,,,,,,,,,,,,,,,,,,,,
2390,05420299912037,,,,,,,,,,,,,,,,,,,,
2391,05420299912047,,,,,,,,,,,,,,,,,,,,
2392,05420299912057,,,,,,,,,,,,,,,,,,,,
2393,05420299912067,,,,,,,,,,,,,,,,,,,,
2394,05420299912077,,,,,,,,,,,,,,,,,,,,
2395,05420299912087,,,,,,,,,,,,,,,,,,,,
2396,05420299912097,1.0,3.0,ws 129,1.0,,,,,,,,,,,,,,,,
2397,05420299912107,,,,,,,,,,,,,,,,,,,,
2398,05420299912117,,,,,,,,,,,,,,,,,,,,
2399,06460301303013,1.0,2.0,un able to identify,2.0,3.0,4.0,36.0,2.0,2.0,1.0,1.0,,1200.0,1.0,3.0,,2.0,2.0,4.0,6.0
2400,06460301303028,,,,,,,,,,,,,,,,,,,,
2401,06460301303043,,,,,,,,,,,,,,,,,,,,
2402,06460301303058,,,,,,,,,,,,,,,,,,,,
2403,06460301303073,,,,,,,,,,,,,,,,,,,,
2404,06460301303088,,,,,,,,,,,,,,,,,,,,
2405,06460301303103,,,,,,,,,,,,,,,,,,,,
2406,06460301303118,,,,,,,,,,,,,,,,,,,,
2407,06460301303133,,,,,,,,,,,,,,,,,,,,
2408,06460301303148,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
2409,06460301303163,,,,,,,,,,,,,,,,,,,,
2410,06460301303178,,,,,,,,,,,,,,,,,,,,
2411,06460500108001,,,,,,,,,,,,,,,,,,,,
2412,06460500108002,,,,,,,,,,,,,,,,,,,,
2413,06460500108003,,,,,,,,,,,,,,,,,,,,
2414,06460500108004,,,,,,,,,,,,,,,,,,,,
2415,06460500108005,,,,,,,,,,,,,,,,,,,,
2416,06460500108006,,,,,,,,,,,,,,,,,,,,
2417,06460500108007,,,,,,,,,,,,,,,,,,,,
2418,06460500108008,,,,,,,,,,,,,,,,,,,,
2419,06460500108009,,,,,,,,,,,,,,,,,,,,
2420,06460500108010,,,,,,,,,,,,,,,,,,,,
2421,06460500108011,,,,,,,,,,,,,,,,,,,,
2422,06460500108012,,,,,,,,,,,,,,,,,,,,
2423,06460701104012,,,,,,,,,,,,,,,,,,,,
2424,06460701104028,,,,,,,,,,,,,,,,,,,,
2425,06460701104044,,,,,,,,,,,,,,,,,,,,
2426,06460701104060,,,,,,,,,,,,,,,,,,,,
2427,06460701104076,,,,,,,,,,,,,,,,,,,,
2428,06460701104092,,,,,,,,,,,,,,,,,,,,
2429,06460701104108,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
2430,06460701104124,,,,,,,,,,,,,,,,,,,,
2431,06460701104140,,,,,,,,,,,,,,,,,,,,
2432,06460701104156,,,,,,,,,,,,,,,,,,,,
2433,06460701104172,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
2434,06460701104188,1.0,3.0,sun H01,1.0,,,,,,,,,,,,,,,,
2435,06460701302014,,,,,,,,,,,,,,,,,,,,
2436,06460701302030,,,,,,,,,,,,,,,,,,,,
2437,06460701302046,,,,,,,,,,,,,,,,,,,,
2438,06460701302062,1.0,9.0,solar led lantern,1.0,,,,,,,,,,,,,,,,
2439,06460701302078,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
2440,06460701302094,,,,,,,,,,,,,,,,,,,,
2441,06460701302110,,,,,,,,,,,,,,,,,,,,
2442,06460701302126,,,,,,,,,,,,,,,,,,,,
2443,06460701302142,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
2444,06460701302158,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
2445,06460701302174,1.0,1.0,mcind  chaina,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,1200.0,1.0,3.0,,2.0,2.0,6.0,3.0
2446,06460701302190,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
2447,06470300204001,,,,,,,,,,,,,,,,,,,,
2448,06470300204002,,,,,,,,,,,,,,,,,,,,
2449,06470300204003,,,,,,,,,,,,,,,,,,,,
2450,06470300204004,,,,,,,,,,,,,,,,,,,,
2451,06470300204005,1.0,11.0,,1.0,,,,,,,,,,,,,,,,
2452,06470300204006,,,,,,,,,,,,,,,,,,,,
2453,06470300204007,,,,,,,,,,,,,,,,,,,,
2454,06470300204008,,,,,,,,,,,,,,,,,,,,
2455,06470300204009,,,,,,,,,,,,,,,,,,,,
2456,06470300204010,,,,,,,,,,,,,,,,,,,,
2457,06470300204011,,,,,,,,,,,,,,,,,,,,
2458,06470300204012,,,,,,,,,,,,,,,,,,,,
2459,06470300314001,1.0,9.0,,1.0,,,,,,,,,,,,,,,,
2460,06470300314002,,,,,,,,,,,,,,,,,,,,
2461,06470300314003,,,,,,,,,,,,,,,,,,,,
2462,06470300314004,,,,,,,,,,,,,,,,,,,,
2463,06470300314005,,,,,,,,,,,,,,,,,,,,
2464,06470300314006,,,,,,,,,,,,,,,,,,,,
2465,06470300314007,,,,,,,,,,,,,,,,,,,,
2466,06470300314008,,,,,,,,,,,,,,,,,,,,
2467,06470300314009,,,,,,,,,,,,,,,,,,,,
2468,06470300314010,,,,,,,,,,,,,,,,,,,,
2469,06470300314011,,,,,,,,,,,,,,,,,,,,
2470,06470300314012,,,,,,,,,,,,,,,,,,,,
2471,06470301201001,,,,,,,,,,,,,,,,,,,,
2472,06470301201002,,,,,,,,,,,,,,,,,,,,
2473,06470301201003,,,,,,,,,,,,,,,,,,,,
2474,06470301201004,,,,,,,,,,,,,,,,,,,,
2475,06470301201005,,,,,,,,,,,,,,,,,,,,
2476,06470301201006,,,,,,,,,,,,,,,,,,,,
2477,06470301201007,,,,,,,,,,,,,,,,,,,,
2478,06470301201008,,,,,,,,,,,,,,,,,,,,
2479,06470301201009,,,,,,,,,,,,,,,,,,,,
2480,06470301201010,,,,,,,,,,,,,,,,,,,,
2481,06470301201011,,,,,,,,,,,,,,,,,,,,
2482,06470301201012,,,,,,,,,,,,,,,,,,,,
2483,06470305101001,1.0,4.0,A0802,1.0,,,,,,,,,,,,,,,,
2484,06470305101002,,,,,,,,,,,,,,,,,,,,
2485,06470305101003,1.0,4.0,A0802,1.0,,,,,,,,,,,,,,,,
2486,06470305101004,1.0,4.0,A0802,1.0,,,,,,,,,,,,,,,,
2487,06470305101005,,,,,,,,,,,,,,,,,,,,
2488,06470305101006,1.0,4.0,A0802,1.0,,,,,,,,,,,,,,,,
2489,06470305101007,1.0,4.0,China,3.0,1.0,12.0,1200.0,2.0,2.0,1.0,4.0,3.0,,,,,,1.0,3.0,111.0
2490,06470305101008,1.0,9.0,China,3.0,1.0,12.0,1200.0,2.0,2.0,1.0,1.0,,350.0,1.0,3.0,,2.0,2.0,4.0,111.0
2491,06470305101009,1.0,4.0,China,3.0,1.0,12.0,1200.0,2.0,2.0,1.0,4.0,3.0,,,,,,2.0,3.0,111.0
2492,06470305101010,,,,,,,,,,,,,,,,,,,,
2493,06470305101011,,,,,,,,,,,,,,,,,,,,
2494,06470305101012,,,,,,,,,,,,,,,,,,,,
2495,06480200101001,,,,,,,,,,,,,,,,,,,,
2496,06480200101002,,,,,,,,,,,,,,,,,,,,
2497,06480200101003,,,,,,,,,,,,,,,,,,,,
2498,06480200101004,,,,,,,,,,,,,,,,,,,,
2499,06480200101005,,,,,,,,,,,,,,,,,,,,
2500,06480200101006,,,,,,,,,,,,,,,,,,,,
2501,06480200101007,,,,,,,,,,,,,,,,,,,,
2502,06480200101008,,,,,,,,,,,,,,,,,,,,
2503,06480200101009,,,,,,,,,,,,,,,,,,,,
2504,06480200101010,,,,,,,,,,,,,,,,,,,,
2505,06480200101011,,,,,,,,,,,,,,,,,,,,
2506,06480200101012,,,,,,,,,,,,,,,,,,,,
2507,06480201401001,,,,,,,,,,,,,,,,,,,,
2508,06480201401002,1.0,12.0,GDLITE,2.0,3.0,6.0,6.0,1.0,1.0,1.0,1.0,,1500.0,1.0,3.0,,2.0,2.0,3.0,4.0
2509,06480201401003,,,,,,,,,,,,,,,,,,,,
2510,06480201401004,,,,,,,,,,,,,,,,,,,,
2511,06480201401005,,,,,,,,,,,,,,,,,,,,
2512,06480201401006,,,,,,,,,,,,,,,,,,,,
2513,06480201401007,,,,,,,,,,,,,,,,,,,,
2514,06480201401008,1.0,3.0,d.light,2.0,1.0,10.0,7.0,1.0,3.0,1.0,1.0,,340.0,1.0,3.0,,2.0,2.0,5.0,111.0
2515,06480201401009,1.0,3.0,D.Light,2.0,1.0,10.0,7.0,1.0,3.0,1.0,1.0,,193.0,1.0,3.0,,2.0,2.0,3.0,1.0
2516,06480201401010,,,,,,,,,,,,,,,,,,,,
2517,06480201401011,1.0,3.0,D.light,2.0,1.0,10.0,7.0,1.0,2.0,2.0,1.0,,300.0,1.0,3.0,,2.0,2.0,5.0,1.0
2518,06480201401012,,,,,,,,,,,,,,,,,,,,
2519,06490800103001,1.0,9.0,,1.0,,,,,,,,,,,,,,,,
2520,06490800103002,1.0,9.0,,1.0,,,,,,,,,,,,,,,,
2521,06490800103003,,,,,,,,,,,,,,,,,,,,
2522,06490800103004,1.0,3.0,,1.0,,,,,,,,,,,,,,,,
2523,06490800103005,,,,,,,,,,,,,,,,,,,,
2524,06490800103006,1.0,3.0,,1.0,,,,,,,,,,,,,,,,
2525,06490800103007,,,,,,,,,,,,,,,,,,,,
2526,06490800103008,1.0,9.0,,1.0,,,,,,,,,,,,,,,,
2527,06490800103009,,,,,,,,,,,,,,,,,,,,
2528,06490800103010,1.0,3.0,,1.0,,,,,,,,,,,,,,,,
2529,06490800103011,,,,,,,,,,,,,,,,,,,,
2530,06490800103012,,,,,,,,,,,,,,,,,,,,
2531,07500600204010,,,,,,,,,,,,,,,,,,,,
2532,07500600204024,,,,,,,,,,,,,,,,,,,,
2533,07500600204038,,,,,,,,,,,,,,,,,,,,
2534,07500600204052,1.0,99.0,China,2.0,3.0,15.0,100.0,1.0,1.0,1.0,4.0,4.0,,,,,,2.0,4.0,111.0
2535,07500600204066,,,,,,,,,,,,,,,,,,,,
2536,07500600204080,1.0,4.0,China,1.0,,,,,,,,,,,,,,,,
2537,07500600204094,,,,,,,,,,,,,,,,,,,,
2538,07500600204108,,,,,,,,,,,,,,,,,,,,
2539,07500600204122,,,,,,,,,,,,,,,,,,,,
2540,07500600204136,1.0,1.0,China,2.0,6.0,12.0,100.0,1.0,1.0,1.0,4.0,4.0,,,,,,2.0,5.0,111.0
2541,07500600204136,2.0,4.0,China,1.0,,,,,,,,,,,,,,,,
