,HHID,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C137_1,C138,C139,C140,C141,C142,C143
432,03110800110052,,,,,,,,,,,,,,,,,,,,
433,03110800110074,,,,,,,,,,,,,,,,,,,,
434,03110800110096,,,,,,,,,,,,,,,,,,,,
435,03110800110118,,,,,,,,,,,,,,,,,,,,
436,03110800110140,,,,,,,,,,,,,,,,,,,,
437,03110800110162,,,,,,,,,,,,,,,,,,,,
438,03110800110184,,,,,,,,,,,,,,,,,,,,
439,03110800701014,,,,,,,,,,,,,,,,,,,,
440,03110800701029,1.0,9.0,none,1.0,,,,,,,,,,,,,,,,
441,03110800701044,,,,,,,,,,,,,,,,,,,,
442,03110800701059,,,,,,,,,,,,,,,,,,,,
443,03110800701074,1.0,2.0,unable to identify,2.0,2.0,888.0,,2.0,2.0,1.0,1.0,,1250.0,1.0,3.0,,2.0,2.0,5.0,3.0
444,03110800701089,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
445,03110800701104,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
446,03110800701119,,,,,,,,,,,,,,,,,,,,
447,03110800701134,,,,,,,,,,,,,,,,,,,,
448,03110800701149,,,,,,,,,,,,,,,,,,,,
449,03110800701164,,,,,,,,,,,,,,,,,,,,
450,03110800701179,,,,,,,,,,,,,,,,,,,,
451,03111700101001,,,,,,,,,,,,,,,,,,,,
452,03111700101002,,,,,,,,,,,,,,,,,,,,
453,03111700101003,,,,,,,,,,,,,,,,,,,,
454,03111700101013,1.0,2.0,China,1.0,,,,,,,,,,,,,,,,
455,03111700101013,2.0,2.0,China,1.0,,,,,,,,,,,,,,,,
456,03111700101013,3.0,2.0,China,1.0,,,,,,,,,,,,,,,,
457,03111700101037,,,,,,,,,,,,,,,,,,,,
458,03111700101061,,,,,,,,,,,,,,,,,,,,
459,03111700101085,,,,,,,,,,,,,,,,,,,,
460,03111700101109,,,,,,,,,,,,,,,,,,,,
461,03111700101133,,,,,,,,,,,,,,,,,,,,
462,03111700101157,,,,,,,,,,,,,,,,,,,,
463,03111700101181,,,,,,,,,,,,,,,,,,,,
464,03111700101205,,,,,,,,,,,,,,,,,,,,
465,03111800604007,,,,,,,,,,,,,,,,,,,,
466,03111800604026,,,,,,,,,,,,,,,,,,,,
467,03111800604045,,,,,,,,,,,,,,,,,,,,
468,03111800604064,,,,,,,,,,,,,,,,,,,,
469,03111800604083,,,,,,,,,,,,,,,,,,,,
470,03111800604102,,,,,,,,,,,,,,,,,,,,
471,03111800604121,,,,,,,,,,,,,,,,,,,,
472,03111800604140,,,,,,,,,,,,,,,,,,,,
473,03111800604159,,,,,,,,,,,,,,,,,,,,
474,03111800604178,,,,,,,,,,,,,,,,,,,,
475,03111800604197,,,,,,,,,,,,,,,,,,,,
476,03111800604216,,,,,,,,,,,,,,,,,,,,
477,03111801205008,,,,,,,,,,,,,,,,,,,,
478,03111801205017,,,,,,,,,,,,,,,,,,,,
479,03111801205026,,,,,,,,,,,,,,,,,,,,
480,03111801205035,,,,,,,,,,,,,,,,,,,,
481,03111801205044,,,,,,,,,,,,,,,,,,,,
482,03111801205053,1.0,8.0,China,2.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,,130.0,1.0,2.0,,2.0,2.0,2.0,111.0
483,03111801205062,,,,,,,,,,,,,,,,,,,,
484,03111801205071,,,,,,,,,,,,,,,,,,,,
485,03111801205080,,,,,,,,,,,,,,,,,,,,
486,03111801205089,,,,,,,,,,,,,,,,,,,,
487,03111801205098,,,,,,,,,,,,,,,,,,,,
488,03111801205107,,,,,,,,,,,,,,,,,,,,
489,03111802013001,,,,,,,,,,,,,,,,,,,,
490,03111802013004,,,,,,,,,,,,,,,,,,,,
491,03111802013018,,,,,,,,,,,,,,,,,,,,
492,03111802013032,,,,,,,,,,,,,,,,,,,,
493,03111802013046,,,,,,,,,,,,,,,,,,,,
494,03111802013060,,,,,,,,,,,,,,,,,,,,
495,03111802013074,,,,,,,,,,,,,,,,,,,,
496,03111802013088,,,,,,,,,,,,,,,,,,,,
497,03111802013102,,,,,,,,,,,,,,,,,,,,
498,03111802013116,,,,,,,,,,,,,,,,,,,,
499,03111802013130,,,,,,,,,,,,,,,,,,,,
500,03111802013144,,,,,,,,,,,,,,,,,,,,
501,03112101007015,,,,,,,,,,,,,,,,,,,,
502,03112101007031,,,,,,,,,,,,,,,,,,,,
503,03112101007047,,,,,,,,,,,,,,,,,,,,
504,03112101007063,1.0,8.0,universal,1.0,,,,,,,,,,,,,,,,
505,03112101007079,,,,,,,,,,,,,,,,,,,,
506,03112101007095,,,,,,,,,,,,,,,,,,,,
507,03112101007111,,,,,,,,,,,,,,,,,,,,
508,03112101007127,,,,,,,,,,,,,,,,,,,,
509,03112101007143,,,,,,,,,,,,,,,,,,,,
510,03112101007159,,,,,,,,,,,,,,,,,,,,
511,03112101007175,,,,,,,,,,,,,,,,,,,,
512,03112101007191,1.0,9.0,universal,1.0,,,,,,,,,,,,,,,,
513,03120102608012,1.0,9.0,none,1.0,,,,,,,,,,,,,,,,
514,03120102608028,,,,,,,,,,,,,,,,,,,,
515,03120102608044,1.0,9.0,none,1.0,,,,,,,,,,,,,,,,
516,03120102608060,,,,,,,,,,,,,,,,,,,,
517,03120102608076,1.0,3.0,unavailable,1.0,,,,,,,,,,,,,,,,
518,03120102608092,,,,,,,,,,,,,,,,,,,,
519,03120102608108,1.0,99.0,macind gc613,1.0,,,,,,,,,,,,,,,,
520,03120102608124,1.0,3.0,"mcind,gc-613",1.0,,,,,,,,,,,,,,,,
521,03120102608140,1.0,9.0,unable to identify,1.0,,,,,,,,,,,,,,,,
522,03120102608156,,,,,,,,,,,,,,,,,,,,
523,03120102608172,,,,,,,,,,,,,,,,,,,,
524,03120102608188,1.0,9.0, china,1.0,,,,,,,,,,,,,,,,
525,03120200303028,,,,,,,,,,,,,,,,,,,,
526,03120200303049,,,,,,,,,,,,,,,,,,,,
527,03120200303070,,,,,,,,,,,,,,,,,,,,
528,03120200303091,,,,,,,,,,,,,,,,,,,,
529,03120200303112,,,,,,,,,,,,,,,,,,,,
530,03120200303133,,,,,,,,,,,,,,,,,,,,
531,03120200303154,,,,,,,,,,,,,,,,,,,,
532,03120200303175,,,,,,,,,,,,,,,,,,,,
533,03120200303196,,,,,,,,,,,,,,,,,,,,
534,03120200303217,,,,,,,,,,,,,,,,,,,,
535,03120200303238,,,,,,,,,,,,,,,,,,,,
536,03120300709007,,,,,,,,,,,,,,,,,,,,
537,03120300709022,1.0,3.0,universal,1.0,,,,,,,,,,,,,,,,
538,03120300709037,,,,,,,,,,,,,,,,,,,,
539,03120300709052,,,,,,,,,,,,,,,,,,,,
540,03120300709067,,,,,,,,,,,,,,,,,,,,
541,03120300709082,,,,,,,,,,,,,,,,,,,,
542,03120300709097,1.0,9.0,unable to identify,1.0,,,,,,,,,,,,,,,,
543,03120300709112,,,,,,,,,,,,,,,,,,,,
544,03120300709127,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
545,03120300709142,,,,,,,,,,,,,,,,,,,,
546,03120300709157,,,,,,,,,,,,,,,,,,,,
547,03120300709172,,,,,,,,,,,,,,,,,,,,
548,03120302401010,1.0,10.0,universal,1.0,,,,,,,,,,,,,,,,
549,03120302401027,,,,,,,,,,,,,,,,,,,,
550,03120302401044,1.0,3.0,universal,2.0,3.0,888.0,,2.0,1.0,1.0,1.0,,1500.0,1.0,3.0,,2.0,2.0,6.0,3.0
551,03120302401061,1.0,9.0,unable to identify,1.0,,,,,,,,,,,,,,,,
552,03120302401078,,,,,,,,,,,,,,,,,,,,
553,03120302401095,1.0,9.0,no,1.0,,,,,,,,,,,,,,,,
554,03120302401112,,,,,,,,,,,,,,,,,,,,
555,03120302401129,,,,,,,,,,,,,,,,,,,,
556,03120302401146,1.0,3.0,universal,1.0,,,,,,,,,,,,,,,,
557,03120302401163,,,,,,,,,,,,,,,,,,,,
558,03120302401180,,,,,,,,,,,,,,,,,,,,
559,03120302401197,,,,,,,,,,,,,,,,,,,,
560,03121000302003,,,,,,,,,,,,,,,,,,,,
561,03121000302013,,,,,,,,,,,,,,,,,,,,
562,03121000302023,,,,,,,,,,,,,,,,,,,,
563,03121000302033,,,,,,,,,,,,,,,,,,,,
564,03121000302043,,,,,,,,,,,,,,,,,,,,
565,03121000302053,,,,,,,,,,,,,,,,,,,,
566,03121000302063,,,,,,,,,,,,,,,,,,,,
567,03121000302073,,,,,,,,,,,,,,,,,,,,
568,03121000302083,,,,,,,,,,,,,,,,,,,,
569,03121000302093,,,,,,,,,,,,,,,,,,,,
570,03121000302103,,,,,,,,,,,,,,,,,,,,
571,03121000302113,,,,,,,,,,,,,,,,,,,,
572,03130200801006,,,,,,,,,,,,,,,,,,,,
573,03130200801017,1.0,9.0,0,1.0,,,,,,,,,,,,,,,,
574,03130200801026,,,,,,,,,,,,,,,,,,,,
575,03130200801042,,,,,,,,,,,,,,,,,,,,
576,03130200801063,,,,,,,,,,,,,,,,,,,,
577,03130200801080,,,,,,,,,,,,,,,,,,,,
578,03130200801100,,,,,,,,,,,,,,,,,,,,
579,03130200801109,,,,,,,,,,,,,,,,,,,,
580,03130200801119,,,,,,,,,,,,,,,,,,,,
581,03130200801142,,,,,,,,,,,,,,,,,,,,
582,03130200801169,1.0,9.0,D light,1.0,,,,,,,,,,,,,,,,
583,03130200801174,,,,,,,,,,,,,,,,,,,,
584,03130202504009,,,,,,,,,,,,,,,,,,,,
585,03130202504029,1.0,1.0,D light,1.0,,,,,,,,,,,,,,,,
586,03130202504049,,,,,,,,,,,,,,,,,,,,
587,03130202504069,,,,,,,,,,,,,,,,,,,,
588,03130202504089,,,,,,,,,,,,,,,,,,,,
589,03130202504109,,,,,,,,,,,,,,,,,,,,
590,03130202504129,1.0,9.0,no,1.0,,,,,,,,,,,,,,,,
591,03130202504149,1.0,9.0,no,1.0,,,,,,,,,,,,,,,,
592,03130202504169,1.0,9.0,0,1.0,,,,,,,,,,,,,,,,
593,03130202504189,,,,,,,,,,,,,,,,,,,,
594,03130202504209,,,,,,,,,,,,,,,,,,,,
595,03130202504229,,,,,,,,,,,,,,,,,,,,
596,03130401201010,,,,,,,,,,,,,,,,,,,,
597,03130401201028,,,,,,,,,,,,,,,,,,,,
598,03130401201046,,,,,,,,,,,,,,,,,,,,
599,03130401201064,,,,,,,,,,,,,,,,,,,,
600,03130401201082,,,,,,,,,,,,,,,,,,,,
601,03130401201100,1.0,9.0,no,1.0,,,,,,,,,,,,,,,,
602,03130401201118,,,,,,,,,,,,,,,,,,,,
603,03130401201136,,,,,,,,,,,,,,,,,,,,
604,03130401201154,,,,,,,,,,,,,,,,,,,,
605,03130401201190,,,,,,,,,,,,,,,,,,,,
606,03130401201235,1.0,9.0,no,1.0,,,,,,,,,,,,,,,,
607,03130401201280,,,,,,,,,,,,,,,,,,,,
608,03130803001016,,,,,,,,,,,,,,,,,,,,
609,03130803001024,,,,,,,,,,,,,,,,,,,,
610,03130803001042,,,,,,,,,,,,,,,,,,,,
611,03130803001052,,,,,,,,,,,,,,,,,,,,
612,03130803001067,,,,,,,,,,,,,,,,,,,,
613,03130803001075,,,,,,,,,,,,,,,,,,,,
614,03130803001083,1.0,9.0,no,1.0,,,,,,,,,,,,,,,,
615,03130803001100,,,,,,,,,,,,,,,,,,,,
616,03130803001108,,,,,,,,,,,,,,,,,,,,
617,03130803001122,,,,,,,,,,,,,,,,,,,,
618,03130803001154,1.0,9.0,no,1.0,,,,,,,,,,,,,,,,
619,03130803001204,,,,,,,,,,,,,,,,,,,,
620,03131000101001,,,,,,,,,,,,,,,,,,,,
621,03131000101014,,,,,,,,,,,,,,,,,,,,
622,03131000101032,,,,,,,,,,,,,,,,,,,,
623,03131000101050,,,,,,,,,,,,,,,,,,,,
624,03131000101068,,,,,,,,,,,,,,,,,,,,
625,03131000101086,,,,,,,,,,,,,,,,,,,,
626,03131000101104,,,,,,,,,,,,,,,,,,,,
627,03131000101122,,,,,,,,,,,,,,,,,,,,
628,03131000101140,,,,,,,,,,,,,,,,,,,,
629,03131000101158,,,,,,,,,,,,,,,,,,,,
630,03131000101176,,,,,,,,,,,,,,,,,,,,
631,03131000101194,,,,,,,,,,,,,,,,,,,,
632,03140400104008,,,,,,,,,,,,,,,,,,,,
633,03140400104017,,,,,,,,,,,,,,,,,,,,
634,03140400104026,,,,,,,,,,,,,,,,,,,,
635,03140400104035,,,,,,,,,,,,,,,,,,,,
636,03140400104044,,,,,,,,,,,,,,,,,,,,
637,03140400104053,,,,,,,,,,,,,,,,,,,,
638,03140400104062,,,,,,,,,,,,,,,,,,,,
639,03140400104071,,,,,,,,,,,,,,,,,,,,
640,03140400104080,,,,,,,,,,,,,,,,,,,,
641,03140400104089,,,,,,,,,,,,,,,,,,,,
642,03140400104098,,,,,,,,,,,,,,,,,,,,
643,03140400104107,,,,,,,,,,,,,,,,,,,,
644,03140901602005,,,,,,,,,,,,,,,,,,,,
645,03140901602020,,,,,,,,,,,,,,,,,,,,
646,03140901602035,,,,,,,,,,,,,,,,,,,,
647,03140901602050,,,,,,,,,,,,,,,,,,,,
648,03140901602065,,,,,,,,,,,,,,,,,,,,
649,03140901602080,,,,,,,,,,,,,,,,,,,,
650,03140901602095,1.0,9.0,no,1.0,,,,,,,,,,,,,,,,
651,03140901602110,,,,,,,,,,,,,,,,,,,,
652,03140901602125,1.0,9.0,Dlight,1.0,,,,,,,,,,,,,,,,
653,03140901602140,,,,,,,,,,,,,,,,,,,,
654,03140901602155,1.0,9.0,Dlight,1.0,,,,,,,,,,,,,,,,
655,03140901602170,,,,,,,,,,,,,,,,,,,,
656,03141000205007,,,,,,,,,,,,,,,,,,,,
657,03141000205024,,,,,,,,,,,,,,,,,,,,
658,03141000205041,,,,,,,,,,,,,,,,,,,,
659,03141000205058,,,,,,,,,,,,,,,,,,,,
660,03141000205075,,,,,,,,,,,,,,,,,,,,
661,03141000205092,,,,,,,,,,,,,,,,,,,,
662,03141000205109,,,,,,,,,,,,,,,,,,,,
663,03141000205126,,,,,,,,,,,,,,,,,,,,
664,03141000205143,,,,,,,,,,,,,,,,,,,,
665,03141000205164,,,,,,,,,,,,,,,,,,,,
666,03141000205178,,,,,,,,,,,,,,,,,,,,
667,03141000205192,,,,,,,,,,,,,,,,,,,,
668,03141001902009,,,,,,,,,,,,,,,,,,,,
669,03141001902025,1.0,9.0,D light,1.0,,,,,,,,,,,,,,,,
670,03141001902041,,,,,,,,,,,,,,,,,,,,
671,03141001902057,,,,,,,,,,,,,,,,,,,,
672,03141001902073,,,,,,,,,,,,,,,,,,,,
673,03141001902089,,,,,,,,,,,,,,,,,,,,
674,03141001902105,1.0,9.0,no,1.0,,,,,,,,,,,,,,,,
675,03141001902121,1.0,9.0,no,1.0,,,,,,,,,,,,,,,,
676,03141001902137,,,,,,,,,,,,,,,,,,,,
677,03141001902153,,,,,,,,,,,,,,,,,,,,
678,03141001902169,1.0,9.0,Dlight,1.0,,,,,,,,,,,,,,,,
679,03141001902185,,,,,,,,,,,,,,,,,,,,
680,03141202605009,,,,,,,,,,,,,,,,,,,,
681,03141202605013,,,,,,,,,,,,,,,,,,,,
682,03141202605018,,,,,,,,,,,,,,,,,,,,
683,03141202605031,1.0,9.0,,1.0,,,,,,,,,,,,,,,,
684,03141202605036,,,,,,,,,,,,,,,,,,,,
685,03141202605049,,,,,,,,,,,,,,,,,,,,
686,03141202605067,1.0,10.0,GSH  7088A,1.0,,,,,,,,,,,,,,,,
687,03141202605085,,,,,,,,,,,,,,,,,,,,
688,03141202605103,,,,,,,,,,,,,,,,,,,,
689,03141202605121,,,,,,,,,,,,,,,,,,,,
690,03141202605139,,,,,,,,,,,,,,,,,,,,
691,03141202605157,,,,,,,,,,,,,,,,,,,,
692,03141700416006,,,,,,,,,,,,,,,,,,,,
693,03141700416018,,,,,,,,,,,,,,,,,,,,
694,03141700416030,,,,,,,,,,,,,,,,,,,,
695,03141700416042,,,,,,,,,,,,,,,,,,,,
696,03141700416054,,,,,,,,,,,,,,,,,,,,
697,03141700416066,,,,,,,,,,,,,,,,,,,,
698,03141700416078,,,,,,,,,,,,,,,,,,,,
699,03141700416090,,,,,,,,,,,,,,,,,,,,
700,03141700416102,,,,,,,,,,,,,,,,,,,,
701,03141700416114,,,,,,,,,,,,,,,,,,,,
702,03141700416126,,,,,,,,,,,,,,,,,,,,
703,03141700416138,,,,,,,,,,,,,,,,,,,,
704,03141800307011,,,,,,,,,,,,,,,,,,,,
705,03141800307024,,,,,,,,,,,,,,,,,,,,
706,03141800307037,,,,,,,,,,,,,,,,,,,,
707,03141800307050,,,,,,,,,,,,,,,,,,,,
708,03141800307063,,,,,,,,,,,,,,,,,,,,
709,03141800307076,,,,,,,,,,,,,,,,,,,,
710,03141800307089,,,,,,,,,,,,,,,,,,,,
711,03141800307102,,,,,,,,,,,,,,,,,,,,
712,03141800307115,,,,,,,,,,,,,,,,,,,,
713,03141800307120,,,,,,,,,,,,,,,,,,,,
714,03141800307141,,,,,,,,,,,,,,,,,,,,
715,03141800307154,,,,,,,,,,,,,,,,,,,,
716,03141800618005,,,,,,,,,,,,,,,,,,,,
717,03141800618012,,,,,,,,,,,,,,,,,,,,
718,03141800618019,,,,,,,,,,,,,,,,,,,,
719,03141800618026,,,,,,,,,,,,,,,,,,,,
720,03141800618033,,,,,,,,,,,,,,,,,,,,
721,03141800618040,,,,,,,,,,,,,,,,,,,,
722,03141800618047,,,,,,,,,,,,,,,,,,,,
723,03141800618054,,,,,,,,,,,,,,,,,,,,
724,03141800618061,,,,,,,,,,,,,,,,,,,,
725,03141800618068,,,,,,,,,,,,,,,,,,,,
726,03141800618075,,,,,,,,,,,,,,,,,,,,
727,03141800618082,,,,,,,,,,,,,,,,,,,,
728,03141800910007,,,,,,,,,,,,,,,,,,,,
729,03141800910019,,,,,,,,,,,,,,,,,,,,
730,03141800910031,,,,,,,,,,,,,,,,,,,,
731,03141800910043,,,,,,,,,,,,,,,,,,,,
732,03141800910055,,,,,,,,,,,,,,,,,,,,
733,03141800910067,,,,,,,,,,,,,,,,,,,,
734,03141800910079,,,,,,,,,,,,,,,,,,,,
735,03141800910091,,,,,,,,,,,,,,,,,,,,
736,03141800910103,,,,,,,,,,,,,,,,,,,,
737,03141800910115,,,,,,,,,,,,,,,,,,,,
738,03141800910127,,,,,,,,,,,,,,,,,,,,
739,03141800910139,,,,,,,,,,,,,,,,,,,,
740,03150300101020,,,,,,,,,,,,,,,,,,,,
741,03150300101040,1.0,2.0,0,1.0,,,,,,,,,,,,,,,,
742,03150300101060,,,,,,,,,,,,,,,,,,,,
743,03150300101080,,,,,,,,,,,,,,,,,,,,
744,03150300101100,1.0,3.0,none,1.0,,,,,,,,,,,,,,,,
745,03150300101120,1.0,2.0,none,1.0,,,,,,,,,,,,,,,,
746,03150300101140,,,,,,,,,,,,,,,,,,,,
747,03150300101160,,,,,,,,,,,,,,,,,,,,
748,03150300101180,,,,,,,,,,,,,,,,,,,,
749,03150300101200,1.0,99.0,??? ?????,1.0,,,,,,,,,,,,,,,,
750,03150300101220,,,,,,,,,,,,,,,,,,,,
751,03150300101240,,,,,,,,,,,,,,,,,,,,
752,03150300905019,,,,,,,,,,,,,,,,,,,,
753,03150300905023,,,,,,,,,,,,,,,,,,,,
754,03150300905039,,,,,,,,,,,,,,,,,,,,
755,03150300905059,,,,,,,,,,,,,,,,,,,,
756,03150300905079,,,,,,,,,,,,,,,,,,,,
757,03150300905099,,,,,,,,,,,,,,,,,,,,
758,03150300905119,,,,,,,,,,,,,,,,,,,,
759,03150300905139,,,,,,,,,,,,,,,,,,,,
760,03150300905179,,,,,,,,,,,,,,,,,,,,
761,03150300905199,,,,,,,,,,,,,,,,,,,,
762,03150300905219,,,,,,,,,,,,,,,,,,,,
763,03150300905239,,,,,,,,,,,,,,,,,,,,
764,03150800103013,,,,,,,,,,,,,,,,,,,,
765,03150800103028,,,,,,,,,,,,,,,,,,,,
766,03150800103043,,,,,,,,,,,,,,,,,,,,
767,03150800103058,,,,,,,,,,,,,,,,,,,,
768,03150800103073,,,,,,,,,,,,,,,,,,,,
769,03150800103088,,,,,,,,,,,,,,,,,,,,
770,03150800103103,,,,,,,,,,,,,,,,,,,,
771,03150800103118,,,,,,,,,,,,,,,,,,,,
772,03150800103133,,,,,,,,,,,,,,,,,,,,
773,03150800103148,,,,,,,,,,,,,,,,,,,,
774,03150800103163,,,,,,,,,,,,,,,,,,,,
775,03150800103178,,,,,,,,,,,,,,,,,,,,
776,03151900506012,,,,,,,,,,,,,,,,,,,,
777,03151900506027,,,,,,,,,,,,,,,,,,,,
778,03151900506042,,,,,,,,,,,,,,,,,,,,
779,03151900506057,,,,,,,,,,,,,,,,,,,,
780,03151900506072,,,,,,,,,,,,,,,,,,,,
781,03151900506087,,,,,,,,,,,,,,,,,,,,
782,03151900506102,1.0,1.0,1,1.0,,,,,,,,,,,,,,,,
783,03151900506117,,,,,,,,,,,,,,,,,,,,
784,03151900506132,1.0,3.0,can not see model,1.0,,,,,,,,,,,,,,,,
785,03151900506147,1.0,3.0,can not seen model,1.0,,,,,,,,,,,,,,,,
786,03151900506162,,,,,,,,,,,,,,,,,,,,
787,03151900506177,,,,,,,,,,,,,,,,,,,,
788,03152000107001,,,,,,,,,,,,,,,,,,,,
789,03152000107003,,,,,,,,,,,,,,,,,,,,
790,03152000107005,,,,,,,,,,,,,,,,,,,,
791,03152000107007,,,,,,,,,,,,,,,,,,,,
792,03152000107009,,,,,,,,,,,,,,,,,,,,
793,03152000107011,,,,,,,,,,,,,,,,,,,,
794,03152000107013,,,,,,,,,,,,,,,,,,,,
795,03152000107015,,,,,,,,,,,,,,,,,,,,
796,03152000107017,,,,,,,,,,,,,,,,,,,,
797,03152000107029,,,,,,,,,,,,,,,,,,,,
798,03152000107066,,,,,,,,,,,,,,,,,,,,
799,03152000107103,,,,,,,,,,,,,,,,,,,,
800,03152000407001,,,,,,,,,,,,,,,,,,,,
801,03152000407008,,,,,,,,,,,,,,,,,,,,
802,03152000407012,,,,,,,,,,,,,,,,,,,,
803,03152000407023,,,,,,,,,,,,,,,,,,,,
804,03152000407034,,,,,,,,,,,,,,,,,,,,
805,03152000407045,,,,,,,,,,,,,,,,,,,,
806,03152000407056,,,,,,,,,,,,,,,,,,,,
807,03152000407067,,,,,,,,,,,,,,,,,,,,
808,03152000407078,,,,,,,,,,,,,,,,,,,,
809,03152000407089,,,,,,,,,,,,,,,,,,,,
810,03152000407100,,,,,,,,,,,,,,,,,,,,
811,03152000407111,,,,,,,,,,,,,,,,,,,,
812,03152000407122,,,,,,,,,,,,,,,,,,,,
813,03152000705001,,,,,,,,,,,,,,,,,,,,
814,03152000705011,,,,,,,,,,,,,,,,,,,,
815,03152000705025,,,,,,,,,,,,,,,,,,,,
816,03152000705039,,,,,,,,,,,,,,,,,,,,
817,03152000705053,,,,,,,,,,,,,,,,,,,,
818,03152000705067,,,,,,,,,,,,,,,,,,,,
819,03152000705081,,,,,,,,,,,,,,,,,,,,
820,03152000705095,,,,,,,,,,,,,,,,,,,,
821,03152000705109,,,,,,,,,,,,,,,,,,,,
822,03152000705123,,,,,,,,,,,,,,,,,,,,
823,03152000705137,,,,,,,,,,,,,,,,,,,,
824,03152000705165,,,,,,,,,,,,,,,,,,,,
825,03160201902005,,,,,,,,,,,,,,,,,,,,
826,03160201902017,,,,,,,,,,,,,,,,,,,,
827,03160201902029,,,,,,,,,,,,,,,,,,,,
828,03160201902041,,,,,,,,,,,,,,,,,,,,
829,03160201902053,1.0,10.0,none,1.0,,,,,,,,,,,,,,,,
830,03160201902065,,,,,,,,,,,,,,,,,,,,
831,03160201902077,,,,,,,,,,,,,,,,,,,,
832,03160201902089,,,,,,,,,,,,,,,,,,,,
833,03160201902101,,,,,,,,,,,,,,,,,,,,
834,03160201902113,,,,,,,,,,,,,,,,,,,,
835,03160201902125,,,,,,,,,,,,,,,,,,,,
836,03160201902137,,,,,,,,,,,,,,,,,,,,
837,03160204005008,,,,,,,,,,,,,,,,,,,,
838,03160204005022,,,,,,,,,,,,,,,,,,,,
839,03160204005036,1.0,10.0,maxcima,3.0,1.0,3.0,12.0,1.0,2.0,1.0,1.0,,700.0,1.0,3.0,,2.0,1.0,4.0,3.0
840,03160204005050,1.0,1.0,China,1.0,,,,,,,,,,,,,,,,
841,03160204005064,,,,,,,,,,,,,,,,,,,,
842,03160204005078,,,,,,,,,,,,,,,,,,,,
843,03160204005092,,,,,,,,,,,,,,,,,,,,
844,03160204005106,1.0,10.0,China,1.0,,,,,,,,,,,,,,,,
845,03160204005120,,,,,,,,,,,,,,,,,,,,
846,03160204005134,,,,,,,,,,,,,,,,,,,,
847,03160204005148,,,,,,,,,,,,,,,,,,,,
848,03160204005162,1.0,3.0,china l044n,1.0,,,,,,,,,,,,,,,,
849,03160204005162,2.0,10.0,china oem,1.0,,,,,,,,,,,,,,,,
850,03160204005162,3.0,9.0,china solar led lantern,1.0,,,,,,,,,,,,,,,,
851,03160500103010,,,,,,,,,,,,,,,,,,,,
852,03160500103023,,,,,,,,,,,,,,,,,,,,
853,03160500103036,,,,,,,,,,,,,,,,,,,,
854,03160500103049,,,,,,,,,,,,,,,,,,,,
855,03160500103062,,,,,,,,,,,,,,,,,,,,
856,03160500103075,,,,,,,,,,,,,,,,,,,,
857,03160500103088,,,,,,,,,,,,,,,,,,,,
858,03160500103101,,,,,,,,,,,,,,,,,,,,
859,03160500103114,,,,,,,,,,,,,,,,,,,,
860,03160500103127,,,,,,,,,,,,,,,,,,,,
861,03160500103140,,,,,,,,,,,,,,,,,,,,
862,03160500103153,,,,,,,,,,,,,,,,,,,,
863,03160600803010,,,,,,,,,,,,,,,,,,,,
864,03160600803026,,,,,,,,,,,,,,,,,,,,
865,03160600803042,1.0,2.0,China,3.0,2.0,11.0,5.0,1.0,8.0,1.0,2.0,,1200.0,2.0,3.0,91.0,2.0,1.0,4.0,4.0
866,03160600803058,1.0,1.0,sunking,3.0,3.0,18.0,24.0,2.0,1.0,1.0,2.0,,2500.0,1.0,3.0,,2.0,2.0,4.0,1.0
867,03160600803074,1.0,9.0,none,1.0,,,,,,,,,,,,,,,,
868,03160600803090,,,,,,,,,,,,,,,,,,,,
869,03160600803106,,,,,,,,,,,,,,,,,,,,
870,03160600803122,1.0,9.0,China,1.0,,,,,,,,,,,,,,,,
871,03160600803138,,,,,,,,,,,,,,,,,,,,
872,03160600803154,1.0,3.0,china psl044n,1.0,,,,,,,,,,,,,,,,
873,03160600803170,1.0,8.0,China,2.0,1.0,888.0,888.0,2.0,1.0,1.0,4.0,2.0,,,,,,1.0,2.0,4.0
874,03160600803186,,,,,,,,,,,,,,,,,,,,
875,03161500214007,,,,,,,,,,,,,,,,,,,,
876,03161500214018,,,,,,,,,,,,,,,,,,,,
877,03161500214029,,,,,,,,,,,,,,,,,,,,
878,03161500214040,,,,,,,,,,,,,,,,,,,,
879,03161500214051,,,,,,,,,,,,,,,,,,,,
880,03161500214062,,,,,,,,,,,,,,,,,,,,
881,03161500214073,,,,,,,,,,,,,,,,,,,,
882,03161500214084,,,,,,,,,,,,,,,,,,,,
883,03161500214095,,,,,,,,,,,,,,,,,,,,
884,03161500214106,,,,,,,,,,,,,,,,,,,,
885,03161500214117,,,,,,,,,,,,,,,,,,,,
886,03161500214128,,,,,,,,,,,,,,,,,,,,
887,03170400206005,,,,,,,,,,,,,,,,,,,,
888,03170400206025,,,,,,,,,,,,,,,,,,,,
889,03170400206045,,,,,,,,,,,,,,,,,,,,
890,03170400206065,,,,,,,,,,,,,,,,,,,,
891,03170400206085,,,,,,,,,,,,,,,,,,,,
892,03170400206105,,,,,,,,,,,,,,,,,,,,
