,HHID,IndividualID,quest_id,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,HI_7,A1,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,EAID
159,01010400804007,0101040080400702,37,1,1,4,8,4,2,7,2,2,2,47,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,1010488800804.0
160,01010400804007,0101040080400703,37,1,1,4,8,4,2,7,3,2,3,24,1,1.0,2.0,16.0,1.0,1.0,1.0,1.0,14.0,,,,,,,1010488800804.0
161,01010400804007,0101040080400704,37,1,1,4,8,4,2,7,4,1,3,15,1,1.0,1.0,8.0,1.0,5.0,6.0,1.0,10.0,,,,,,,1010488800804.0
162,01010400804007,0101040080400705,37,1,1,4,8,4,2,7,5,1,3,30,1,1.0,2.0,16.0,1.0,5.0,6.0,1.0,1.0,16.0,12.0,22.0,4000.0,2.0,,1010488800804.0
163,01010400804007,0101040080400706,37,1,1,4,8,4,2,7,6,1,3,22,1,1.0,1.0,15.0,1.0,5.0,6.0,1.0,10.0,,,,,,,1010488800804.0
164,01010400804007,0101040080400707,37,1,1,4,8,4,2,7,7,2,3,18,1,1.0,1.0,12.0,1.0,5.0,2.0,1.0,10.0,,,,,,,1010488800804.0
165,01010400804027,0101040080402701,38,1,1,4,8,4,2,27,1,2,1,37,1,1.0,2.0,6.0,1.0,6.0,1.0,1.0,3.0,17.0,12.0,30.0,400.0,1.0,0.0,1010488800804.0
166,01010400804047,0101040080404701,39,1,1,4,8,4,2,47,1,1,1,42,1,1.0,1.0,15.0,1.0,1.0,6.0,1.0,1.0,16.0,12.0,22.0,1300.0,2.0,,1010488800804.0
167,01010400804047,0101040080404702,39,1,1,4,8,4,2,47,2,2,2,35,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1010488800804.0
168,01010400804047,0101040080404703,39,1,1,4,8,4,2,47,3,1,3,13,1,1.0,1.0,7.0,1.0,5.0,6.0,2.0,,,,,,,,1010488800804.0
169,01010400804047,0101040080404704,39,1,1,4,8,4,2,47,4,1,3,2,2,,,,,,,,,,,,,,,1010488800804.0
170,01010400804047,0101040080404705,39,1,1,4,8,4,2,47,5,2,3,6,1,1.0,1.0,0.0,2.0,,,,,,,,,,,1010488800804.0
171,01010400804067,0101040080406701,40,1,1,4,8,4,2,67,1,1,1,35,1,1.0,2.0,10.0,1.0,1.0,6.0,1.0,8.0,,12.0,22.0,300.0,2.0,,1010488800804.0
172,01010400804067,0101040080406702,40,1,1,4,8,4,2,67,2,1,3,0,2,,,,,,,,,,,,,,,1010488800804.0
173,01010400804067,0101040080406703,40,1,1,4,8,4,2,67,3,2,2,22,1,1.0,2.0,3.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1010488800804.0
174,01010400804087,0101040080408701,41,1,1,4,8,4,2,87,1,1,1,40,1,1.0,2.0,3.0,1.0,1.0,6.0,1.0,8.0,,12.0,19.0,950.0,2.0,,1010488800804.0
175,01010400804087,0101040080408702,41,1,1,4,8,4,2,87,2,1,3,5,1,1.0,1.0,0.0,2.0,,,,,,,,,,,1010488800804.0
176,01010400804087,0101040080408703,41,1,1,4,8,4,2,87,3,1,3,2,2,,,,,,,,,,,,,,,1010488800804.0
177,01010400804087,0101040080408704,41,1,1,4,8,4,2,87,4,2,2,28,1,1.0,2.0,8.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1010488800804.0
178,01010400804107,0101040080410701,42,1,1,4,8,4,2,107,1,1,1,28,1,1.0,2.0,8.0,1.0,1.0,6.0,1.0,1.0,9.0,12.0,7.0,500.0,2.0,,1010488800804.0
179,01010400804107,0101040080410702,42,1,1,4,8,4,2,107,2,2,2,25,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,4.0,200.0,2.0,,1010488800804.0
180,01010400804107,0101040080410703,42,1,1,4,8,4,2,107,3,1,3,8,1,1.0,1.0,2.0,2.0,,,,,,,,,,,1010488800804.0
181,01010400804107,0101040080410704,42,1,1,4,8,4,2,107,4,2,3,3,2,,,,,,,,,,,,,,,1010488800804.0
182,01010400804127,0101040080412701,43,1,1,4,8,4,2,127,1,1,1,28,1,1.0,2.0,9.0,1.0,1.0,6.0,1.0,8.0,,12.0,19.0,2000.0,1.0,0.0,1010488800804.0
183,01010400804127,0101040080412702,43,1,1,4,8,4,2,127,2,1,3,1,2,,,,,,,,,,,,,,,1010488800804.0
184,01010400804127,0101040080412703,43,1,1,4,8,4,2,127,3,2,2,25,1,1.0,2.0,9.0,1.0,1.0,1.0,1.0,3.0,19.0,4.0,30.0,500.0,1.0,0.0,1010488800804.0
185,01010400804147,0101040080414701,44,1,1,4,8,4,2,147,1,1,1,30,1,1.0,2.0,14.0,1.0,1.0,4.0,1.0,8.0,,12.0,10.0,500.0,1.0,0.0,1010488800804.0
186,01010400804147,0101040080414702,44,1,1,4,8,4,2,147,2,2,2,28,1,1.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,19.0,9.0,30.0,200.0,1.0,0.0,1010488800804.0
187,01010400804147,0101040080414703,44,1,1,4,8,4,2,147,3,2,3,3,2,,,,,,,,,,,,,,,1010488800804.0
188,01010400804147,0101040080414704,44,1,1,4,8,4,2,147,4,2,3,0,2,,,,,,,,,,,,,,,1010488800804.0
189,01010400804167,0101040080416701,45,1,1,4,8,4,2,167,1,1,1,32,1,1.0,2.0,9.0,1.0,1.0,6.0,1.0,8.0,,12.0,20.0,4000.0,2.0,,1010488800804.0
190,01010400804167,0101040080416702,45,1,1,4,8,4,2,167,2,2,2,25,1,1.0,2.0,8.0,1.0,1.0,1.0,1.0,14.0,,,,,,,1010488800804.0
191,01010400804167,0101040080416703,45,1,1,4,8,4,2,167,3,2,3,7,1,1.0,1.0,1.0,2.0,,,,,,,,,,,1010488800804.0
192,01010400804167,0101040080416704,45,1,1,4,8,4,2,167,4,2,3,1,2,,,,,,,,,,,,,,,1010488800804.0
193,01010400804187,0101040080418701,46,1,1,4,8,4,2,187,1,1,1,30,1,1.0,2.0,9.0,1.0,1.0,6.0,1.0,8.0,,12.0,14.0,2400.0,2.0,,1010488800804.0
194,01010400804187,0101040080418702,46,1,1,4,8,4,2,187,2,2,2,28,1,1.0,2.0,8.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1010488800804.0
195,01010400804187,0101040080418703,46,1,1,4,8,4,2,187,3,1,3,4,2,,,,,,,,,,,,,,,1010488800804.0
196,01010400804187,0101040080418704,46,1,1,4,8,4,2,187,4,2,3,8,1,1.0,1.0,1.0,2.0,,,,,,,,,,,1010488800804.0
197,01010400804207,0101040080420701,47,1,1,4,8,4,2,207,1,1,1,32,1,1.0,2.0,3.0,1.0,1.0,6.0,1.0,3.0,8.0,12.0,26.0,1820.0,2.0,,1010488800804.0
198,01010400804207,0101040080420702,47,1,1,4,8,4,2,207,2,1,3,2,2,,,,,,,,,,,,,,,1010488800804.0
199,01010400804207,0101040080420703,47,1,1,4,8,4,2,207,3,2,2,22,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1010488800804.0
200,01010400804227,0101040080422701,48,1,1,4,8,4,2,227,1,1,1,32,1,2.0,,,1.0,1.0,6.0,1.0,8.0,,12.0,19.0,3800.0,2.0,,1010488800804.0
201,01010400804227,0101040080422702,48,1,1,4,8,4,2,227,2,2,2,26,1,1.0,2.0,5.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1010488800804.0
202,01010400804227,0101040080422703,48,1,1,4,8,4,2,227,3,2,3,4,2,,,,,,,,,,,,,,,1010488800804.0
203,01020600113003,0102060011300301,49,1,2,6,1,13,1,3,1,1,1,60,1,2.0,,,1.0,1.0,6.0,1.0,3.0,13.0,12.0,26.0,2000.0,1.0,2.0,1020620100113.0
204,01020600113003,0102060011300302,49,1,2,6,1,13,1,3,2,2,2,50,1,2.0,,,1.0,1.0,2.0,1.0,15.0,,,,,,,1020620100113.0
205,01020600113003,0102060011300303,49,1,2,6,1,13,1,3,3,2,3,26,1,1.0,2.0,7.0,1.0,5.0,1.0,1.0,14.0,,,,,,,1020620100113.0
206,01020600113003,0102060011300304,49,1,2,6,1,13,1,3,4,1,4,22,1,1.0,2.0,3.0,1.0,5.0,6.0,1.0,14.0,,,,,,,1020620100113.0
207,01020600113003,0102060011300305,49,1,2,6,1,13,1,3,5,1,4,11,1,1.0,1.0,6.0,2.0,,,,,,,,,,,1020620100113.0
208,01020600113003,0102060011300306,49,1,2,6,1,13,1,3,6,1,4,9,1,1.0,1.0,4.0,2.0,,,,,,,,,,,1020620100113.0
209,01020600113003,0102060011300307,49,1,2,6,1,13,1,3,7,2,4,16,1,1.0,1.0,10.0,1.0,5.0,1.0,1.0,10.0,,,,,,,1020620100113.0
210,01020600113011,0102060011301101,50,1,2,6,1,13,1,11,1,2,1,27,1,1.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,16.0,10.0,24.0,1500.0,2.0,,1020620100113.0
211,01020600113011,0102060011301102,50,1,2,6,1,13,1,11,2,1,3,2,2,,,,,,,,,,,,,,,1020620100113.0
212,01020600113019,0102060011301901,51,1,2,6,1,13,1,19,1,1,1,38,1,1.0,2.0,14.0,1.0,1.0,6.0,1.0,1.0,16.0,10.0,24.0,2000.0,2.0,,1020620100113.0
213,01020600113019,0102060011301902,51,1,2,6,1,13,1,19,2,2,2,28,1,1.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,11.0,12.0,24.0,1800.0,2.0,,1020620100113.0
214,01020600113027,0102060011302701,52,1,2,6,1,13,1,27,1,2,1,70,1,2.0,,,1.0,8.0,1.0,1.0,12.0,,,,,,,1020620100113.0
215,01020600113035,0102060011303501,53,1,2,6,1,13,1,35,1,1,1,60,1,2.0,,,1.0,1.0,6.0,1.0,3.0,7.0,12.0,24.0,1000.0,2.0,,1020620100113.0
216,01020600113035,0102060011303502,53,1,2,6,1,13,1,35,2,2,2,45,1,2.0,,,1.0,1.0,1.0,1.0,15.0,,,,,,,1020620100113.0
217,01020600113035,0102060011303503,53,1,2,6,1,13,1,35,3,1,3,17,1,1.0,1.0,10.0,1.0,5.0,6.0,1.0,10.0,,,,,,,1020620100113.0
218,01020600113035,0102060011303504,53,1,2,6,1,13,1,35,4,1,3,12,1,1.0,1.0,7.0,1.0,5.0,6.0,2.0,,,,,,,,1020620100113.0
219,01020600113035,0102060011303505,53,1,2,6,1,13,1,35,5,1,3,9,1,1.0,1.0,3.0,2.0,,,,,,,,,,,1020620100113.0
220,01020600113035,0102060011303506,53,1,2,6,1,13,1,35,6,2,3,7,1,1.0,1.0,1.0,2.0,,,,,,,,,,,1020620100113.0
221,01020600113043,0102060011304301,54,1,2,6,1,13,1,43,1,1,1,38,1,1.0,2.0,12.0,1.0,1.0,6.0,1.0,3.0,13.0,12.0,26.0,2000.0,2.0,,1020620100113.0
222,01020600113043,0102060011304302,54,1,2,6,1,13,1,43,2,2,2,28,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1020620100113.0
223,01020600113043,0102060011304303,54,1,2,6,1,13,1,43,3,1,3,4,2,,,,,,,,,,,,,,,1020620100113.0
224,01020600113043,0102060011304304,54,1,2,6,1,13,1,43,4,2,3,2,2,,,,,,,,,,,,,,,1020620100113.0
225,01020600113051,0102060011305101,55,1,2,6,1,13,1,51,1,1,1,35,1,1.0,2.0,2.0,1.0,1.0,6.0,1.0,3.0,13.0,12.0,26.0,1000.0,1.0,0.0,1020620100113.0
226,01020600113051,0102060011305102,55,1,2,6,1,13,1,51,2,2,2,26,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1020620100113.0
227,01020600113051,0102060011305103,55,1,2,6,1,13,1,51,3,2,3,10,1,1.0,1.0,4.0,2.0,,,,,,,,,,,1020620100113.0
228,01020600113051,0102060011305104,55,1,2,6,1,13,1,51,4,2,3,6,1,2.0,,,2.0,,,,,,,,,,,1020620100113.0
229,01020600113051,0102060011305105,55,1,2,6,1,13,1,51,5,2,3,4,2,,,,,,,,,,,,,,,1020620100113.0
230,01020600113059,0102060011305901,56,1,2,6,1,13,1,59,1,1,1,70,1,2.0,,,1.0,1.0,6.0,1.0,12.0,,,,,,,1020620100113.0
231,01020600113059,0102060011305902,56,1,2,6,1,13,1,59,2,2,2,60,1,2.0,,,1.0,1.0,1.0,1.0,12.0,,,,,,,1020620100113.0
232,01020600113067,0102060011306701,57,1,2,6,1,13,1,67,1,2,1,68,1,2.0,,,1.0,8.0,1.0,1.0,12.0,,,,,,,1020620100113.0
233,01020600113067,0102060011306702,57,1,2,6,1,13,1,67,2,1,4,15,1,1.0,2.0,10.0,1.0,5.0,6.0,1.0,14.0,,,,,,,1020620100113.0
234,01020600113067,0102060011306703,57,1,2,6,1,13,1,67,3,2,4,13,1,1.0,1.0,8.0,1.0,5.0,2.0,2.0,,,,,,,,1020620100113.0
235,01020600113075,0102060011307501,58,1,2,6,1,13,1,75,1,1,1,26,1,1.0,2.0,6.0,1.0,1.0,6.0,1.0,3.0,13.0,12.0,26.0,1000.0,2.0,,1020620100113.0
236,01020600113075,0102060011307502,58,1,2,6,1,13,1,75,2,2,2,22,1,1.0,2.0,6.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1020620100113.0
237,01020600113075,0102060011307503,58,1,2,6,1,13,1,75,3,1,3,4,2,,,,,,,,,,,,,,,1020620100113.0
238,01020600113083,0102060011308301,59,1,2,6,1,13,1,83,1,1,1,38,1,1.0,2.0,14.0,1.0,1.0,6.0,1.0,1.0,15.0,12.0,24.0,1500.0,2.0,,1020620100113.0
239,01020600113083,0102060011308302,59,1,2,6,1,13,1,83,2,2,2,31,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1020620100113.0
240,01020600113083,0102060011308303,59,1,2,6,1,13,1,83,3,2,9,14,1,1.0,1.0,9.0,1.0,5.0,1.0,2.0,,,,,,,,1020620100113.0
241,01020600113083,0102060011308304,59,1,2,6,1,13,1,83,4,2,5,7,1,1.0,1.0,1.0,2.0,,,,,,,,,,,1020620100113.0
242,01020600113083,0102060011308305,59,1,2,6,1,13,1,83,5,1,5,5,1,2.0,,,2.0,,,,,,,,,,,1020620100113.0
243,01020600113091,0102060011309101,60,1,2,6,1,13,1,91,1,1,1,35,1,1.0,2.0,6.0,1.0,1.0,6.0,1.0,3.0,7.0,2.0,26.0,1000.0,1.0,0.0,1020620100113.0
244,01020600113091,0102060011309102,60,1,2,6,1,13,1,91,2,2,2,21,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,15.0,,,,,,,1020620100113.0
245,01020600113091,0102060011309103,60,1,2,6,1,13,1,91,3,2,3,0,2,,,,,,,,,,,,,,,1020620100113.0
246,01020801604004,0102080160400401,61,1,2,8,16,4,2,4,1,1,1,45,1,1.0,2.0,10.0,1.0,1.0,6.0,1.0,1.0,14.0,12.0,26.0,1450.0,2.0,,1020888801604.0
247,01020801604004,0102080160400402,61,1,2,8,16,4,2,4,2,2,3,19,1,1.0,1.0,9.0,1.0,5.0,2.0,1.0,10.0,,,,,,,1020888801604.0
248,01020801604004,0102080160400403,61,1,2,8,16,4,2,4,3,2,3,14,1,1.0,1.0,6.0,1.0,5.0,4.0,2.0,,,,,,,,1020888801604.0
249,01020801604004,0102080160400404,61,1,2,8,16,4,2,4,4,1,3,6,1,2.0,,,2.0,,,,,,,,,,,1020888801604.0
250,01020801604004,0102080160400405,61,1,2,8,16,4,2,4,5,2,3,4,2,,,,,,,,,,,,,,,1020888801604.0
251,01020801604004,0102080160400406,61,1,2,8,16,4,2,4,6,2,2,40,1,2.0,,,1.0,1.0,1.0,1.0,14.0,,,,,,,1020888801604.0
252,01020801604014,0102080160401401,62,1,2,8,16,4,2,14,1,1,1,30,1,1.0,2.0,14.0,1.0,1.0,6.0,1.0,1.0,1.0,12.0,26.0,2400.0,2.0,,1020888801604.0
253,01020801604014,0102080160401402,62,1,2,8,16,4,2,14,2,2,2,22,1,1.0,2.0,10.0,1.0,1.0,1.0,1.0,14.0,,,,,,,1020888801604.0
254,01020801604024,0102080160402401,63,1,2,8,16,4,2,24,1,1,1,32,1,1.0,2.0,8.0,1.0,1.0,6.0,1.0,5.0,1.0,8.0,23.0,2500.0,2.0,,1020888801604.0
255,01020801604024,0102080160402402,63,1,2,8,16,4,2,24,2,1,3,3,2,,,,,,,,,,,,,,,1020888801604.0
256,01020801604024,0102080160402403,63,1,2,8,16,4,2,24,3,2,2,24,1,1.0,2.0,6.0,1.0,1.0,1.0,1.0,14.0,,,,,,,1020888801604.0
257,01020801604034,0102080160403401,64,1,2,8,16,4,2,34,1,1,1,27,1,1.0,2.0,5.0,1.0,1.0,6.0,1.0,1.0,19.0,12.0,30.0,3000.0,2.0,,1020888801604.0
258,01020801604034,0102080160403402,64,1,2,8,16,4,2,34,2,1,3,1,2,,,,,,,,,,,,,,,1020888801604.0
259,01020801604034,0102080160403403,64,1,2,8,16,4,2,34,3,2,2,24,1,1.0,2.0,7.0,1.0,1.0,1.0,1.0,14.0,,,,,,,1020888801604.0
260,01020801604044,0102080160404401,65,1,2,8,16,4,2,44,1,1,1,30,1,1.0,2.0,11.0,1.0,5.0,1.0,1.0,1.0,19.0,12.0,20.0,3000.0,2.0,,1020888801604.0
261,01020801604054,0102080160405401,66,1,2,8,16,4,2,54,1,1,1,45,1,2.0,,,1.0,1.0,6.0,1.0,1.0,19.0,12.0,30.0,2500.0,1.0,0.0,1020888801604.0
262,01020801604054,0102080160405402,66,1,2,8,16,4,2,54,2,2,4,10,1,1.0,1.0,2.0,2.0,,,,,,,,,,,1020888801604.0
263,01020801604054,0102080160405403,66,1,2,8,16,4,2,54,3,1,3,7,1,2.0,,,2.0,,,,,,,,,,,1020888801604.0
264,01020801604054,0102080160405404,66,1,2,8,16,4,2,54,4,2,2,40,1,2.0,,,1.0,1.0,1.0,1.0,14.0,,,,,,,1020888801604.0
265,01020801604064,0102080160406401,67,1,2,8,16,4,2,64,1,1,1,25,1,1.0,2.0,10.0,1.0,1.0,6.0,1.0,5.0,1.0,7.0,30.0,1000.0,2.0,,1020888801604.0
266,01020801604064,0102080160406402,67,1,2,8,16,4,2,64,2,2,3,6,1,2.0,,,2.0,,,,,,,,,,,1020888801604.0
267,01020801604064,0102080160406403,67,1,2,8,16,4,2,64,3,2,2,22,1,2.0,,,1.0,1.0,1.0,1.0,5.0,1.0,7.0,30.0,1000.0,2.0,,1020888801604.0
268,01020801604074,0102080160407401,68,1,2,8,16,4,2,74,1,1,1,47,1,2.0,,,1.0,1.0,6.0,1.0,5.0,1.0,12.0,26.0,800.0,2.0,,1020888801604.0
269,01020801604074,0102080160407402,68,1,2,8,16,4,2,74,2,1,3,18,1,1.0,1.0,10.0,1.0,5.0,6.0,1.0,10.0,,,,,,,1020888801604.0
270,01020801604074,0102080160407403,68,1,2,8,16,4,2,74,3,2,2,40,1,2.0,,,1.0,1.0,1.0,1.0,14.0,,,,,,,1020888801604.0
271,01020801604084,0102080160408401,69,1,2,8,16,4,2,84,1,1,1,30,1,2.0,,,1.0,1.0,6.0,1.0,5.0,1.0,6.0,30.0,1000.0,2.0,,1020888801604.0
272,01020801604084,0102080160408402,69,1,2,8,16,4,2,84,2,1,3,17,1,1.0,1.0,10.0,1.0,3.0,6.0,1.0,10.0,,,,,,,1020888801604.0
273,01020801604084,0102080160408403,69,1,2,8,16,4,2,84,3,1,3,15,1,1.0,1.0,9.0,1.0,3.0,6.0,1.0,10.0,,,,,,,1020888801604.0
274,01020801604084,0102080160408404,69,1,2,8,16,4,2,84,4,2,2,38,1,2.0,,,1.0,1.0,1.0,1.0,5.0,1.0,6.0,30.0,1000.0,2.0,,1020888801604.0
275,01020801604100,0102080160410001,70,1,2,8,16,4,2,100,1,2,1,60,1,2.0,,,1.0,8.0,1.0,1.0,5.0,1.0,6.0,30.0,1000.0,2.0,,1020888801604.0
276,01020801604100,0102080160410002,70,1,2,8,16,4,2,100,2,2,3,25,1,1.0,2.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,6.0,30.0,1000.0,2.0,,1020888801604.0
277,01020801604100,0102080160410003,70,1,2,8,16,4,2,100,3,2,3,18,1,1.0,1.0,9.0,1.0,3.0,1.0,1.0,10.0,,,,,,,1020888801604.0
278,01020801604100,0102080160410004,70,1,2,8,16,4,2,100,4,2,3,16,1,1.0,1.0,12.0,1.0,3.0,1.0,1.0,10.0,,,,,,,1020888801604.0
279,01020801604100,0102080160410005,70,1,2,8,16,4,2,100,5,2,3,30,1,1.0,2.0,8.0,1.0,6.0,1.0,1.0,5.0,1.0,6.0,30.0,1000.0,2.0,,1020888801604.0
280,01020801604135,0102080160413501,71,1,2,8,16,4,2,135,1,1,1,40,1,2.0,,,1.0,1.0,1.0,1.0,5.0,1.0,6.0,30.0,800.0,2.0,,1020888801604.0
281,01020801604135,0102080160413502,71,1,2,8,16,4,2,135,2,2,2,38,1,2.0,,,1.0,1.0,1.0,1.0,5.0,1.0,6.0,30.0,800.0,2.0,,1020888801604.0
282,01020801604170,0102080160417001,72,1,2,8,16,4,2,170,1,1,1,24,1,1.0,1.0,12.0,1.0,1.0,6.0,1.0,5.0,1.0,7.0,30.0,1200.0,2.0,,1020888801604.0
283,01020801604170,0102080160417002,72,1,2,8,16,4,2,170,2,1,3,1,2,,,,,,,,,,,,,,,1020888801604.0
284,01020801604170,0102080160417003,72,1,2,8,16,4,2,170,3,1,3,4,2,,,,,,,,,,,,,,,1020888801604.0
285,01020801604170,0102080160417004,72,1,2,8,16,4,2,170,4,2,2,20,1,1.0,2.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,7.0,30.0,1200.0,2.0,,1020888801604.0
286,01020901705002,0102090170500201,73,1,2,9,17,5,2,2,1,1,1,42,1,1.0,2.0,4.0,1.0,1.0,6.0,1.0,5.0,1.0,6.0,30.0,1800.0,2.0,,1020988801705.0
287,01020901705002,0102090170500202,73,1,2,9,17,5,2,2,2,2,3,19,1,1.0,1.0,11.0,1.0,3.0,1.0,1.0,10.0,,,,,,,1020988801705.0
288,01020901705002,0102090170500203,73,1,2,9,17,5,2,2,3,1,3,14,1,1.0,1.0,6.0,1.0,3.0,6.0,2.0,,,,,,,,1020988801705.0
289,01020901705002,0102090170500204,73,1,2,9,17,5,2,2,4,2,3,11,1,1.0,1.0,7.0,2.0,,,,,,,,,,,1020988801705.0
290,01020901705002,0102090170500205,73,1,2,9,17,5,2,2,5,2,3,9,1,1.0,1.0,4.0,2.0,,,,,,,,,,,1020988801705.0
291,01020901705002,0102090170500206,73,1,2,9,17,5,2,2,6,2,3,7,1,1.0,1.0,2.0,2.0,,,,,,,,,,,1020988801705.0
292,01020901705002,0102090170500207,73,1,2,9,17,5,2,2,7,2,3,5,1,2.0,,,2.0,,,,,,,,,,,1020988801705.0
293,01020901705002,0102090170500208,73,1,2,9,17,5,2,2,8,2,3,3,2,,,,,,,,,,,,,,,1020988801705.0
294,01020901705002,0102090170500209,73,1,2,9,17,5,2,2,9,2,2,39,1,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,30.0,1800.0,2.0,,1020988801705.0
295,01020901705018,0102090170501801,74,1,2,9,17,5,2,18,1,1,1,40,1,1.0,2.0,3.0,1.0,1.0,6.0,1.0,5.0,1.0,6.0,30.0,1000.0,2.0,,1020988801705.0
296,01020901705018,0102090170501802,74,1,2,9,17,5,2,18,2,2,3,16,1,1.0,1.0,10.0,1.0,3.0,1.0,1.0,10.0,,,,,,,1020988801705.0
297,01020901705018,0102090170501803,74,1,2,9,17,5,2,18,3,1,3,13,1,1.0,1.0,5.0,1.0,3.0,6.0,2.0,,,,,,,,1020988801705.0
298,01020901705018,0102090170501804,74,1,2,9,17,5,2,18,4,1,3,10,1,1.0,1.0,3.0,2.0,,,,,,,,,,,1020988801705.0
299,01020901705018,0102090170501805,74,1,2,9,17,5,2,18,5,1,3,7,1,1.0,1.0,2.0,2.0,,,,,,,,,,,1020988801705.0
300,01020901705018,0102090170501806,74,1,2,9,17,5,2,18,6,2,3,5,1,2.0,,,2.0,,,,,,,,,,,1020988801705.0
301,01020901705018,0102090170501807,74,1,2,9,17,5,2,18,7,1,3,35,1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,30.0,1000.0,2.0,,1020988801705.0
302,01020901705034,0102090170503401,75,1,2,9,17,5,2,34,1,1,1,34,1,1.0,2.0,5.0,1.0,1.0,6.0,1.0,5.0,1.0,7.0,30.0,1000.0,2.0,,1020988801705.0
303,01020901705034,0102090170503402,75,1,2,9,17,5,2,34,2,2,3,6,1,1.0,1.0,1.0,2.0,,,,,,,,,,,1020988801705.0
304,01020901705034,0102090170503403,75,1,2,9,17,5,2,34,3,2,3,3,2,,,,,,,,,,,,,,,1020988801705.0
305,01020901705034,0102090170503404,75,1,2,9,17,5,2,34,4,2,2,23,1,2.0,,,1.0,1.0,1.0,1.0,5.0,1.0,7.0,30.0,1000.0,2.0,,1020988801705.0
306,01020901705050,0102090170505001,76,1,2,9,17,5,2,50,1,1,1,58,1,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,1.0,8.0,30.0,2000.0,2.0,,1020988801705.0
307,01020901705050,0102090170505002,76,1,2,9,17,5,2,50,2,1,3,22,1,1.0,1.0,15.0,1.0,5.0,6.0,1.0,10.0,,,,,,,1020988801705.0
308,01020901705050,0102090170505003,76,1,2,9,17,5,2,50,3,1,3,17,1,1.0,1.0,10.0,1.0,5.0,6.0,1.0,10.0,,,,,,,1020988801705.0
309,01020901705050,0102090170505004,76,1,2,9,17,5,2,50,4,2,3,15,1,1.0,1.0,7.0,1.0,5.0,2.0,1.0,10.0,,,,,,,1020988801705.0
310,01020901705050,0102090170505005,76,1,2,9,17,5,2,50,5,1,3,13,1,1.0,1.0,6.0,1.0,5.0,2.0,2.0,,,,,,,,1020988801705.0
311,01020901705050,0102090170505006,76,1,2,9,17,5,2,50,6,2,2,48,1,2.0,,,1.0,1.0,1.0,1.0,14.0,,,,,,,1020988801705.0
312,01020901705066,0102090170506601,77,1,2,9,17,5,2,66,1,1,1,52,1,2.0,,,1.0,1.0,6.0,1.0,5.0,1.0,8.0,22.0,2000.0,2.0,,1020988801705.0
313,01020901705066,0102090170506602,77,1,2,9,17,5,2,66,2,1,3,20,1,1.0,1.0,8.0,1.0,5.0,6.0,1.0,10.0,,,,,,,1020988801705.0
314,01020901705066,0102090170506603,77,1,2,9,17,5,2,66,3,2,3,17,1,1.0,1.0,6.0,1.0,5.0,2.0,1.0,10.0,,,,,,,1020988801705.0
315,01020901705066,0102090170506604,77,1,2,9,17,5,2,66,4,1,3,14,1,1.0,1.0,5.0,1.0,5.0,6.0,2.0,,,,,,,,1020988801705.0
316,01020901705066,0102090170506605,77,1,2,9,17,5,2,66,5,2,2,42,1,2.0,,,1.0,1.0,1.0,1.0,14.0,,,,,,,1020988801705.0
317,01020901705082,0102090170508201,78,1,2,9,17,5,2,82,1,1,1,32,1,2.0,,,1.0,1.0,6.0,1.0,5.0,1.0,8.0,22.0,2000.0,2.0,,1020988801705.0
318,01020901705082,0102090170508202,78,1,2,9,17,5,2,82,2,2,3,8,1,1.0,1.0,1.0,2.0,,,,,,,,,,,1020988801705.0
319,01020901705082,0102090170508203,78,1,2,9,17,5,2,82,3,1,3,4,2,,,,,,,,,,,,,,,1020988801705.0
320,01020901705082,0102090170508204,78,1,2,9,17,5,2,82,4,2,3,1,2,,,,,,,,,,,,,,,1020988801705.0
321,01020901705082,0102090170508205,78,1,2,9,17,5,2,82,5,2,2,28,1,2.0,,,1.0,1.0,1.0,1.0,14.0,,,,,,,1020988801705.0
