,HHID,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I14,I15,I16,I17,I18,I19,I20_a,I20_b,I21_a,I21_b,I22,I23,I24,I25,I26,I27,I28,I29,I31,I32,I33,I34_1,I34_2
156,01020600113035,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,01020600113035,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,01020600113035,3,1,36.0,1.0,45.0,,2.0,6.0,1.0,1.0,5.0,2.0,3.0,9.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,3.0,40.0,30.0,30.0,20.0,2.0,,9.0,2.0,6.0,7.0
159,01020600113043,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,01020600113043,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,01020600113043,3,1,28.0,1.0,50.0,,2.0,6.0,1.0,1.0,10.0,2.0,3.0,9.0,1.0,1.0,1.0,4.0,,2.0,,10.0,7.0,3.0,30.0,30.0,20.0,20.0,2.0,,9.0,2.0,6.0,7.0
162,01020600113051,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,01020600113051,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,01020600113051,3,1,24.0,1.0,50.0,,2.0,6.0,1.0,1.0,10.0,2.0,3.0,9.0,2.0,1.0,1.0,4.0,,2.0,,10.0,7.0,3.0,40.0,30.0,30.0,20.0,2.0,,9.0,2.0,5.0,6.0
165,01020600113059,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,01020600113059,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,01020600113059,3,1,24.0,1.0,50.0,,2.0,6.0,1.0,1.0,5.0,2.0,3.0,9.0,1.0,1.0,1.0,4.0,,2.0,,15.0,7.0,1.0,40.0,0.0,0.0,15.0,2.0,,9.0,2.0,6.0,5.0
168,01020600113067,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,01020600113067,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,01020600113067,3,1,48.0,1.0,40.0,,2.0,6.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,,4.0,,2.0,,15.0,7.0,2.0,30.0,30.0,0.0,10.0,2.0,,9.0,1.0,4.0,2.0
171,01020600113075,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,01020600113075,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,01020600113075,3,1,24.0,1.0,45.0,,2.0,6.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,2.0,30.0,0.0,30.0,15.0,2.0,,9.0,2.0,4.0,2.0
174,01020600113083,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,01020600113083,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,01020600113083,3,1,36.0,1.0,40.0,,2.0,6.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,3.0,30.0,30.0,30.0,20.0,2.0,,9.0,2.0,2.0,5.0
177,01020600113091,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,01020600113091,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,01020600113091,3,1,24.0,1.0,45.0,,2.0,6.0,1.0,1.0,10.0,2.0,3.0,9.0,1.0,2.0,,4.0,,2.0,,10.0,7.0,2.0,30.0,0.0,30.0,20.0,2.0,,9.0,2.0,5.0,7.0
180,01020801604004,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,01020801604004,2,1,,,,,,,2.0,1.0,40.0,1.0,3.0,6.0,2.0,1.0,1.0,3.0,9.0,1.0,2.0,15.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,,9.0,6.0,4.0,3.0
182,01020801604004,3,1,30.0,1.0,900.0,,1.0,1.0,1.0,1.0,400.0,2.0,3.0,6.0,2.0,2.0,,14.0,,2.0,,2.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,6.0,3.0,3.0
183,01020801604014,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,01020801604014,2,1,,,,,,,2.0,1.0,40.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,9.0,1.0,2.0,20.0,1.0,1.0,120.0,0.0,0.0,0.0,2.0,,9.0,2.0,4.0,3.0
185,01020801604014,3,1,8.0,1.0,120.0,,1.0,6.0,1.0,1.0,50.0,2.0,3.0,4.0,2.0,2.0,,4.0,,1.0,,15.0,2.0,2.0,0.0,60.0,60.0,40.0,1.0,2.0,9.0,2.0,3.0,4.0
186,01020801604024,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,01020801604024,2,1,,,,,,,2.0,1.0,40.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,9.0,1.0,2.0,20.0,1.0,1.0,0.0,0.0,60.0,0.0,2.0,,9.0,3.0,3.0,4.0
188,01020801604024,3,1,14.0,1.0,350.0,,1.0,3.0,1.0,2.0,150.0,2.0,1.0,6.0,2.0,2.0,,14.0,,2.0,,3.0,3.0,3.0,40.0,60.0,30.0,0.0,2.0,,9.0,3.0,3.0,3.0
189,01020801604034,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,01020801604034,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,01020801604034,3,1,29.0,1.0,90.0,,2.0,6.0,1.0,1.0,0.0,2.0,5.0,,,2.0,,4.0,,2.0,,30.0,3.0,3.0,120.0,90.0,90.0,0.0,2.0,,9.0,2.0,555.0,555.0
192,01020801604044,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,01020801604044,2,1,,,,,,,2.0,1.0,-888.0,1.0,3.0,6.0,1.0,2.0,,3.0,,1.0,,40.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,555.0,555.0,555.0
194,01020801604044,3,1,12.0,1.0,75.0,,2.0,6.0,1.0,1.0,75.0,2.0,5.0,,,2.0,,4.0,2.0,1.0,1.0,30.0,3.0,3.0,40.0,60.0,60.0,0.0,2.0,,9.0,555.0,555.0,555.0
195,01020801604054,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,01020801604054,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,8.0,1.0,2.0,,2.0,,1.0,,30.0,1.0,1.0,70.0,0.0,0.0,0.0,2.0,,5.0,4.0,555.0,555.0
197,01020801604054,3,1,16.0,1.0,80.0,,2.0,6.0,1.0,1.0,-888.0,2.0,5.0,,,2.0,,4.0,,2.0,,35.0,3.0,3.0,50.0,60.0,90.0,20.0,2.0,,9.0,4.0,555.0,555.0
198,01020801604064,1,1,,,,,,,,1.0,0.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,30.0,7.0,2.0,60.0,60.0,0.0,0.0,2.0,,9.0,4.0,,
199,01020801604064,2,1,,,,,,,1.0,2.0,100.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,,1.0,,20.0,4.0,4.0,40.0,45.0,65.0,45.0,1.0,1.0,9.0,3.0,,
200,01020801604064,3,1,26.0,1.0,180.0,,1.0,5.0,1.0,1.0,180.0,1.0,1.0,2.0,2.0,1.0,2.0,14.0,,2.0,,35.0,2.0,2.0,40.0,25.0,25.0,0.0,2.0,,9.0,3.0,,
201,01020801604074,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,01020801604074,2,1,,,,,,,2.0,1.0,30.0,1.0,3.0,9.0,2.0,1.0,1.0,3.0,,1.0,,60.0,6.0,3.0,120.0,60.0,120.0,90.0,1.0,2.0,9.0,3.0,3.0,8.0
203,01020801604074,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,01020801604084,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,01020801604084,2,1,,,,,,,2.0,2.0,50.0,1.0,3.0,8.0,1.0,1.0,1.0,3.0,,1.0,,45.0,6.0,2.0,45.0,30.0,60.0,45.0,2.0,,9.0,4.0,3.0,4.0
206,01020801604084,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,01020801604100,1,1,,,,,,,,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,,1.0,,20.0,3.0,3.0,60.0,72.0,90.0,0.0,2.0,,9.0,1.0,,
208,01020801604100,2,1,,,,,,,2.0,1.0,85.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,,1.0,,45.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,,9.0,2.0,,
209,01020801604100,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,01020801604135,1,1,,,,,,,,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,,1.0,,25.0,3.0,2.0,72.0,90.0,0.0,35.0,1.0,2.0,9.0,2.0,,
211,01020801604135,2,1,,,,,,,1.0,1.0,85.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,,1.0,,45.0,7.0,1.0,72.0,0.0,0.0,0.0,2.0,,9.0,2.0,,
212,01020801604135,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,01020801604170,1,1,,,,,,,,1.0,180.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,45.0,3.0,3.0,45.0,60.0,72.0,45.0,1.0,1.0,9.0,4.0,,
214,01020801604170,2,1,,,,,,,2.0,1.0,85.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,9.0,1.0,1.0,45.0,1.0,1.0,72.0,0.0,0.0,0.0,2.0,,9.0,4.0,,
215,01020801604170,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,01020901705002,1,1,,,,,,,,1.0,0.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,,1.0,,20.0,4.0,4.0,60.0,45.0,90.0,72.0,2.0,,9.0,9.0,,
217,01020901705002,2,1,,,,,,,1.0,1.0,80.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,,2.0,,20.0,2.0,3.0,45.0,60.0,90.0,45.0,1.0,1.0,9.0,9.0,,
218,01020901705002,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,01020901705018,1,1,,,,,,,,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,,1.0,,25.0,3.0,3.0,60.0,72.0,90.0,25.0,2.0,,9.0,2.0,,
220,01020901705018,2,1,,,,,,,1.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,30.0,2.0,3.0,45.0,60.0,120.0,0.0,1.0,1.0,9.0,7.0,,
221,01020901705018,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,01020901705034,1,1,,,,,,,,1.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,,1.0,,15.0,3.0,3.0,60.0,90.0,25.0,0.0,2.0,,9.0,4.0,,
223,01020901705034,2,1,,,,,,,1.0,2.0,110.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,,1.0,,25.0,4.0,4.0,60.0,72.0,90.0,45.0,1.0,1.0,9.0,4.0,,
224,01020901705034,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,01020901705050,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,01020901705050,2,1,,,,,,,2.0,1.0,60.0,1.0,3.0,6.0,2.0,1.0,1.0,3.0,9.0,1.0,2.0,10.0,1.0,1.0,120.0,0.0,0.0,20.0,2.0,,9.0,6.0,3.0,10.0
227,01020901705050,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,01020901705066,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,01020901705066,2,1,,,,,,,2.0,2.0,50.0,1.0,4.0,,,2.0,,3.0,9.0,1.0,2.0,15.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,5.0,3.0,4.0
230,01020901705066,3,1,14.0,1.0,80.0,,1.0,6.0,2.0,1.0,50.0,2.0,4.0,,,2.0,,4.0,,1.0,,10.0,3.0,3.0,60.0,80.0,40.0,0.0,1.0,2.0,9.0,5.0,4.0,3.0
231,01020901705082,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,01020901705082,2,1,,,,,,,2.0,1.0,50.0,1.0,3.0,6.0,2.0,1.0,1.0,3.0,9.0,1.0,2.0,15.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,5.0,3.0,4.0
233,01020901705082,3,1,8.0,1.0,120.0,,1.0,6.0,1.0,1.0,50.0,2.0,5.0,,,2.0,,4.0,,1.0,,15.0,2.0,2.0,0.0,90.0,60.0,0.0,1.0,2.0,9.0,5.0,10.0,4.0
234,01020901705098,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,01020901705098,2,1,,,,,,,2.0,1.0,-888.0,1.0,3.0,6.0,1.0,2.0,,3.0,9.0,1.0,2.0,45.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
236,01020901705098,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,01020901705114,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,01020901705114,2,1,,,,,,,2.0,1.0,-888.0,1.0,3.0,9.0,2.0,2.0,,3.0,9.0,2.0,2.0,35.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
239,01020901705114,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,01020901705130,1,1,,,,,,,,1.0,-888.0,1.0,3.0,8.0,2.0,2.0,,3.0,,1.0,,35.0,3.0,3.0,45.0,90.0,60.0,0.0,2.0,,9.0,555.0,555.0,555.0
241,01020901705130,2,1,,,,,,,2.0,1.0,40.0,1.0,3.0,8.0,2.0,2.0,,3.0,9.0,1.0,2.0,35.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
242,01020901705130,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,01020901705146,1,1,,,,,,,,1.0,0.0,1.0,3.0,8.0,2.0,2.0,,3.0,,1.0,,35.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,,9.0,2.0,555.0,555.0
244,01020901705146,2,1,,,,,,,2.0,1.0,35.0,1.0,3.0,9.0,1.0,2.0,,3.0,9.0,1.0,1.0,60.0,1.0,1.0,0.0,0.0,90.0,0.0,2.0,,9.0,2.0,555.0,555.0
245,01020901705146,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,01020901705162,1,1,,,,,,,,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,,1.0,,25.0,3.0,3.0,60.0,72.0,90.0,0.0,2.0,,9.0,7.0,,
247,01020901705162,2,1,,,,,,,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,9.0,1.0,1.0,50.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,,9.0,7.0,,
248,01020901705162,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,01020901705178,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,01020901705178,2,1,,,,,,,2.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,9.0,1.0,2.0,15.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,3.0,3.0,3.0
251,01020901705178,3,1,9.0,1.0,120.0,,1.0,6.0,2.0,1.0,50.0,2.0,3.0,4.0,2.0,2.0,,4.0,,1.0,,15.0,2.0,2.0,0.0,60.0,90.0,0.0,1.0,2.0,9.0,3.0,3.0,3.0
252,01021200418002,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,01021200418002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,01021200418002,3,1,,,,,,,,1.0,5.0,2.0,1.0,4.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,2.0,20.0,0.0,20.0,10.0,2.0,,9.0,1.0,2.0,5.0
255,01021200418013,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,01021200418013,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,01021200418013,3,1,,,,,,,,1.0,10.0,2.0,3.0,9.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,3.0,30.0,30.0,20.0,10.0,2.0,,9.0,1.0,5.0,6.0
258,01021200418024,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,01021200418024,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,01021200418024,3,1,,,,,,,,1.0,10.0,2.0,3.0,9.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,3.0,30.0,30.0,30.0,20.0,2.0,,9.0,2.0,5.0,6.0
261,01021200418035,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,01021200418035,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,01021200418035,3,1,,,,,,,,1.0,5.0,2.0,3.0,4.0,1.0,2.0,,4.0,,2.0,,10.0,7.0,1.0,40.0,0.0,0.0,0.0,2.0,,9.0,1.0,4.0,5.0
264,01021200418046,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,01021200418046,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,01021200418046,3,1,,,,,,,,1.0,10.0,2.0,3.0,9.0,1.0,2.0,,4.0,,2.0,,15.0,7.0,3.0,30.0,30.0,30.0,50.0,2.0,,9.0,2.0,4.0,5.0
267,01021200418057,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,01021200418057,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,01021200418057,3,1,,,,,,,,1.0,5.0,2.0,1.0,4.0,2.0,2.0,,4.0,,2.0,,15.0,7.0,2.0,40.0,0.0,30.0,20.0,2.0,,9.0,2.0,4.0,5.0
270,01021200418068,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,01021200418068,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,01021200418068,3,1,,,,,,,,1.0,5.0,2.0,1.0,4.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,2.0,30.0,0.0,20.0,20.0,2.0,,9.0,1.0,4.0,6.0
273,01021200418079,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,01021200418079,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,01021200418079,3,1,,,,,,,,1.0,5.0,2.0,3.0,9.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,2.0,40.0,0.0,20.0,20.0,2.0,,9.0,2.0,4.0,5.0
276,01021200418090,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,01021200418090,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,01021200418090,3,1,,,,,,,,1.0,5.0,2.0,3.0,9.0,1.0,1.0,1.0,4.0,,2.0,,10.0,7.0,2.0,40.0,0.0,60.0,20.0,2.0,,9.0,1.0,4.0,5.0
279,01021200418101,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,01021200418101,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,01021200418101,3,1,,,,,,,,1.0,5.0,2.0,1.0,4.0,2.0,2.0,,4.0,,2.0,,10.0,1.0,1.0,40.0,0.0,0.0,10.0,2.0,,9.0,1.0,2.0,6.0
282,01021200418112,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,01021200418112,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,01021200418112,3,1,,,,,,,,1.0,5.0,2.0,3.0,9.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,2.0,40.0,0.0,40.0,10.0,2.0,,9.0,2.0,4.0,6.0
285,01021200418123,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,01021200418123,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,01021200418123,3,1,36.0,1.0,35.0,,2.0,6.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,1.0,35.0,0.0,0.0,10.0,2.0,,9.0,1.0,4.0,5.0
288,01030300103004,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,01030300103004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,01030300103004,3,1,,,,,,,,1.0,10.0,2.0,3.0,9.0,2.0,1.0,1.0,4.0,,2.0,,15.0,7.0,3.0,35.0,30.0,30.0,20.0,1.0,2.0,9.0,2.0,5.0,6.0
291,01030300103017,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,01030300103017,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,01030300103017,3,1,,,,,,,,2.0,100.0,2.0,3.0,9.0,2.0,2.0,,14.0,,2.0,,2.0,2.0,3.0,30.0,30.0,30.0,20.0,2.0,,9.0,2.0,5.0,6.0
294,01030300103030,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,01030300103030,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,01030300103030,3,1,,,,,,,,2.0,50.0,2.0,3.0,12.0,2.0,2.0,,14.0,,2.0,,5.0,7.0,3.0,35.0,30.0,30.0,20.0,2.0,,9.0,2.0,6.0,7.0
297,01030300103043,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,01030300103043,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,01030300103043,3,1,36.0,1.0,40.0,,2.0,6.0,1.0,1.0,10.0,2.0,3.0,9.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,3.0,30.0,10.0,30.0,20.0,2.0,,9.0,1.0,5.0,6.0
300,01030300103056,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,01030300103056,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,01030300103056,3,1,,,,,,,,2.0,30.0,2.0,3.0,9.0,2.0,2.0,,14.0,,2.0,,2.0,7.0,2.0,30.0,0.0,10.0,30.0,2.0,,9.0,2.0,5.0,6.0
303,01030300103069,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,01030300103069,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,01030300103069,3,1,,,,,,,,2.0,30.0,2.0,3.0,9.0,2.0,2.0,,14.0,,2.0,,2.0,7.0,3.0,30.0,30.0,30.0,20.0,2.0,,9.0,2.0,4.0,5.0
306,01030300103082,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,01030300103082,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,01030300103082,3,1,,,,,,,,1.0,10.0,2.0,3.0,9.0,1.0,1.0,1.0,4.0,,2.0,,10.0,7.0,3.0,40.0,30.0,20.0,15.0,1.0,3.0,9.0,2.0,5.0,6.0
309,01030300103095,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,01030300103095,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,01030300103095,3,1,,,,,,,,1.0,10.0,2.0,3.0,9.0,1.0,1.0,1.0,4.0,,2.0,,15.0,7.0,2.0,40.0,0.0,30.0,15.0,1.0,2.0,9.0,1.0,5.0,6.0
312,01030300103108,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,01030300103108,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,01030300103108,3,1,,,,,,,,1.0,10.0,2.0,3.0,9.0,1.0,2.0,,4.0,,2.0,,15.0,7.0,2.0,30.0,0.0,30.0,10.0,1.0,2.0,9.0,2.0,5.0,6.0
315,01030300103121,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,01030300103121,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,01030300103121,3,1,,,,,,,,2.0,50.0,2.0,3.0,9.0,2.0,2.0,,14.0,,2.0,,2.0,7.0,2.0,40.0,0.0,30.0,15.0,2.0,,9.0,2.0,4.0,5.0
318,01030300103134,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,01030300103134,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,01030300103134,3,1,,,,,,,,1.0,5.0,2.0,1.0,4.0,2.0,2.0,,4.0,,2.0,,10.0,7.0,2.0,20.0,0.0,20.0,10.0,1.0,1.0,9.0,1.0,5.0,4.0
321,01030300103147,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,01030300103147,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,01030300103147,3,1,,,,,,,,1.0,5.0,2.0,3.0,9.0,2.0,2.0,,4.0,,2.0,,10.0,4.0,1.0,0.0,0.0,0.0,15.0,1.0,2.0,9.0,2.0,5.0,6.0
324,01030600403012,1,1,,,,,,,,1.0,0.0,1.0,3.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,35.0,3.0,2.0,72.0,50.0,120.0,45.0,1.0,2.0,9.0,5.0,,
325,01030600403012,2,1,,,,,,,2.0,1.0,180.0,1.0,3.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,45.0,1.0,1.0,90.0,0.0,0.0,0.0,2.0,,9.0,5.0,,
326,01030600403012,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,01030600403017,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,01030600403017,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,01030600403017,3,1,17.0,1.0,120.0,,1.0,1.0,2.0,1.0,75.0,1.0,3.0,6.0,2.0,1.0,1.0,2.0,9.0,1.0,2.0,15.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,5.0,4.0,3.0
330,01030600403036,1,1,,,,,,,,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,15.0,4.0,4.0,72.0,45.0,90.0,45.0,1.0,4.0,2.0,4.0,,
331,01030600403036,2,1,,,,,,,2.0,1.0,150.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,50.0,1.0,2.0,120.0,0.0,60.0,0.0,2.0,,9.0,4.0,,
332,01030600403036,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,01030600403049,1,1,,,,,,,,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,35.0,3.0,3.0,50.0,60.0,72.0,40.0,1.0,2.0,9.0,4.0,,
334,01030600403049,2,1,,,,,,,2.0,1.0,180.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,45.0,2.0,2.0,60.0,72.0,0.0,0.0,2.0,,9.0,4.0,,
335,01030600403049,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,01030600403072,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,01030600403072,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
