,HHID,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I14,I15,I16,I17,I18,I19,I20_a,I20_b,I21_a,I21_b,I22,I23,I24,I25,I26,I27,I28,I29,I31,I32,I33,I34_1,I34_2
9628,12690101901012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9629,12690101901012,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9630,13700100405001,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9631,13700100405001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9632,13700100405001,3,1,60.0,1.0,100.0,,1.0,323.0,1.0,1.0,50.0,2.0,1.0,4.0,2.0,2.0,,14.0,,1.0,,60.0,2.0,2.0,50.0,0.0,65.0,0.0,2.0,,9.0,1.0,8.0,8.0
9633,13700100405001,4,1,25.0,1.0,60.0,,1.0,414.0,2.0,1.0,20.0,2.0,3.0,6.0,2.0,2.0,,3.0,,1.0,,50.0,1.0,2.0,50.0,0.0,55.0,15.0,2.0,,9.0,2.0,8.0,8.0
9634,13700100405002,1,1,,,,,,,,3.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,,1.0,,30.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,,9.0,1.0,6.0,5.0
9635,13700100405002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9636,13700100405002,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9637,13700100405003,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9638,13700100405003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9639,13700100405003,3,1,48.0,1.0,120.0,,1.0,323.0,1.0,1.0,50.0,2.0,3.0,9.0,2.0,2.0,,14.0,3.0,1.0,2.0,70.0,3.0,3.0,60.0,45.0,85.0,0.0,2.0,,9.0,2.0,10.0,6.0
9640,13700100405003,4,1,28.0,1.0,50.0,,2.0,414.0,2.0,1.0,20.0,2.0,3.0,9.0,2.0,2.0,,14.0,3.0,1.0,2.0,90.0,1.0,1.0,0.0,0.0,90.0,1.0,2.0,,9.0,2.0,9.0,9.0
9641,13700100405004,1,1,,,,,,,,1.0,0.0,2.0,3.0,3.0,1.0,2.0,,3.0,18.0,4.0,4.0,55.0,3.0,3.0,45.0,60.0,55.0,40.0,2.0,,9.0,1.0,1.0,5.0
9642,13700100405004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9643,13700100405004,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9644,13700100405005,1,1,,,,,,,,3.0,0.0,2.0,3.0,5.0,1.0,2.0,,3.0,,1.0,,0.0,3.0,3.0,3.0,300.0,3.0,90.0,2.0,,9.0,1.0,1.0,5.0
9645,13700100405005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9646,13700100405005,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9647,13700100405006,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9648,13700100405006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649,13700100405006,3,1,96.0,1.0,150.0,,1.0,323.0,1.0,1.0,50.0,2.0,1.0,8.0,2.0,2.0,,14.0,,2.0,,70.0,2.0,2.0,55.0,0.0,80.0,10.0,2.0,,9.0,1.0,9.0,9.0
9650,13700100405006,4,1,40.0,1.0,90.0,,1.0,414.0,2.0,1.0,35.0,2.0,3.0,8.0,2.0,2.0,,3.0,,1.0,,50.0,1.0,1.0,0.0,0.0,50.0,0.0,2.0,,9.0,2.0,10.0,10.0
9651,13700100405006,5,1,15.0,1.0,100.0,,1.0,533.0,2.0,1.0,40.0,2.0,1.0,8.0,2.0,2.0,,4.0,,4.0,,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,9.0,1.0,8.0,8.0
9652,13700100405007,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9653,13700100405007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9654,13700100405007,3,1,65.0,1.0,150.0,,1.0,414.0,2.0,1.0,30.0,2.0,3.0,9.0,2.0,2.0,,3.0,,1.0,,145.0,3.0,3.0,20.0,30.0,30.0,25.0,2.0,,9.0,1.0,9.0,9.0
9655,13700100405008,1,1,,,,,,,,1.0,0.0,2.0,3.0,3.0,1.0,2.0,,3.0,,4.0,,60.0,1.0,2.0,60.0,50.0,60.0,48.0,2.0,,9.0,1.0,5.0,5.0
9656,13700100405008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9657,13700100405008,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9658,13700100405009,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9659,13700100405009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660,13700100405009,3,1,40.0,1.0,140.0,,1.0,323.0,1.0,1.0,50.0,2.0,1.0,6.0,2.0,2.0,,14.0,,2.0,,5.0,3.0,3.0,30.0,35.0,40.0,0.0,2.0,,9.0,1.0,10.0,10.0
9661,13700100405009,4,1,60.0,1.0,90.0,,1.0,414.0,2.0,1.0,10.0,2.0,3.0,9.0,2.0,2.0,,3.0,,2.0,,10.0,1.0,1.0,0.0,0.0,10.0,0.0,2.0,,9.0,1.0,7.0,6.0
9662,13700100405010,1,1,,,,,,,,1.0,-888.0,2.0,3.0,4.0,1.0,2.0,,3.0,13.0,4.0,4.0,120.0,4.0,4.0,60.0,320.0,60.0,20.0,2.0,,9.0,2.0,8.0,5.0
9663,13700100405010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9664,13700100405010,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9665,13700100405011,1,1,,,,,,,,1.0,0.0,2.0,3.0,5.0,1.0,2.0,,3.0,,4.0,,120.0,3.0,3.0,60.0,40.0,60.0,3.0,2.0,,9.0,2.0,5.0,8.0
9666,13700100405011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9667,13700100405011,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9668,13700100405012,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9669,13700100405012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670,13700100405012,3,1,13.0,1.0,80.0,,1.0,414.0,2.0,1.0,30.0,2.0,3.0,8.0,2.0,2.0,,3.0,,1.0,,10.0,3.0,3.0,45.0,40.0,60.0,0.0,2.0,,9.0,2.0,555.0,555.0
9671,13700100901001,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9672,13700100901001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9673,13700100901001,3,1,6.0,1.0,130.0,,2.0,6.0,1.0,1.0,100.0,2.0,1.0,6.0,1.0,2.0,,4.0,,1.0,,10.0,1.0,1.0,0.0,60.0,0.0,0.0,2.0,,9.0,1.0,2.0,555.0
9674,13700100901002,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9675,13700100901002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9676,13700100901002,3,1,,,,,,,,1.0,50.0,2.0,2.0,4.0,1.0,2.0,,6.0,,1.0,,3.0,1.0,1.0,30.0,0.0,0.0,0.0,2.0,,9.0,1.0,2.0,9.0
9677,13700100901002,4,1,,,,,,,,,10.0,2.0,2.0,4.0,1.0,2.0,,3.0,4.0,1.0,1.0,7.0,2.0,2.0,0.0,30.0,60.0,0.0,2.0,,9.0,1.0,6.0,555.0
9678,13700100901003,1,1,,,,,,,,1.0,0.0,1.0,3.0,4.0,2.0,2.0,,3.0,,1.0,,15.0,1.0,1.0,0.0,30.0,0.0,0.0,2.0,,9.0,2.0,7.0,10.0
9679,13700100901003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9680,13700100901003,3,1,,,,,,,,1.0,50.0,2.0,3.0,4.0,2.0,2.0,,6.0,,3.0,,2.0,1.0,1.0,30.0,0.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
9681,13700100901003,4,1,,,,,,,,1.0,20.0,2.0,1.0,12.0,1.0,2.0,,4.0,,1.0,,10.0,1.0,1.0,0.0,0.0,30.0,0.0,2.0,,9.0,2.0,555.0,555.0
9682,13700100901004,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9683,13700100901004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9684,13700100901004,3,1,,,,,,,,1.0,10.0,2.0,1.0,12.0,1.0,2.0,,4.0,,1.0,,10.0,2.0,2.0,0.0,30.0,30.0,0.0,2.0,,9.0,2.0,555.0,555.0
9685,13700100901005,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9686,13700100901005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9687,13700100901005,3,1,,,,,,,,1.0,50.0,1.0,1.0,9.0,2.0,2.0,,14.0,,2.0,,2.0,3.0,3.0,15.0,60.0,120.0,0.0,2.0,,9.0,2.0,555.0,555.0
9688,13700100901006,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9689,13700100901006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9690,13700100901006,3,1,36.0,1.0,150.0,,2.0,9.0,1.0,1.0,100.0,1.0,1.0,4.0,1.0,2.0,,14.0,,2.0,,2.0,1.0,1.0,20.0,0.0,0.0,0.0,2.0,,9.0,1.0,10.0,555.0
9691,13700100901006,4,1,16.0,1.0,30.0,,2.0,7.0,1.0,1.0,20.0,2.0,1.0,4.0,1.0,2.0,,4.0,,1.0,,15.0,1.0,1.0,0.0,60.0,0.0,0.0,2.0,,9.0,1.0,6.0,555.0
9692,13700100901007,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9693,13700100901007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9694,13700100901007,3,1,,,,,,,,1.0,10.0,2.0,1.0,32.0,1.0,2.0,,4.0,,1.0,,10.0,2.0,2.0,0.0,30.0,60.0,0.0,2.0,,9.0,2.0,555.0,555.0
9695,13700100901008,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9696,13700100901008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9697,13700100901008,3,1,,,,,,,,1.0,50.0,2.0,1.0,24.0,2.0,2.0,,6.0,,3.0,,3.0,1.0,1.0,45.0,0.0,0.0,0.0,2.0,,9.0,2.0,9.0,10.0
9698,13700100901008,4,1,,,,,,,,1.0,20.0,2.0,1.0,24.0,2.0,2.0,,4.0,,1.0,,10.0,2.0,2.0,0.0,60.0,90.0,0.0,2.0,,9.0,2.0,6.0,555.0
9699,13700100901009,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9700,13700100901009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701,13700100901009,3,1,,,,,,,,1.0,30.0,2.0,3.0,24.0,1.0,2.0,,6.0,,3.0,,3.0,1.0,1.0,25.0,0.0,0.0,0.0,2.0,,9.0,1.0,9.0,10.0
9702,13700100901009,4,1,,,,,,,,1.0,40.0,2.0,3.0,24.0,1.0,2.0,,4.0,,1.0,,10.0,2.0,2.0,0.0,30.0,60.0,0.0,2.0,,9.0,1.0,6.0,555.0
9703,13700100901010,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704,13700100901010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9705,13700100901010,3,1,,,,,,,,1.0,100.0,2.0,2.0,6.0,1.0,2.0,,6.0,,2.0,,5.0,2.0,2.0,60.0,0.0,60.0,0.0,2.0,,9.0,1.0,555.0,555.0
9706,13700100901011,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9707,13700100901011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9708,13700100901011,3,1,,,,,,,,1.0,20.0,2.0,1.0,16.0,2.0,2.0,,4.0,,1.0,,10.0,2.0,2.0,0.0,60.0,30.0,0.0,2.0,,9.0,2.0,555.0,555.0
9709,13700100901012,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9710,13700100901012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9711,13700100901012,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712,13700101407001,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9713,13700101407001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9714,13700101407001,3,1,26.0,1.0,300.0,,2.0,2.0,1.0,2.0,50.0,1.0,3.0,2.0,2.0,2.0,,14.0,,2.0,,2.0,2.0,3.0,15.0,30.0,0.0,15.0,2.0,,9.0,1.0,555.0,555.0
9715,13700101407002,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9716,13700101407002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9717,13700101407002,3,1,28.0,1.0,300.0,,2.0,2.0,1.0,2.0,100.0,1.0,3.0,2.0,2.0,2.0,,14.0,,3.0,,2.0,2.0,2.0,15.0,30.0,0.0,0.0,2.0,,9.0,1.0,1.0,1.0
9718,13700101407002,4,1,18.0,1.0,50.0,,2.0,7.0,1.0,1.0,20.0,2.0,1.0,24.0,3.0,2.0,,4.0,,1.0,,10.0,1.0,1.0,0.0,90.0,0.0,0.0,2.0,,9.0,1.0,9.0,9.0
9719,13700101407003,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9720,13700101407003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9721,13700101407003,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9722,13700101407004,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9723,13700101407004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9724,13700101407004,3,1,36.0,1.0,280.0,,2.0,2.0,1.0,2.0,100.0,1.0,3.0,3.0,1.0,2.0,,14.0,,2.0,,2.0,3.0,3.0,15.0,30.0,15.0,30.0,2.0,,9.0,1.0,10.0,555.0
9725,13700101407004,4,1,42.0,1.0,45.0,,2.0,7.0,1.0,1.0,20.0,2.0,1.0,12.0,2.0,2.0,,4.0,,1.0,,15.0,1.0,1.0,0.0,60.0,0.0,0.0,2.0,,9.0,1.0,9.0,555.0
9726,13700101407005,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9727,13700101407005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9728,13700101407005,3,1,27.0,1.0,150.0,,2.0,9.0,1.0,1.0,50.0,1.0,1.0,4.0,1.0,2.0,,14.0,,2.0,,2.0,3.0,3.0,15.0,30.0,40.0,0.0,2.0,,9.0,2.0,10.0,555.0
9729,13700101407005,4,1,29.0,1.0,40.0,,2.0,6.0,1.0,1.0,20.0,2.0,1.0,4.0,1.0,2.0,,4.0,,1.0,,7.0,1.0,1.0,0.0,30.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
9730,13700101407006,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9731,13700101407006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9732,13700101407006,3,1,6.0,1.0,70.0,,2.0,7.0,1.0,1.0,20.0,2.0,2.0,9.0,1.0,2.0,,4.0,,1.0,,15.0,2.0,2.0,30.0,60.0,0.0,0.0,2.0,,9.0,2.0,555.0,555.0
9733,13700101407007,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9734,13700101407007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9735,13700101407007,3,1,12.0,1.0,250.0,,2.0,2.0,1.0,2.0,50.0,1.0,2.0,4.0,1.0,2.0,,14.0,,2.0,,3.0,1.0,2.0,30.0,15.0,0.0,15.0,2.0,,9.0,1.0,2.0,10.0
9736,13700101407007,4,1,12.0,1.0,50.0,,2.0,7.0,1.0,1.0,30.0,2.0,2.0,4.0,1.0,2.0,,4.0,,1.0,,7.0,1.0,2.0,180.0,0.0,0.0,0.0,2.0,,9.0,1.0,4.0,555.0
9737,13700101407008,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9738,13700101407008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9739,13700101407008,3,1,29.0,1.0,70.0,,2.0,6.0,1.0,1.0,30.0,2.0,3.0,12.0,1.0,2.0,,4.0,,1.0,,10.0,2.0,2.0,30.0,0.0,60.0,1.0,2.0,,9.0,1.0,555.0,555.0
9740,13700101407009,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9741,13700101407009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9742,13700101407009,3,1,168.0,1.0,45.0,,2.0,6.0,1.0,1.0,20.0,1.0,3.0,2.0,0.0,2.0,,6.0,,1.0,,4.0,1.0,1.0,60.0,0.0,0.0,0.0,2.0,,9.0,1.0,555.0,555.0
9743,13700101407010,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744,13700101407010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9745,13700101407010,3,1,24.0,1.0,280.0,,2.0,2.0,1.0,2.0,100.0,1.0,1.0,6.0,2.0,2.0,,14.0,,2.0,,2.0,2.0,2.0,15.0,0.0,60.0,30.0,2.0,,9.0,1.0,10.0,555.0
9746,13700101407011,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9747,13700101407011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9748,13700101407011,3,1,12.0,1.0,300.0,,2.0,2.0,1.0,2.0,50.0,1.0,3.0,3.0,1.0,2.0,,14.0,,2.0,,2.0,3.0,3.0,15.0,30.0,60.0,30.0,2.0,,9.0,2.0,555.0,555.0
9749,13700101407011,4,1,15.0,1.0,50.0,,2.0,7.0,1.0,1.0,20.0,2.0,1.0,4.0,1.0,2.0,,4.0,,1.0,,15.0,1.0,1.0,0.0,0.0,60.0,0.0,2.0,,9.0,2.0,9.0,555.0
9750,13700101407012,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9751,13700101407012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9752,13700101407012,3,1,16.0,1.0,300.0,,2.0,2.0,1.0,2.0,100.0,1.0,3.0,4.0,1.0,2.0,,14.0,,3.0,,2.0,2.0,2.0,30.0,0.0,60.0,15.0,2.0,,9.0,1.0,10.0,555.0
9753,13700101407012,4,1,25.0,1.0,60.0,,2.0,7.0,1.0,1.0,20.0,2.0,1.0,6.0,2.0,2.0,,4.0,,1.0,,7.0,1.0,1.0,0.0,45.0,0.0,0.0,2.0,,9.0,1.0,9.0,555.0
9754,13700101901001,1,1,,,,,,,,1.0,0.0,1.0,3.0,6.0,2.0,2.0,,3.0,,1.0,,15.0,2.0,2.0,90.0,120.0,0.0,0.0,2.0,,9.0,555.0,555.0,555.0
9755,13700101901001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9756,13700101901001,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9757,13700101901002,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9758,13700101901002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9759,13700101901002,3,1,,,,,,,,1.0,150.0,1.0,3.0,12.0,2.0,2.0,,14.0,,2.0,,2.0,3.0,2.0,60.0,20.0,30.0,0.0,2.0,,9.0,2.0,1.0,555.0
9760,13700101901003,1,1,,,,,,,,1.0,0.0,1.0,3.0,6.0,2.0,2.0,,2.0,,1.0,,10.0,2.0,2.0,60.0,0.0,60.0,0.0,2.0,,9.0,555.0,6.0,555.0
9761,13700101901003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9762,13700101901003,3,1,18.0,1.0,60.0,,2.0,6.0,1.0,1.0,50.0,2.0,1.0,9.0,1.0,2.0,,6.0,,2.0,,2.0,1.0,1.0,0.0,30.0,0.0,0.0,2.0,,9.0,555.0,9.0,555.0
9763,13700101901004,1,1,,,,,,,,1.0,0.0,1.0,3.0,6.0,2.0,2.0,,3.0,10.0,1.0,1.0,15.0,2.0,2.0,90.0,0.0,60.0,0.0,2.0,,9.0,555.0,555.0,555.0
9764,13700101901004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9765,13700101901004,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9766,13700101901005,1,1,,,,,,,,1.0,0.0,1.0,3.0,4.0,2.0,2.0,,3.0,10.0,1.0,1.0,15.0,2.0,2.0,0.0,30.0,40.0,0.0,2.0,,9.0,555.0,9.0,6.0
9767,13700101901005,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9768,13700101901005,3,1,15.0,1.0,50.0,,2.0,6.0,1.0,1.0,20.0,2.0,1.0,24.0,1.0,2.0,,4.0,,2.0,,5.0,1.0,1.0,30.0,0.0,0.0,0.0,2.0,,9.0,2.0,2.0,555.0
9769,13700101901006,1,1,,,,,,,,1.0,0.0,1.0,5.0,,,2.0,,10.0,,1.0,,15.0,2.0,2.0,60.0,0.0,90.0,0.0,2.0,,9.0,555.0,555.0,555.0
9770,13700101901006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9771,13700101901006,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9772,13700101901007,1,1,,,,,,,,1.0,0.0,1.0,3.0,3.0,1.0,2.0,,3.0,,1.0,,15.0,2.0,2.0,30.0,60.0,0.0,0.0,2.0,,9.0,555.0,555.0,555.0
9773,13700101901007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774,13700101901007,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,13700101901008,1,1,,,,,,,,1.0,0.0,1.0,3.0,6.0,1.0,2.0,,3.0,10.0,2.0,2.0,15.0,2.0,2.0,60.0,0.0,90.0,0.0,2.0,,9.0,555.0,555.0,555.0
9776,13700101901008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9777,13700101901008,3,1,27.0,1.0,70.0,,2.0,6.0,1.0,1.0,20.0,2.0,1.0,24.0,2.0,2.0,,4.0,,2.0,,5.0,1.0,1.0,0.0,30.0,0.0,0.0,2.0,,9.0,555.0,9.0,1.0
9778,13700101901009,1,1,,,,,,,,1.0,0.0,1.0,3.0,4.0,1.0,2.0,,3.0,,1.0,,10.0,2.0,2.0,30.0,60.0,0.0,0.0,2.0,,9.0,555.0,10.0,555.0
9779,13700101901009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780,13700101901009,3,1,,,,,,,,1.0,10.0,2.0,1.0,32.0,1.0,2.0,,4.0,,1.0,,5.0,1.0,1.0,0.0,0.0,60.0,0.0,2.0,,9.0,555.0,555.0,555.0
9781,13700101901010,1,1,,,,,,,,1.0,0.0,1.0,3.0,4.0,2.0,2.0,,3.0,,1.0,,20.0,2.0,2.0,60.0,0.0,120.0,0.0,2.0,,9.0,555.0,555.0,555.0
9782,13700101901010,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9783,13700101901010,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9784,13700101901011,1,1,,,,,,,,1.0,0.0,1.0,3.0,24.0,1.0,2.0,,2.0,,2.0,,15.0,2.0,2.0,30.0,60.0,0.0,0.0,2.0,,9.0,555.0,555.0,555.0
9785,13700101901011,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9786,13700101901011,3,1,,,,,,,,1.0,20.0,2.0,1.0,26.0,1.0,2.0,,4.0,,1.0,,5.0,1.0,2.0,0.0,0.0,60.0,0.0,1.0,1.0,8.0,555.0,2.0,555.0
9787,13700101901012,1,1,,,,,,,,1.0,0.0,1.0,3.0,4.0,1.0,2.0,,10.0,,1.0,,10.0,2.0,2.0,60.0,90.0,0.0,0.0,2.0,,9.0,555.0,10.0,555.0
9788,13700101901012,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789,13700101901012,3,1,,,,,,,,1.0,20.0,2.0,1.0,32.0,2.0,2.0,,4.0,,1.0,,6.0,1.0,1.0,0.0,60.0,0.0,0.0,2.0,,9.0,555.0,2.0,555.0
9790,14720100113001,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9791,14720100113001,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9792,14720100113001,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9793,14720100113002,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9794,14720100113002,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9795,14720100113002,3,1,12.0,1.0,80.0,,2.0,3.0,2.0,1.0,20.0,2.0,1.0,4.0,1.0,2.0,,4.0,,3.0,,15.0,2.0,2.0,20.0,0.0,20.0,160.0,2.0,,9.0,2.0,6.0,7.0
9796,14720100113003,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9797,14720100113003,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9798,14720100113003,3,1,12.0,1.0,75.0,,2.0,2.0,1.0,1.0,35.0,2.0,1.0,4.0,1.0,2.0,,4.0,,3.0,,20.0,2.0,2.0,50.0,0.0,50.0,100.0,2.0,,9.0,2.0,7.0,6.0
9799,14720100113004,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,14720100113004,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9801,14720100113004,3,1,12.0,1.0,,,2.0,3.0,1.0,1.0,85.0,2.0,1.0,9.0,1.0,2.0,,4.0,,3.0,,10.0,2.0,2.0,10.0,0.0,20.0,180.0,2.0,,9.0,1.0,7.0,6.0
9802,14720100113006,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9803,14720100113006,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9804,14720100113006,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9805,14720100113007,1,1,,,,,,,,1.0,40.0,2.0,3.0,9.0,1.0,2.0,,2.0,,3.0,,15.0,1.0,1.0,1.0,0.0,0.0,25.0,2.0,,9.0,2.0,6.0,7.0
9806,14720100113007,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,14720100113007,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9808,14720100113008,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9809,14720100113008,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9810,14720100113008,3,1,12.0,1.0,80.0,,2.0,3.0,1.0,1.0,15.0,2.0,1.0,9.0,1.0,2.0,,6.0,555.0,3.0,3.0,15.0,2.0,2.0,15.0,0.0,15.0,120.0,2.0,,9.0,1.0,6.0,7.0
9811,14720100113009,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9812,14720100113009,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9813,14720100113009,3,1,12.0,1.0,90.0,,2.0,3.0,1.0,1.0,45.0,2.0,1.0,5.0,1.0,2.0,,14.0,4.0,3.0,3.0,15.0,2.0,2.0,15.0,0.0,15.0,120.0,1.0,1.0,9.0,2.0,3.0,6.0
