,HHID,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18
3326,14720100326011,4.0,,,,,,,,,3.0,,,,,,,,
3327,14720100326012,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,
3328,14720100326013,4.0,,,,,,,,,3.0,,,,,,,,
3329,14720100326014,4.0,,,,,,,,,3.0,,,,,,,,
3330,14720100326015,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3331,14720100326016,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3332,14720100326017,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
3333,14720100326018,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3334,14720100326019,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3335,14720100326020,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3336,14720100406001,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3337,14720100406002,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3338,14720100406003,2.0,3.0,1.0,,,,,,,3.0,,,,,,,,
3339,14720100406004,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3340,14720100406005,4.0,,,,,,,,,3.0,,,,,,,,
3341,14720100406006,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
3342,14720100406007,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3343,14720100406008,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
3344,14720100406009,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3345,14720100406010,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3346,14720100406011,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3347,14720100406012,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3348,14720100512001,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3349,14720100512002,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3350,14720100512003,4.0,,,,,,,,,2.0,,,,,,,,
3351,14720100512004,4.0,,,,,,,,,3.0,,,,,,,,
3352,14720100512006,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3353,14720100512007,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
3354,14720100512008,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3355,14720100512009,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3356,14720100512010,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
3357,14720100512011,4.0,,,,,,,,,3.0,,,,,,,,
3358,14720100512012,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3359,14720100512013,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3360,14720100512014,4.0,,,,,,,,,3.0,,,,,,,,
3361,14720100512015,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3362,14720100512016,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3363,14720100512017,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
3364,14720100512018,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
3365,14720100512019,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
3366,14720100512020,4.0,,,,,,,,,3.0,,,,,,,,
3367,14720100549006,5.0,,,,,,,,,4.0,,,,,,,,
3368,14720100549012,4.0,,,,,,,,,3.0,,,,,,,,
3369,14720100549018,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3370,14720100549024,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
3371,14720100549030,4.0,,,,,,,,,1.0,1.0,1.0,,,,,,
3372,14720100549036,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,
3373,14720100549042,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3374,14720100549048,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3375,14720100549054,4.0,,,,,,,,,3.0,,,,,,,,
3376,14720100549060,4.0,,,,,,,,,3.0,,,,,,,,
3377,14720100549066,5.0,,,,,,,,,4.0,,,,,,,,
3378,14720100549072,4.0,,,,,,,,,3.0,,,,,,,,
3379,14720100549078,4.0,,,,,,,,,3.0,,,,,,,,
3380,14720100549084,4.0,,,,,,,,,3.0,,,,,,,,
3381,14720100549090,4.0,,,,,,,,,3.0,,,,,,,,
3382,14720100549096,5.0,,,,,,,,,4.0,,,,,,,,
3383,14720100549102,5.0,,,,,,,,,4.0,,,,,,,,
3384,14720100549114,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3385,14720100549120,4.0,,,,,,,,,3.0,,,,,,,,
3386,14720100560001,4.0,,,,,,,,,4.0,,,,,,,,
3387,14720100560002,4.0,,,,,,,,,3.0,,,,,,,,
3388,14720100560007,4.0,,,,,,,,,3.0,,,,,,,,
3389,14720100560008,4.0,,,,,,,,,3.0,,,,,,,,
3390,14720100560017,4.0,,,,,,,,,3.0,,,,,,,,
3391,14720100560024,4.0,,,,,,,,,4.0,,,,,,,,
3392,14720100560031,4.0,,,,,,,,,4.0,,,,,,,,
3393,14720100560038,4.0,,,,,,,,,3.0,,,,,,,,
3394,14720100560059,4.0,,,,,,,,,3.0,,,,,,,,
3395,14720100560066,4.0,,,,,,,,,3.0,,,,,,,,
3396,14720100560073,4.0,,,,,,,,,1.0,1.0,1.0,,,,,,
3397,14720100560080,,,,,,,,,,1.0,1.0,1.0,,,,,,
3398,14720100633001,4.0,,,,,,,,,3.0,,,,,,,,
3399,14720100633002,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3400,14720100633003,4.0,,,,,,,,,3.0,,,,,,,,
3401,14720100633004,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3402,14720100633005,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3403,14720100633006,4.0,,,,,,,,,3.0,,,,,,,,
3404,14720100633007,4.0,,,,,,,,,1.0,1.0,1.0,,,,,,
3405,14720100633008,4.0,,,,,,,,,3.0,,,,,,,,
3406,14720100633019,2.0,2.0,1.0,,,,,,,3.0,,,,,,,,
3407,14720100633052,5.0,,,,,,,,,4.0,,,,,,,,
3408,14720100633058,4.0,,,,,,,,,2.0,,,,,,,,
3409,14720100633064,,,,,,,,,,2.0,,,,,,,,
3410,14720100633070,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3411,14720100633076,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3412,14720100633082,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3413,14720100633088,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3414,14720100633094,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
3415,14720100633100,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3416,14720100633106,4.0,,,,,,,,,3.0,,,,,,,,
3417,14720100633117,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3418,14720100702001,5.0,,,,,,,,,4.0,,,,,,,,
3419,14720100702002,2.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3420,14720100702003,5.0,,,,,,,,,1.0,1.0,1.0,,,,,,
3421,14720100702004,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3422,14720100702005,2.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3423,14720100702006,2.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3424,14720100702007,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3425,14720100702008,3.0,,,,,,,,,1.0,2.0,1.0,,,,,,
3426,14720100702009,1.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3427,14720100702010,2.0,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3428,14720100702011,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3429,14720100702012,1.0,,,,,,,,,,,,,,,,,
3430,14720100702013,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3431,14720100702014,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3432,14720100702015,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,
3433,14720100702016,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3434,14720100702017,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3435,14720100702018,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3436,14720100702019,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3437,14720100702020,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3438,14730200238003,4.0,,,,,,,,,3.0,,,,,,,,
3439,14730200238022,4.0,,,,,,,,,3.0,,,,,,,,
3440,14730200238041,4.0,,,,,,,,,3.0,,,,,,,,
3441,14730200238060,4.0,,,,,,,,,3.0,,,,,,,,
3442,14730200238079,2.0,,,,,,,,,,,,,,,,,
3443,14730200238098,4.0,,,,,,,,,3.0,,,,,,,,
3444,14730200238117,4.0,,,,,,,,,3.0,,,,,,,,
3445,14730200238136,,,,,,,,,,3.0,,,,,,,,
3446,14730200238155,5.0,,,,,,,,,3.0,,,,,,,,
3447,14730200238174,2.0,1.0,2.0,888.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,
3448,14730200238193,2.0,,,,,,,,,,,,,,,,,
3449,14730200238212,2.0,1.0,2.0,888.0,1.0,2.0,1.0,888.0,1.0,,,,,,,,,
3450,14730200527001,2.0,,,,,,,,,,,,,,,,,
3451,14730200527002,3.0,,,,,,,,,3.0,,,,,,,,
3452,14730200527003,4.0,,,,,,,,,4.0,,,,,,,,
3453,14730200527004,4.0,,,,,,,,,3.0,,,,,,,,
3454,14730200527005,5.0,,,,,,,,,3.0,,,,,,,,
3455,14730200527006,2.0,,,,,,,,,,,,,,,,,
3456,14730200527007,4.0,,,,,,,,,3.0,,,,,,,,
3457,14730200527008,2.0,,,,,,,,,3.0,,,,,,,,
3458,14730200527009,,,,,,,,,,,,,,,,,,
3459,14730200527010,2.0,,,,,,,,,,,,,,,,,
3460,14730200527011,2.0,,,,,,,,,,,,,,,,,
3461,14730200527012,4.0,,,,,,,,,3.0,,,,,,,,
3462,14730200833004,4.0,,,,,,,,,3.0,,,,,,,,
3463,14730200833013,3.0,,,,,,,,,,,,,,,,,
3464,14730200833014,4.0,,,,,,,,,3.0,,,,,,,,
3465,14730200833015,4.0,,,,,,,,,3.0,,,,,,,,
3466,14730200833016,4.0,,,,,,,,,3.0,,,,,,,,
3467,14730200833021,4.0,,,,,,,,,3.0,,,,,,,,
3468,14730200833106,3.0,,,,,,,,,,,,,,,,,
3469,14730200833123,3.0,,,,,,,,,,,,,,,,,
3470,14730200833140,4.0,,,,,,,,,3.0,,,,,,,,
3471,14730200833157,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3472,14730200833174,2.0,,,,,,,,,,,,,,,,,
3473,14730200833191,1.0,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,
3474,14740300273001,4.0,,,,,,,,,3.0,,,,,,,,
3475,14740300273002,4.0,,,,,,,,,3.0,,,,,,,,
3476,14740300273003,4.0,,,,,,,,,3.0,,,,,,,,
3477,14740300273004,4.0,,,,,,,,,3.0,,,,,,,,
3478,14740300273005,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3479,14740300273006,1.0,,,,,,,,,,,,,,,,,
3480,14740300273007,,,,,,,,,,,,,,,,,,
3481,14740300273008,4.0,,,,,,,,,3.0,,,,,,,,
3482,14740300273009,4.0,,,,,,,,,3.0,,,,,,,,
3483,14740300273010,4.0,,,,,,,,,4.0,,,,,,,,
3484,14740300273011,5.0,,,,,,,,,4.0,,,,,,,,
3485,14740300273012,4.0,,,,,,,,,3.0,,,,,,,,
3486,14740300546001,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,,,
3487,14740300546013,3.0,,,,,,,,,,,,,,,,,
3488,14740300546025,4.0,,,,,,,,,3.0,,,,,,,,
3489,14740300546037,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3490,14740300546049,4.0,,,,,,,,,3.0,,,,,,,,
3491,14740300546061,4.0,,,,,,,,,3.0,,,,,,,,
3492,14740300546073,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3493,14740300546085,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
3494,14740300546097,3.0,,,,,,,,,,,,,,,,,
3495,14740300546109,4.0,,,,,,,,,3.0,,,,,,,,
3496,14740300546121,4.0,,,,,,,,,3.0,,,,,,,,
3497,14740300546133,3.0,,,,,,,,,4.0,,,,,,,,
3498,14740301003006,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
3499,14740301003030,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,888.0,1.0,2.0,1.0,2.0,1.0
3500,14740301003054,5.0,,,,,,,,,4.0,,,,,,,,
3501,14740301003078,2.0,2.0,1.0,,,,,,,1.0,1.0,2.0,888.0,1.0,1.0,,,
3502,14740301003126,5.0,,,,,,,,,4.0,,,,,,,,
3503,14740301003161,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3504,14740301003174,4.0,,,,,,,,,3.0,,,,,,,,
3505,14740301003176,5.0,,,,,,,,,4.0,,,,,,,,
3506,14740301003180,5.0,,,,,,,,,4.0,,,,,,,,
3507,14740301003222,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3508,14740301003246,1.0,2.0,2.0,1.0,,,,,,1.0,2.0,1.0,,,,,,
3509,14740301003268,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3510,14750400317001,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3511,14750400317002,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3512,14750400317003,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3513,14750400317004,4.0,,,,,,,,,3.0,,,,,,,,
3514,14750400317005,4.0,,,,,,,,,3.0,,,,,,,,
3515,14750400317006,4.0,,,,,,,,,3.0,,,,,,,,
3516,14750400317007,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0
3517,14750400317008,4.0,,,,,,,,,3.0,,,,,,,,
3518,14750400317009,4.0,,,,,,,,,3.0,,,,,,,,
3519,14750400317010,4.0,,,,,,,,,3.0,,,,,,,,
3520,14750400317011,4.0,,,,,,,,,3.0,,,,,,,,
3521,14750400317012,4.0,,,,,,,,,3.0,,,,,,,,
3522,14750400612001,2.0,,,,,,,,,,,,,,,,,
3523,14750400612002,4.0,,,,,,,,,3.0,,,,,,,,
3524,14750400612003,4.0,,,,,,,,,3.0,,,,,,,,
3525,14750400612004,5.0,,,,,,,,,2.0,,,,,,,,
3526,14750400612005,2.0,,,,,,,,,,,,,,,,,
3527,14750400612006,2.0,6.0,1.0,,,,,,,2.0,,,,,,,,
3528,14750400612007,,,,,,,,,,,,,,,,,,
3529,14750400612008,4.0,,,,,,,,,3.0,,,,,,,,
3530,14750400612009,4.0,,,,,,,,,3.0,,,,,,,,
3531,14750400612010,2.0,10.0,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,,
3532,14750400612011,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3533,14750400612012,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3534,14750401001001,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3535,14750401001002,4.0,,,,,,,,,3.0,,,,,,,,
3536,14750401001003,4.0,,,,,,,,,3.0,,,,,,,,
3537,14750401001004,1.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3538,14750401001005,4.0,,,,,,,,,3.0,,,,,,,,
3539,14750401001006,4.0,,,,,,,,,3.0,,,,,,,,
3540,14750401001007,4.0,,,,,,,,,3.0,,,,,,,,
3541,14750401001008,4.0,,,,,,,,,3.0,,,,,,,,
3542,14750401001009,4.0,,,,,,,,,3.0,,,,,,,,
3543,14750401001010,2.0,11.0,1.0,,,,,,,3.0,,,,,,,,
3544,14750401001011,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
3545,14750401001012,4.0,,,,,,,,,3.0,,,,,,,,
3546,14760500307001,4.0,,,,,,,,,3.0,,,,,,,,
3547,14760500307002,4.0,,,,,,,,,3.0,,,,,,,,
3548,14760500307003,4.0,,,,,,,,,4.0,,,,,,,,
3549,14760500307004,4.0,,,,,,,,,3.0,,,,,,,,
3550,14760500307005,4.0,,,,,,,,,3.0,,,,,,,,
3551,14760500307006,4.0,,,,,,,,,3.0,,,,,,,,
3552,14760500307007,4.0,,,,,,,,,3.0,,,,,,,,
3553,14760500307008,4.0,,,,,,,,,3.0,,,,,,,,
3554,14760500307009,3.0,,,,,,,,,3.0,,,,,,,,
3555,14760500307010,4.0,,,,,,,,,3.0,,,,,,,,
3556,14760500307011,5.0,,,,,,,,,3.0,,,,,,,,
3557,14760500307012,4.0,,,,,,,,,3.0,,,,,,,,
3558,14760500307013,4.0,,,,,,,,,3.0,,,,,,,,
3559,14760500307014,4.0,,,,,,,,,3.0,,,,,,,,
3560,14760500307015,4.0,,,,,,,,,3.0,,,,,,,,
3561,14760500307016,5.0,,,,,,,,,4.0,,,,,,,,
3562,14760500307017,4.0,,,,,,,,,3.0,,,,,,,,
3563,14760500307018,4.0,,,,,,,,,3.0,,,,,,,,
3564,14760500307019,4.0,,,,,,,,,3.0,,,,,,,,
3565,14760500307020,4.0,,,,,,,,,3.0,,,,,,,,
3566,14760500318001,1.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3567,14760500318002,1.0,,,,,,,,,,,,,,,,,
3568,14760500318003,4.0,,,,,,,,,3.0,,,,,,,,
3569,14760500318004,4.0,,,,,,,,,3.0,,,,,,,,
3570,14760500318005,4.0,,,,,,,,,3.0,,,,,,,,
3571,14760500318006,1.0,,,,,,,,,1.0,1.0,2.0,1.0,,,,,
3572,14760500318007,4.0,,,,,,,,,3.0,,,,,,,,
3573,14760500318008,4.0,,,,,,,,,3.0,,,,,,,,
3574,14760500318009,4.0,,,,,,,,,3.0,,,,,,,,
3575,14760500318010,2.0,,,,,,,,,4.0,,,,,,,,
3576,14760500318011,4.0,,,,,,,,,3.0,,,,,,,,
3577,14760500318012,4.0,,,,,,,,,3.0,,,,,,,,
3578,14760500318013,4.0,,,,,,,,,3.0,,,,,,,,
3579,14760500318014,4.0,,,,,,,,,3.0,,,,,,,,
3580,14760500318015,4.0,,,,,,,,,3.0,,,,,,,,
3581,14760500318016,4.0,,,,,,,,,3.0,,,,,,,,
3582,14760500318017,4.0,,,,,,,,,3.0,,,,,,,,
3583,14760500318018,4.0,,,,,,,,,3.0,,,,,,,,
3584,14760500318019,5.0,,,,,,,,,4.0,,,,,,,,
3585,14760500318020,4.0,,,,,,,,,3.0,,,,,,,,
3586,14760500330001,5.0,,,,,,,,,4.0,,,,,,,,
3587,14760500330002,4.0,,,,,,,,,3.0,,,,,,,,
3588,14760500330003,5.0,,,,,,,,,4.0,,,,,,,,
3589,14760500330004,5.0,,,,,,,,,4.0,,,,,,,,
3590,14760500330005,4.0,,,,,,,,,3.0,,,,,,,,
3591,14760500330006,4.0,,,,,,,,,3.0,,,,,,,,
3592,14760500330007,5.0,,,,,,,,,4.0,,,,,,,,
3593,14760500330008,5.0,,,,,,,,,4.0,,,,,,,,
3594,14760500330009,5.0,,,,,,,,,4.0,,,,,,,,
3595,14760500330010,5.0,,,,,,,,,4.0,,,,,,,,
3596,14760500330011,3.0,,,,,,,,,,,,,,,,,
3597,14760500330012,5.0,,,,,,,,,4.0,,,,,,,,
3598,14760500330013,5.0,,,,,,,,,4.0,,,,,,,,
3599,14760500330014,5.0,,,,,,,,,4.0,,,,,,,,
3600,14760500330015,5.0,,,,,,,,,4.0,,,,,,,,
3601,14760500330016,5.0,,,,,,,,,4.0,,,,,,,,
3602,14760500330017,5.0,,,,,,,,,4.0,,,,,,,,
3603,14760500330018,5.0,,,,,,,,,4.0,,,,,,,,
3604,14760500330019,5.0,,,,,,,,,4.0,,,,,,,,
3605,14760500330021,,,,,,,,,,,,,,,,,,
3606,14760500409001,4.0,,,,,,,,,3.0,,,,,,,,
3607,14760500409002,2.0,,,,,,,,,,,,,,,,,
3608,14760500409003,4.0,,,,,,,,,3.0,,,,,,,,
3609,14760500409004,2.0,,,,,,,,,,,,,,,,,
3610,14760500409005,,,,,,,,,,,,,,,,,,
3611,14760500409006,4.0,,,,,,,,,3.0,,,,,,,,
3612,14760500409007,4.0,,,,,,,,,3.0,,,,,,,,
3613,14760500409008,2.0,,,,,,,,,,,,,,,,,
3614,14760500409009,4.0,,,,,,,,,3.0,,,,,,,,
3615,14760500409010,4.0,,,,,,,,,3.0,,,,,,,,
3616,14760500409011,4.0,,,,,,,,,3.0,,,,,,,,
3617,14760500409012,2.0,,,,,,,,,,,,,,,,,
3618,14760500409013,4.0,,,,,,,,,3.0,,,,,,,,
3619,14760500409014,4.0,,,,,,,,,3.0,,,,,,,,
3620,14760500409015,1.0,,,,,,,,,,,,,,,,,
3621,14760500409016,4.0,,,,,,,,,3.0,,,,,,,,
3622,14760500409017,,,,,,,,,,,,,,,,,,
3623,14760500409018,,,,,,,,,,,,,,,,,,
3624,14760500409019,1.0,,,,,,,,,,,,,,,,,
3625,14760500409020,4.0,,,,,,,,,3.0,,,,,,,,
3626,14760500430001,5.0,,,,,,,,,3.0,,,,,,,,
3627,14760500430002,5.0,,,,,,,,,3.0,,,,,,,,
3628,14760500430003,5.0,,,,,,,,,3.0,,,,,,,,
3629,14760500430004,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3630,14760500430005,5.0,,,,,,,,,3.0,,,,,,,,
3631,14760500430006,5.0,,,,,,,,,3.0,,,,,,,,
3632,14760500430007,5.0,,,,,,,,,3.0,,,,,,,,
3633,14760500430008,5.0,,,,,,,,,3.0,,,,,,,,
3634,14760500430009,5.0,,,,,,,,,3.0,,,,,,,,
3635,14760500430010,5.0,,,,,,,,,3.0,,,,,,,,
3636,14760500430011,5.0,,,,,,,,,3.0,,,,,,,,
3637,14760500430012,4.0,,,,,,,,,3.0,,,,,,,,
3638,14760500430013,5.0,,,,,,,,,3.0,,,,,,,,
3639,14760500430014,5.0,,,,,,,,,3.0,,,,,,,,
3640,14760500430015,5.0,,,,,,,,,3.0,,,,,,,,
3641,14760500430016,5.0,,,,,,,,,3.0,,,,,,,,
3642,14760500430017,5.0,,,,,,,,,3.0,,,,,,,,
3643,14760500430018,4.0,,,,,,,,,3.0,,,,,,,,
3644,14760500430019,5.0,,,,,,,,,3.0,,,,,,,,
3645,14760500430020,5.0,,,,,,,,,3.0,,,,,,,,
3646,14760500507001,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,
3647,14760500507002,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,
3648,14760500507003,4.0,,,,,,,,,3.0,,,,,,,,
3649,14760500507004,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,
3650,14760500507005,3.0,,,,,,,,,4.0,,,,,,,,
3651,14760500507006,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,
3652,14760500507007,4.0,,,,,,,,,3.0,,,,,,,,
3653,14760500507008,4.0,,,,,,,,,3.0,,,,,,,,
3654,14760500507009,4.0,,,,,,,,,3.0,,,,,,,,
3655,14760500507010,2.0,1.0,2.0,888.0,1.0,888.0,1.0,888.0,1.0,,,,,,,,,
3656,14760500507011,4.0,,,,,,,,,3.0,,,,,,,,
3657,14760500507012,2.0,2.0,2.0,888.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,
3658,14760500507013,4.0,,,,,,,,,3.0,,,,,,,,
3659,14760500507014,2.0,,,,,,,,,,,,,,,,,
3660,14760500507015,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,
3661,14760500507016,2.0,,,,,,,,,,,,,,,,,
3662,14760500507017,4.0,,,,,,,,,3.0,,,,,,,,
3663,14760500507018,4.0,,,,,,,,,3.0,,,,,,,,
3664,14760500507019,4.0,,,,,,,,,3.0,,,,,,,,
3665,14760500507020,2.0,2.0,2.0,888.0,1.0,888.0,1.0,888.0,1.0,2.0,,,,,,,,
3666,14760500517001,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
3667,14760500517002,4.0,,,,,,,,,3.0,,,,,,,,
3668,14760500517003,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3669,14760500517004,4.0,,,,,,,,,3.0,,,,,,,,
3670,14760500517005,4.0,,,,,,,,,3.0,,,,,,,,
3671,14760500517006,4.0,,,,,,,,,3.0,,,,,,,,
3672,14760500517007,4.0,,,,,,,,,3.0,,,,,,,,
3673,14760500517008,4.0,,,,,,,,,3.0,,,,,,,,
3674,14760500517009,2.0,1.0,1.0,,,,,,,4.0,,,,,,,,
3675,14760500517010,4.0,,,,,,,,,3.0,,,,,,,,
3676,14760500517011,4.0,,,,,,,,,3.0,,,,,,,,
3677,14760500517012,4.0,,,,,,,,,3.0,,,,,,,,
3678,14760500517013,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3679,14760500517014,2.0,,,,,,,,,3.0,,,,,,,,
3680,14760500517015,4.0,,,,,,,,,3.0,,,,,,,,
3681,14760500517016,4.0,,,,,,,,,3.0,,,,,,,,
3682,14760500517018,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3683,14760500517019,2.0,,,,,,,,,3.0,,,,,,,,
3684,14760500517020,4.0,,,,,,,,,3.0,,,,,,,,
3685,14760500517044,4.0,,,,,,,,,3.0,,,,,,,,
3686,14760500527001,4.0,,,,,,,,,3.0,,,,,,,,
3687,14760500527002,5.0,,,,,,,,,4.0,,,,,,,,
3688,14760500527003,5.0,,,,,,,,,1.0,1.0,1.0,,,,,,
3689,14760500527004,5.0,,,,,,,,,4.0,,,,,,,,
3690,14760500527005,5.0,,,,,,,,,4.0,,,,,,,,
3691,14760500527006,,,,,,,,,,3.0,,,,,,,,
3692,14760500527007,,,,,,,,,,,,,,,,,,
3693,14760500527008,,,,,,,,,,,,,,,,,,
3694,14760500527009,,,,,,,,,,,,,,,,,,
3695,14760500527010,5.0,,,,,,,,,3.0,,,,,,,,
3696,14760500527011,4.0,,,,,,,,,3.0,,,,,,,,
3697,14760500527012,4.0,,,,,,,,,3.0,,,,,,,,
3698,14760500527013,4.0,,,,,,,,,3.0,,,,,,,,
3699,14760500527014,,,,,,,,,,,,,,,,,,
3700,14760500527015,,,,,,,,,,,,,,,,,,
3701,14760500527016,5.0,,,,,,,,,3.0,,,,,,,,
3702,14760500527017,5.0,,,,,,,,,4.0,,,,,,,,
3703,14760500527018,5.0,,,,,,,,,4.0,,,,,,,,
3704,14760500527019,5.0,,,,,,,,,4.0,,,,,,,,
3705,14760500527020,4.0,,,,,,,,,3.0,,,,,,,,
3706,14760500532001,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,,,,,,,,
3707,14760500532002,5.0,,,,,,,,,4.0,,,,,,,,
3708,14760500532003,5.0,,,,,,,,,4.0,,,,,,,,
3709,14760500532004,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,
3710,14760500532005,2.0,,,,,,,,,,,,,,,,,
3711,14760500532006,4.0,,,,,,,,,3.0,,,,,,,,
3712,14760500532007,4.0,,,,,,,,,3.0,,,,,,,,
