,HHID,C144,C146_wm,C146_tm,C147_wm,C147_tm,C148_wm,C148_tm,C149,C150,C152,C153,C154,C155,C155_other,C156,C157,C157_other,C158,C159,C160,C161,C162,C163,C164,C165
209,02070101804051,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
210,02070101804061,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
211,02070101804071,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
212,02070101804081,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
213,02070101804091,,,,,,,,,,,,,,,,,,9.0,,,,,,,
214,02070101804101,,,,,,,,,,,,,,,,,,9.0,,,,,,,
215,02070101804111,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
216,02070101901002,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,2008.0,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
217,02070101901014,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,5.0
218,02070101901026,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2005.0,1.0,8.0,,1.0,3.0,,5.0,2.0,,,,1.0,1.0,1.0
219,02070101901038,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,60.0
220,02070101901050,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
221,02070101901062,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
222,02070101901074,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
223,02070101901086,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
224,02070101901098,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
225,02070101901110,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
226,02070101901122,,,,,,,,,,,,,,,,,,9.0,,,,,,,
227,02070101901134,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,5.0
228,02070200101003,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
229,02070200101011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
230,02070200101019,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
231,02070200101027,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
232,02070200101035,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
233,02070200101043,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
234,02070200101051,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
235,02070200101059,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
236,02070200101067,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
237,02070200101075,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
238,02070200101083,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
239,02070200101091,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
240,02070300104005,1.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,2008.0,2.0,,,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
241,02070300104016,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
242,02070300104027,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
243,02070300104038,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
244,02070300104049,2.0,2.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2008.0,2.0,,,2.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
245,02070300104060,2.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,2008.0,2.0,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
246,02070300104071,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
247,02070300104082,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
248,02070300104093,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
249,02070300104104,2.0,2.0,4.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,2008.0,2.0,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
250,02070300104115,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
251,02070300104126,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
252,02070300111005,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,0.0,
253,02070300111015,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
254,02070300111025,1.0,0.0,12.0,0.0,4.0,0.0,4.0,2.0,1.0,2.0,2007.0,2.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,0.0,
255,02070300111035,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
256,02070300111045,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
257,02070300111055,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,0.0,
258,02070300111065,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
259,02070300111075,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
260,02070300111085,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
261,02070300111095,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
262,02070300111105,2.0,5.0,12.0,4.0,4.0,3.0,5.0,2.0,2.0,1.0,2008.0,2.0,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
263,02070300111115,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
264,02070300205006,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,0.0,
265,02070300205011,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
266,02070300205016,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
267,02070300205021,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
268,02070300205026,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
269,02070300205031,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
270,02070300205036,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
271,02070300205041,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
272,02070300205046,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
273,02070300205051,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
274,02070300205056,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
275,02070300205061,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
276,02070300212007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
277,02070300212015,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
278,02070300212023,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
279,02070300212031,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
280,02070300212039,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
281,02070300212047,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
282,02070300212055,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
283,02070300212063,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
284,02070300212071,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
285,02070300212079,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
286,02070300212087,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
287,02070300212095,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
288,02070501103003,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
289,02070501103013,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
290,02070501103023,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
291,02070501103033,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
292,02070501103041,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2008.0,1.0,8.0,,1.0,6.0,,5.0,2.0,,,,2.0,1.0,5.0
293,02070501103049,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
294,02070501103059,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
295,02070501103079,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
296,02070501103089,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
297,02070501103103,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
298,02070501103106,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
299,02070501103133,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
300,02070501302004,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
301,02070501302016,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
302,02070501302028,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
303,02070501302040,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
304,02070501302052,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
305,02070501302064,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
306,02070501302076,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
307,02070501302088,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
308,02070501302100,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
309,02070501302112,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
310,02070501302124,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
311,02070501302136,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
312,02080300102008,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,20.0
313,02080300102022,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
314,02080300102036,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
315,02080300102050,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2008.0,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
316,02080300102064,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,1.0,5.0,2008.0,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
317,02080300102078,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
318,02080300102092,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
319,02080300102106,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
320,02080300102120,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
321,02080300102134,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
322,02080300102148,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
323,02080300102162,,,,,,,,,,,,,,,,,,9.0,,,,,,,
324,02080300404004,1.0,2.0,3.0,0.0,3.0,2.0,3.0,2.0,1.0,5.0,2009.0,2.0,,,2.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
325,02080300404015,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
326,02080300404026,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
327,02080300404037,1.0,5.0,8.0,4.0,4.0,5.0,6.0,2.0,1.0,1.0,2000.0,2.0,,,2.0,555.0,,1.0,111.0,,,,,,
328,02080300404048,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
329,02080300404059,,,,,,,,,,,,,,,,,,1.0,111.0,,,,,,
330,02080300404070,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
331,02080300404081,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
332,02080300404092,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
333,02080300404104,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
334,02080300404130,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
335,02080300404156,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
336,02090100104008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
337,02090100104020,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
338,02090100104032,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
339,02090100104044,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
340,02090100104056,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
341,02090100104068,,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,0.0,
342,02090100104080,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
343,02090100104092,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
344,02090100104104,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
345,02090100104116,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
346,02090100104128,1.0,2.0,8.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,,2.0,,,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
347,02090100104140,1.0,8.0,10.0,2.0,4.0,3.0,5.0,2.0,1.0,2.0,2008.0,2.0,,,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
348,02090200123004,1.0,5.0,12.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2007.0,2.0,,,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
349,02090200123018,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
350,02090200123032,1.0,5.0,8.0,4.0,4.0,0.0,1.0,2.0,1.0,2.0,2007.0,2.0,,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
351,02090200123046,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
352,02090200123060,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
353,02090200123074,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
354,02090200123088,1.0,10.0,12.0,3.0,4.0,0.0,1.0,2.0,1.0,2.0,2007.0,2.0,,,3.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
355,02090200123102,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
356,02090200123116,1.0,4.0,8.0,4.0,4.0,4.0,8.0,2.0,1.0,2.0,2008.0,2.0,,,2.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
357,02090200123130,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
358,02090200123144,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
359,02090200123158,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
360,02100100401006,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,100.0
361,02100100401026,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
362,02100100401046,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,50.0
363,02100100401066,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,40.0
364,02100100401086,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
365,02100100401106,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
366,02100100401126,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,1.0
367,02100100401146,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
368,02100100401166,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,5.0
369,02100100401186,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
370,02100100401206,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
371,02100100401226,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,100.0
372,02100100501005,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
373,02100100501024,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
374,02100100501043,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
375,02100100501062,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
376,02100100501081,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
377,02100100501100,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
378,02100100501119,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,30.0
379,02100100501138,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,20.0
380,02100100501157,,,,,,,,,,,,,,,,,,8.0,2.0,,,,2.0,0.0,
381,02100100501176,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
382,02100100501195,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
383,02100100501214,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
384,02100200904005,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,40.0
385,02100200904016,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,50.0
386,02100200904027,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,50.0
387,02100200904038,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
388,02100200904049,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
389,02100200904060,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
390,02100200904071,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,60.0
391,02100200904082,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
392,02100200904093,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
393,02100200904104,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
394,02100200904115,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
395,02100200904126,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,5.0
396,03110300605013,1.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2008.0,1.0,8.0,,1.0,1.0,,5.0,111.0,,,,,,
397,03110300605030,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
398,03110300605047,,,,,,,,,,,,,,,,,,9.0,,,,,,,
399,03110300605064,1.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,1.0,4.0,2008.0,2.0,,,1.0,6.0,,5.0,111.0,,,,,,
400,03110300605081,,,,,,,,,,,,,,,,,,9.0,,,,,,,
401,03110300605098,1.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2008.0,1.0,6.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
402,03110300605115,1.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,1.0,4.0,2008.0,2.0,,,1.0,6.0,,5.0,111.0,,,,,,
403,03110300605132,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
404,03110300605149,,,,,,,,,,,,,,,,,,9.0,,,,,,,
405,03110300605166,,,,,,,,,,,,,,,,,,9.0,,,,,,,
406,03110300605183,,,,,,,,,,,,,,,,,,9.0,,,,,,,
407,03110300605200,,,,,,,,,,,,,,,,,,9.0,,,,,,,
408,03110301501010,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,12.0
409,03110301501025,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
410,03110301501040,1.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,1.0,4.0,2008.0,2.0,,,1.0,6.0,,5.0,2.0,,,,1.0,0.0,
411,03110301501055,1.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,2009.0,2.0,,,1.0,6.0,,5.0,2.0,,,,1.0,2.0,20.0
412,03110301501070,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
413,03110301501085,1.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,2008.0,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
414,03110301501100,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
415,03110301501115,1.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,2008.0,1.0,8.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,8.0
416,03110301501130,1.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2008.0,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
417,03110301501145,,,,,,,,,,,,,,,,,,9.0,,,,,,,
418,03110301501160,1.0,2.0,5.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,2008.0,1.0,6.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,20.0
419,03110301501175,,,,,,,,,,,,,,,,,,9.0,,,,,,,
420,03110800110001,,,,,,,,,,,,,,,,,,9.0,,,,,,,
421,03110800110002,,,,,,,,,,,,,,,,,,9.0,,,,,,,
422,03110800110003,,,,,,,,,,,,,,,,,,9.0,,,,,,,
423,03110800110008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
424,03110800110030,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
425,03110800110052,,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,0.0,
426,03110800110074,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
427,03110800110096,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,2.0,0.0
428,03110800110118,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
429,03110800110140,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
430,03110800110162,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
431,03110800110184,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
432,03110800701014,,,,,,,,,,,,,,,,,,8.0,111.0,,,,,,
433,03110800701029,1.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,2008.0,1.0,8.0,,1.0,6.0,,5.0,111.0,,,,,,
434,03110800701044,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,1.0,12.0
435,03110800701059,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,15.0
436,03110800701074,1.0,1.0,6.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,2007.0,1.0,8.0,,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0
437,03110800701089,1.0,1.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,2008.0,1.0,8.0,,1.0,6.0,,5.0,2.0,,,,1.0,1.0,1.0
438,03110800701104,1.0,2.0,5.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2009.0,2.0,,,1.0,6.0,,5.0,111.0,,,,,,
439,03110800701119,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,16.0
440,03110800701134,,,,,,,,,,,,,,,,,,9.0,,,,,,,
441,03110800701149,,,,,,,,,,,,,,,,,,9.0,,,,,,,
442,03110800701164,,,,,,,,,,,,,,,,,,9.0,,,,,,,
443,03110800701179,,,,,,,,,,,,,,,,,,9.0,,,,,,,
444,03111700101001,,,,,,,,,,,,,,,,,,8.0,2.0,,,,1.0,2.0,60.0
445,03111700101002,,,,,,,,,,,,,,,,,,,,,,,,,
446,03111700101003,,,,,,,,,,,,,,,,,,9.0,,,,,,,
447,03111700101013,1.0,6.0,6.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2007.0,2.0,,,2.0,6.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
448,03111700101037,,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,0.0,
449,03111700101061,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
450,03111700101085,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
451,03111700101109,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
452,03111700101133,,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,0.0,
453,03111700101157,,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,0.0,
454,03111700101181,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
455,03111700101205,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
456,03111800604007,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
457,03111800604026,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
458,03111800604045,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
459,03111800604064,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
460,03111800604083,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
461,03111800604102,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
462,03111800604121,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
463,03111800604140,,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,0.0,
464,03111800604159,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
465,03111800604178,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
466,03111800604197,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
467,03111800604216,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
468,03111801205008,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
469,03111801205017,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
470,03111801205026,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
471,03111801205035,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,0.0,
