,CommunityID,HI_1,HI_2,HI_3,HI_4,HI_5,HI_6,A8,Facility,K4,K5,K6,K7,K10,K11,K12,K13,K15,K16_am,K17_pm,K18,K19,K20,K21,K22,K23,K24,K25,K26_hour,K26_minute,K27,K28,K29,K30,K31,K32_c,K32_u,K33,K34,K35,K36,K37,K38,K39,K40,K41,K42,K43,K44,K45,K46,K47,K48,K49,K50,K51,K52,K53,K54,K55,K56,K57
584,07540401303,7,54,4,13,3,2,3,4,1,6,3.0,6.0,8,106,150.0,,,         2,        12,1,,1.0,18.0,1,2.0,1.0,12.0,1.0,0.0,2.0,2,1.0,1.0,5000.0,1.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,2.0,2,2,,,,,
585,04261701902,4,26,17,19,2,2,1,4,2,5,4.0,8.0,7,2,5.0,,,         2,        12,2,1.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
586,05400100401,5,40,1,4,1,2,6,3,1,2,6.0,8.0,10,2,56.0,,,        11,        12,2,2.0,,7.0,2,2.0,1.0,12.0,1.0,25.0,2.0,2,3.0,3.0,190.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
587,04320501610,4,32,5,16,10,2,10,1,1,5,3.0,2.0,7,31,25.0,,,         2,        12,2,1.0,,6.0,2,888.0,,,,,,2,555.0,555.0,23.0,23.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,1.0,2,2,,,,,
588,07661900421,7,66,19,4,21,1,1,3,1,5,7.0,8.0,14,50,40.0,,,         2,        12,1,,1.0,16.0,1,,1.0,3.0,1.0,30.0,2.0,2,3.0,3.0,250.0,100.0,1.0,1.0,,,,,,,,,,,,2,1,1,1,1.0,3.0,1,2,,,,,
589,07661900106,7,66,19,1,6,1,1,3,2,5,3.0,5.0,7,30,50.0,,,         2,        12,1,,1.0,5.0,1,,1.0,1.0,2.0,40.0,3.0,2,3.0,3.0,100.0,0.8,1.0,1.0,,,,,,,,,,,,1,1,3,2,,3.0,2,2,,,,,
590,07540401003,7,54,4,10,3,2,4,3,1,5,3.0,6.0,1,106,150.0,,,         2,        12,1,,1.0,24.0,1,,1.0,4.0,1.0,20.0,2.0,2,1.0,9.0,5000.0,1.0,2.0,2.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
591,07570900601,7,57,9,6,1,2,1,4,1,3,6.0,12.0,11,3,400.0,,,        12,        12,2,1.0,,888.0,2,1.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
592,04242204001,4,24,22,40,1,2,1,4,1,2,6.0,6.0,11,2,250.0,,,        12,        12,2,1.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,2,2,,7.0,2,2,,,,,
593,03141001902,3,14,10,19,2,2,19,1,1,2,1.0,2.0,1,11,340.0,,,2,        12,2,7.0,,0.0,2,888.0,,,,,,2,4.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,3,2,,555.0,2,2,,,,,
594,15710101201,15,71,1,12,1,2,3,1,1,5,2.0,6.0,1,6,300.0,,,2,        12,2,1.0,,888.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
595,03141800910,3,14,18,9,10,1,2,2,2,5,3.0,5.0,7,4,10.0,,,         2,        12,1,,1.0,7.0,2,1.0,1.0,15.0,1.0,0.0,1.0,2,4.0,8.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
596,06460500108,6,46,5,1,8,1,5,3,1,2,6.0,25.0,10,3,16.0,,,         2,        12,2,2.0,,10.0,2,2.0,1.0,6.0,3.0,48.0,3.0,2,,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,2.0,2,2,,,,,
597,07590800501,7,59,8,5,1,2,1,4,1,4,6.0,1.0,11,2,250.0,,,        12,        12,2,7.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
598,06470300204,6,47,3,2,4,1,1,2,1,5,2.0,1.0,1,13,300.0,,,         2,        12,2,2.0,,6.0,2,3.0,1.0,4.0,7.0,0.0,3.0,2,3.0,3.0,200.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,6.0,2.0,2,2,,,,,
599,02070101804,2,7,1,18,4,2,1,2,1,5,3.0,3.0,9,4,10.0,,,        12,        12,1,,4.0,12.0,2,1.0,2.0,,,,,1,,,,,,,2005.0,2.0,2.0,,-888.0,2.0,1.0,2.0,0.0,2.0,3.0,1,2,3,2,,1.0,1,2,,,,,
600,07530302901,7,53,3,29,1,2,2,2,1,6,10.0,4.0,8,104,100.0,,,         2,        12,1,,1.0,4.0,1,,1.0,25.0,6.0,0.0,3.0,2,1.0,1.0,11521.0,1.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
601,06480201401,6,48,2,14,1,2,1,3,1,2,6.0,2.0,11,2,500.0,,,        12,        12,1,,4.0,4.0,2,3.0,2.0,,,,,1,,,,,,,2006.0,1.0,2.0,,3500.0,6.0,2.0,5.0,0.0,2.0,5.0,2,2,2,2,,6.0,2,2,,,,,
602,07560202402,7,56,2,24,2,2,8,4,1,5,3.0,1.0,7,23,60.0,,,        12,        12,1,,4.0,16.0,2,2.0,2.0,,,,,1,,,,,,,2009.0,2.0,2.0,,-888.0,4.0,1.0,2.0,1.0,1.0,1.0,1,2,3,2,,3.0,2,2,,,,,
603,06470301201,6,47,3,12,1,2,1,3,1,2,6.0,15.0,11,4,200.0,,,        12,        12,2,1.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,2,2,,7.0,2,2,,,,,
604,01010400804,1,1,4,8,4,2,1,3,1,1,6.0,12.0,10,8,250.0,,,         1,        12,2,7.0,,888.0,2,888.0,,,,,,2,555.0,3.0,100.0,5.0,3.0,2.0,,,,,,,,,,,,2,2,2,2,,6.0,2,2,,,,,
605,12670500701,12,67,5,7,1,2,1,4,1,3,6.0,2.0,11,2,350.0,,,        12,        12,2,1.0,,888.0,2,1.0,,,,,,2,4.0,8.0,-888.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
606,07630102501,7,63,1,25,1,2,15,4,1,6,15.0,1.0,8,94,100.0,,,        12,        12,1,,1.0,6.0,1,2.0,1.0,5.0,4.0,24.0,3.0,2,1.0,1.0,12000.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
607,07530400605,7,53,4,6,5,1,1,2,2,6,3.0,3.0,7,35,40.0,,,         2,        12,1,,1.0,8.0,1,,1.0,5.0,2.0,30.0,2.0,2,3.0,3.0,350.0,200.0,1.0,1.0,,,,,,,,,,,,1,1,3,1,4.0,3.0,2,2,,,,,
608,07640101801,7,64,1,18,1,2,22,4,1,6,15.0,2.0,7,31,40.0,,,         2,        12,1,,1.0,8.0,2,1.0,1.0,20.0,4.0,0.0,3.0,2,1.0,1.0,7200.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
609,04300400106,4,30,4,1,6,1,6,2,1,6,14.0,1.0,7,13,50.0,,,        12,        12,1,,1.0,21.0,2,2.0,1.0,4.0,5.0,0.0,2.0,2,1.0,1.0,950.0,-888.0,1.0,1.0,,,,,,,,,,,,2,2,2,1,3.0,2.0,2,2,,,,,
610,07590401603,7,59,4,16,3,2,1,4,1,2,6.0,6.0,11,3,350.0,,,        12,        12,1,,3.0,2.0,2,1.0,2.0,,,,,2,3.0,8.0,250.0,20.0,2.0,2.0,,,,,,,,,,,,2,2,3,2,,6.0,2,2,,,,,
611,02100100401,2,10,1,4,1,2,6,4,1,3,8.0,1.0,12,3,5.0,,,         2,        12,2,1.0,,888.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
612,03130803001,3,13,8,30,1,2,20,2,2,5,3.0,12.0,7,6,20.0,,,        12,        12,1,,1.0,21.0,2,2.0,1.0,16.0,11.0,0.0,2.0,2,1.0,1.0,40.0,0.45,1.0,2.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
613,02100200904,2,10,2,9,4,2,5,2,1,5,3.0,10.0,9,3,15.0,,,         2,        12,1,,5.0,12.0,2,2.0,2.0,,,,,1,,,,,,,2009.0,2.0,2.0,,-888.0,6.0,2.0,5.0,0.0,2.0,5.0,2,2,3,1,5.0,6.0,2,2,,,,,
614,03200200209,3,20,2,2,9,1,4,2,1,6,15.0,2.0,7,72,150.0,,,         2,        12,1,,1.0,18.0,2,2.0,1.0,10.0,8.0,20.0,3.0,2,1.0,1.0,207.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,2.0,2,2,,,,,
615,03140400104,3,14,4,1,4,1,1,2,1,6,4.0,2.0,7,32,15.0,,,        12,        12,1,,1.0,18.0,2,1.0,1.0,12.0,2.0,30.0,1.0,2,1.0,1.0,305.0,0.6,1.0,1.0,,,,,,,,,,,,2,2,1,1,3.0,2.0,1,1,1.0,2.0,1.0,2.0,2.0
616,04330801809,4,33,8,18,9,2,7,1,1,5,8.0,2.0,12,10,3.0,,,         3,        12,2,1.0,,0.0,2,1.0,,,,,,2,,,,,,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
617,07610101604,7,61,1,16,4,2,10,2,1,2,8.0,1.0,12,1,2.0,,,         2,        12,2,7.0,,0.0,2,888.0,,,,,,2,,,40.0,-888.0,3.0,2.0,,,,,,,,,,,,2,2,2,2,,,2,2,,,,,
618,14760500507,14,76,5,5,7,1,9,2,1,5,4.0,3.0,7,134,350.0,,,        12,        12,1,,1.0,22.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,3400.0,2600.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
619,14760500802,14,76,5,8,2,1,11,2,1,6,4.0,5.0,7,134,250.0,,,        12,        12,1,,1.0,22.0,1,,1.0,7.0,5.0,30.0,2.0,2,1.0,1.0,2000.0,1204.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
620,04311201223,4,31,12,12,23,2,23,3,1,6,8.0,4.0,12,4,25.0,,,         2,        12,1,,4.0,0.0,2,888.0,2.0,,,,,1,,,,,,,1900.0,1.0,2.0,,2500.0,2.0,1.0,2.0,3.0,1.0,2.0,1,2,3,2,,555.0,2,2,,,,,
621,07560201903,7,56,2,19,3,2,9,2,1,5,7.0,1.0,14,3,5.0,,,         2,        12,1,,1.0,12.0,2,1.0,1.0,20.0,1.0,20.0,2.0,2,1.0,5.0,25.0,1.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,1.0,2,2,,,,,
622,07551300206,7,55,13,2,6,1,1,2,1,5,7.0,10.0,14,12,20.0,,,        12,        12,2,2.0,,12.0,1,,1.0,2.0,2.0,30.0,2.0,2,3.0,3.0,100.0,100.0,1.0,1.0,,,,,,,,,,,,2,1,3,1,1.0,3.0,1,2,,,,,
623,05410415801,5,41,4,158,1,2,1,4,1,1,6.0,42.0,10,4,120.0,,,        12,        12,1,,6.0,6.0,2,1.0,2.0,,,,,2,3.0,3.0,250.0,5.0,3.0,2.0,,,,,,,,,,,,1,2,3,2,,6.0,2,2,,,,,
624,02080300404,2,8,3,4,4,2,8,4,1,2,8.0,22.0,12,5,3.0,,,         2,        12,1,,1.0,888.0,2,3.0,1.0,18.0,8.0,45.0,3.0,2,1.0,1.0,-888.0,-888.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
625,06460500108,6,46,5,1,8,1,5,4,1,2,7.0,6.0,10,35,25.0,,,         2,        12,2,2.0,,12.0,2,2.0,1.0,3.0,1.0,30.0,2.0,2,2.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,2.0,2,2,,,,,
626,05400301101,5,40,3,11,1,2,1,1,1,5,1.0,4.0,1,5,120.0,,,         7,        12,2,1.0,,0.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,3,2,,555.0,2,2,,,,,
627,07520301304,7,52,3,13,4,2,18,4,1,8,14.0,3.0,8,294,250.0,,,         3,        12,1,,1.0,18.0,1,3.0,1.0,20.0,3.0,0.0,3.0,2,1.0,1.0,13000.0,0.27,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
628,04320400608,4,32,4,6,8,2,3,1,1,5,2.0,4.0,1,19,89.0,,,         2,        12,2,7.0,,2.0,2,1.0,,,,,,2,1.0,555.0,25.0,25.0,3.0,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
629,04311103311,4,31,11,33,11,2,10,2,1,3,4.0,13.0,7,2,5.0,,,         2,        12,2,1.0,,2.0,2,2.0,,,,,,2,,,,,,,,,,,,,,,,,,2,2,1,2,,,2,2,,,,,
630,14760500811,14,76,5,8,11,1,12,2,1,6,4.0,5.0,7,134,250.0,,,        12,        12,1,,1.0,22.0,1,,1.0,7.0,5.0,30.0,2.0,2,1.0,1.0,2000.0,1204.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
631,07520701406,7,52,7,14,6,2,19,4,1,6,1.0,1.0,17,26,12.0,,,         3,        12,1,,1.0,2.0,1,2.0,1.0,30.0,8.0,480.0,3.0,2,1.0,1.0,800.0,21.0,2.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
632,07550200101,7,55,2,1,1,2,16,3,1,5,8.0,13.0,15,7,15.0,,,         2,        12,1,,1.0,12.0,2,1.0,1.0,8.0,4.0,0.0,1.0,2,555.0,1.0,30.0,0.27,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
633,05410603406,5,41,6,34,6,2,4,3,1,1,6.0,15.0,10,5,85.0,,,        12,        12,1,,4.0,5.0,2,2.0,2.0,,,,,1,,,,,,,-888.0,1.0,2.0,,2500.0,1.0,2.0,1.0,0.0,2.0,1.0,2,2,3,2,,1.0,2,1,1.0,2.0,2.0,2.0,2.0
634,03130202504,3,13,2,25,4,2,16,2,2,5,4.0,9.0,7,1,5.0,,,        12,        12,1,,5.0,6.0,2,888.0,2.0,,,,,1,,,,,,,2007.0,2.0,2.0,,-888.0,1.0,2.0,1.0,3.0,2.0,1.0,1,2,3,1,7.0,6.0,2,2,,,,,
635,04220800303,4,22,8,3,3,2,1,3,1,2,6.0,42.0,11,3,300.0,,,        12,        12,2,7.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
636,05400101201,5,40,1,12,1,2,7,3,1,1,6.0,8.0,10,4,165.0,,,        12,        12,1,,5.0,2.0,1,,2.0,,,,,1,,,,,,,2008.0,1.0,1.0,6.0,1250.0,1.0,2.0,1.0,1.0,1.0,5.0,1,2,3,2,,6.0,2,2,,,,,
637,07661900106,7,66,19,1,6,1,1,4,1,5,7.0,6.0,14,20,50.0,,,        12,        12,2,2.0,,2.0,2,2.0,2.0,,,,,2,3.0,3.0,800.0,0.5,1.0,1.0,,,,,,,,,,,,2,1,3,2,,3.0,2,2,,,,,
638,07650105703,7,65,1,57,3,2,20,3,1,6,11.0,3.0,15,6,10.0,,,         3,        12,2,5.0,,888.0,2,1.0,,,,,,2,1.0,8.0,24.0,24.0,2.0,2.0,,,,,,,,,,,,2,2,3,2,,5.0,2,2,,,,,
639,07560201903,7,56,2,19,3,2,9,3,1,5,3.0,2.0,7,15,20.0,,,         2,        12,1,,1.0,12.0,2,3.0,1.0,12.0,2.0,0.0,3.0,2,1.0,1.0,300.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,1,7.0,3.0,2,2,,,,,
640,06470300204,6,47,3,2,4,1,1,1,1,3,3.0,10.0,7,20,35.0,,,         2,        12,2,2.0,,5.0,2,3.0,1.0,8.0,9.0,0.0,3.0,2,2.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,1,2,3,2,,2.0,2,2,,,,,
641,03130803001,3,13,8,30,1,2,20,4,1,2,8.0,10.0,12,7,60.0,,,2,        12,1,,1.0,5.0,2,2.0,1.0,12.0,11.0,9.0,2.0,2,1.0,1.0,20.0,25.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
642,02070501103,2,7,5,11,3,2,3,4,1,3,8.0,12.0,12,5,3.0,,,         2,        12,1,,1.0,6.0,2,2.0,1.0,8.0,3.0,45.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,5.0,2,2,,,,,
643,02070101804,2,7,1,18,4,2,1,4,1,3,8.0,12.0,12,3,3.0,,,         2,        12,2,1.0,,0.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,555.0,2,2,,,,,
644,03150300905,3,15,3,9,5,2,5,1,1,5,1.0,4.0,1,7,134.0,,,2,        12,2,1.0,,0.0,2,1.0,,,,,,2,4.0,8.0,45.0,15.0,555.0,2.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
645,04360101402,4,36,1,14,2,1,4,2,1,5,12.0,15.0,8,513,2000.0,,,2,        12,1,,1.0,24.0,1,,1.0,4.0,3.0,0.0,3.0,2,1.0,1.0,5000.0,0.27,1.0,1.0,,,,,,,,,,,,1,1,3,1,1.0,3.0,2,2,,,,,
646,04260803103,4,26,8,31,3,2,1,4,1,3,6.0,20.0,11,20,200.0,,,        12,        12,1,,4.0,4.0,2,888.0,2.0,,,,,1,,,,,,,2002.0,1.0,2.0,,150.0,6.0,2.0,5.0,0.0,1.0,5.0,2,2,3,2,,6.0,2,2,,,,,
647,03140901602,3,14,9,16,2,2,21,1,1,5,1.0,4.0,1,6,141.0,,,2,12,2,1.0,,0.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,3,2,,555.0,2,2,,,,,
648,03141000205,3,14,10,2,5,2,18,3,1,1,6.0,2.0,10,1,60.0,,,         5,        15,1,,1.0,10.0,1,,1.0,22.0,14.0,40.0,3.0,2,1.0,1.0,25.0,0.3,1.0,2.0,,,,,,,,,,,,2,2,2,1,7.0,3.0,2,2,,,,,
649,05400401501,5,40,4,15,1,2,2,2,2,3,4.0,5.0,7,2,10.0,,,2,5,1,,5.0,20.0,1,,2.0,,,,,1,,,,,,,2006.0,2.0,2.0,,-888.0,6.0,1.0,3.0,0.0,2.0,5.0,1,2,3,2,,6.0,2,2,,,,,
650,05400301101,5,40,3,11,1,2,1,4,1,5,8.0,2.0,12,2,30.0,,,2,        17,2,1.0,,0.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,3,2,,555.0,2,2,,,,,
651,03130803001,3,13,8,30,1,2,20,3,1,5,6.0,9.0,10,30,50.0,,,         6,10,1,,1.0,20.0,2,3.0,1.0,30.0,28.0,0.0,3.0,2,1.0,1.0,900.0,1100.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
652,14760500527,14,76,5,5,27,1,7,3,1,5,6.0,2.0,10,140,250.0,,,         5,10,1,,1.0,14.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,4500.0,2500.0,1.0,2.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
653,03141001902,3,14,10,19,2,2,19,3,1,1,6.0,15.0,10,1,30.0,,,         6,10,1,,1.0,7.0,2,3.0,1.0,25.0,30.0,0.0,3.0,2,1.0,1.0,30.0,0.35,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
654,04311200105,4,31,12,1,5,1,10,2,1,6,4.0,1.0,7,29,55.0,,,        12,12,1,,1.0,18.0,1,,1.0,90.0,3.0,0.0,3.0,2,4.0,1.0,900.0,0.27,1.0,1.0,,,,,,,,,,,,1,2,3,2,,2.0,1,2,,,,,
655,05400301101,5,40,3,11,1,2,1,3,1,1,6.0,2.0,10,2,30.0,,,11,10,2,5.0,,0.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,3,2,,555.0,2,2,,,,,
656,14720100702,14,72,1,7,2,1,1,2,1,6,4.0,3.0,7,65,120.0,,,         2,10,1,,1.0,22.0,1,,1.0,12.0,2.0,20.0,3.0,2,1.0,1.0,350.0,2.0,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
657,03190202501,3,19,2,25,1,2,8,1,1,6,1.0,2.0,1,22,581.0,,,1:45,10:45,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
658,04381100116,4,38,11,1,16,1,1,2,1,6,4.0,10.0,7,46,60.0,,,2,11,1,,1.0,24.0,2,2.0,1.0,3.0,1.0,30.0,2.0,2,1.0,1.0,1700.0,0.27,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
659,04292500402,4,29,25,4,2,1,4,2,1,5,4.0,10.0,7,53,200.0,,,2,11,1,,1.0,24.0,2,2.0,1.0,3.0,4.0,0.0,2.0,2,1.0,1.0,1600.0,0.27,1.0,1.0,,,,,,,,,,,,1,2,3,1,3.0,3.0,2,2,,,,,
660,03141001902,3,14,10,19,2,2,19,2,1,5,4.0,6.0,7,1,20.0,,,2,11,2,1.0,,0.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,2,2,,555.0,2,2,,,,,
661,13700101901,13,70,1,19,1,1,4,1,1,2,1.0,3.0,1,50,1000.0,,,         2,11,1,,1.0,2.0,1,,1.0,15.0,4.0,0.0,3.0,2,2.0,1.0,800.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,2,2,,1.0,2,2,,,,,
662,03200100807,3,20,1,8,7,2,7,1,1,5,1.0,12.0,1,36,1320.0,,,2,11,2,7.0,,0.0,2,1.0,,,,,,2,4.0,8.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
663,03200100807,3,20,1,8,7,2,7,2,1,5,4.0,5.0,7,30,80.0,,,2,11,1,,1.0,24.0,2,2.0,1.0,21.0,4.0,0.0,3.0,2,1.0,1.0,1200.0,0.27,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,2.0,1,1,1.0,2.0,1.0,1.0,2.0
664,04360100202,4,36,1,2,2,1,8,2,1,6,4.0,7.0,7,42,90.0,,,2,11,1,,1.0,24.0,2,3.0,1.0,2.0,3.0,0.0,3.0,2,1.0,1.0,1600.0,0.27,1.0,1.0,,,,,,,,,,,,2,2,3,1,3.0,3.0,2,2,,,,,
665,04360100202,4,36,1,2,2,1,8,4,2,5,7.0,4.0,14,8,5.0,,,2,11,1,,1.0,24.0,2,1.0,1.0,1.0,1.0,0.0,1.0,2,3.0,1.0,-888.0,0.27,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
666,14760500517,14,76,5,5,17,1,8,1,1,5,1.0,3.0,1,81,2234.0,,,2:30,11,1,,1.0,10.0,1,,1.0,6.0,4.0,30.0,2.0,2,1.0,1.0,448.0,448.0,1.0,1.0,,,,,,,,,,,,1,2,3,2,,3.0,2,2,,,,,
667,04280900226,4,28,9,2,26,1,4,2,1,6,4.0,1.0,7,41,60.0,,,2,11,1,,1.0,24.0,2,2.0,1.0,2.0,2.0,0.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
668,04290500106,4,29,5,1,6,1,6,2,2,5,4.0,2.0,7,2,5.0,,,2,11,2,2.0,,24.0,2,888.0,1.0,2.0,1.0,0.0,2.0,2,1.0,1.0,-888.0,-888.0,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
669,01020901705,1,2,9,17,5,2,11,1,1,5,2.0,1.0,1,10,250.0,,,2,11,2,1.0,,0.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,2,2,2,2,,555.0,2,2,,,,,
670,03130803001,3,13,8,30,1,2,20,1,1,6,1.0,13.0,1,23,400.0,,,2,11,1,,1.0,8.0,2,2.0,1.0,15.0,10.0,0.0,2.0,2,1.0,1.0,50.0,0.6,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
671,03200100113,3,20,1,1,13,2,9,2,2,5,4.0,1.0,7,1,20.0,,,2,11,2,1.0,,0.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
672,03130202504,3,13,2,25,4,2,16,1,1,6,1.0,2.0,1,19,694.0,,,2,11,2,7.0,,0.0,2,888.0,,,,,,2,555.0,555.0,-888.0,-888.0,555.0,2.0,,,,,,,,,,,,1,2,3,2,,555.0,2,2,,,,,
673,04340900114,4,34,9,1,14,1,2,2,2,5,4.0,17.0,7,28,90.0,,,2,11,1,,1.0,24.0,1,,1.0,3.0,4.0,0.0,3.0,2,1.0,1.0,500.0,0.27,1.0,2.0,,,,,,,,,,,,1,2,3,1,1.0,3.0,2,2,,,,,
674,04340300103,4,34,3,1,3,1,3,2,1,6,4.0,6.0,7,29,50.0,,,2,11,1,,1.0,24.0,2,2.0,1.0,1.0,5.0,0.0,2.0,2,1.0,1.0,500.0,0.27,1.0,1.0,,,,,,,,,,,,2,2,3,1,4.0,2.0,2,2,,,,,
675,03141202605,3,14,12,26,5,2,2,2,2,5,4.0,2.0,7,2,15.0,,,2,11,2,1.0,,888.0,2,888.0,,,,,,2,,,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,,2,2,,,,,
676,15710100415,15,71,1,4,15,1,5,1,1,6,1.0,6.0,1,53,800.0,,,         2,11,1,,1.0,6.0,2,2.0,1.0,2.0,2.0,0.0,2.0,2,1.0,1.0,250.0,0.0,1.0,2.0,,,,,,,,,,,,2,2,2,2,,2.0,1,2,,,,,
677,04321200208,4,32,12,2,8,1,2,1,1,6,1.0,1.0,1,68,2470.0,,,2,11,1,,1.0,24.0,2,1.0,1.0,1.0,0.0,30.0,1.0,2,1.0,1.0,25.0,0.27,1.0,1.0,,,,,,,,,,,,2,2,3,2,,7.0,2,2,,,,,
678,04271800107,4,27,18,1,7,1,2,2,2,5,4.0,6.0,7,2,5.0,,,2,11,1,,1.0,24.0,2,1.0,1.0,2.0,2.0,0.0,1.0,2,1.0,1.0,-888.0,0.27,1.0,2.0,,,,,,,,,,,,2,2,3,2,,3.0,2,2,,,,,
679,03151900506,3,15,19,5,6,2,6,2,1,5,4.0,4.0,7,1,10.0,,,2,11,2,7.0,,888.0,2,888.0,,,,,,2,4.0,8.0,-888.0,-888.0,,2.0,,,,,,,,,,,,2,2,3,2,,2.0,2,2,,,,,
