,HHID,G2,G3,G4,G5,G6,G7,G8,G9,G10
14884,07600102304005,5,2,,,,,,,
14885,07600102304006,1,2,,,,,,,
14886,07600102304006,2,2,,,,,,,
14887,07600102304006,3,2,,,,,,,
14888,07600102304006,4,2,,,,,,,
14889,07600102304006,5,2,,,,,,,
14890,07600102304007,1,2,,,,,,,
14891,07600102304007,2,2,,,,,,,
14892,07600102304007,3,2,,,,,,,
14893,07600102304007,4,2,,,,,,,
14894,07600102304007,5,2,,,,,,,
14895,07600102304008,1,2,,,,,,,
14896,07600102304008,2,2,,,,,,,
14897,07600102304008,3,2,,,,,,,
14898,07600102304008,4,2,,,,,,,
14899,07600102304008,5,2,,,,,,,
14900,07600102304009,1,2,,,,,,,
14901,07600102304009,2,2,,,,,,,
14902,07600102304009,3,2,,,,,,,
14903,07600102304009,4,2,,,,,,,
14904,07600102304009,5,2,,,,,,,
14905,07600102304010,1,2,,,,,,,
14906,07600102304010,2,2,,,,,,,
14907,07600102304010,3,2,,,,,,,
14908,07600102304010,4,2,,,,,,,
14909,07600102304010,5,2,,,,,,,
14910,07600102304011,1,2,,,,,,,
14911,07600102304011,2,2,,,,,,,
14912,07600102304011,3,2,,,,,,,
14913,07600102304011,4,2,,,,,,,
14914,07600102304011,5,2,,,,,,,
14915,07600102304012,1,2,,,,,,,
14916,07600102304012,2,2,,,,,,,
14917,07600102304012,3,2,,,,,,,
14918,07600102304012,4,2,,,,,,,
14919,07600102304012,5,2,,,,,,,
14920,07610101505006,1,2,,,,,,,
14921,07610101505006,2,1,3.0,75.0,12.0,1.0,6.0,60.0,2.0
14922,07610101505006,3,2,,,,,,,
14923,07610101505006,4,2,,,,,,,
14924,07610101505006,5,2,,,,,,,
14925,07610101505009,1,2,,,,,,,
14926,07610101505009,2,2,,,,,,,
14927,07610101505009,3,2,,,,,,,
14928,07610101505009,4,2,,,,,,,
14929,07610101505009,5,2,,,,,,,
14930,07610101505015,1,2,,,,,,,
14931,07610101505015,2,2,,,,,,,
14932,07610101505015,3,2,,,,,,,
14933,07610101505015,4,2,,,,,,,
14934,07610101505015,5,2,,,,,,,
14935,07610101505024,1,2,,,,,,,
14936,07610101505024,2,2,,,,,,,
14937,07610101505024,3,2,,,,,,,
14938,07610101505024,4,2,,,,,,,
14939,07610101505024,5,2,,,,,,,
14940,07610101505033,1,2,,,,,,,
14941,07610101505033,2,1,1.0,25.0,2.0,1.0,4.0,12.0,2.0
14942,07610101505033,3,2,,,,,,,
14943,07610101505033,4,2,,,,,,,
14944,07610101505033,5,2,,,,,,,
14945,07610101505042,1,2,,,,,,,
14946,07610101505042,2,1,2.0,30.0,2.0,1.0,2.0,20.0,2.0
14947,07610101505042,3,2,,,,,,,
14948,07610101505042,4,2,,,,,,,
14949,07610101505042,5,2,,,,,,,
14950,07610101505051,1,2,,,,,,,
14951,07610101505051,2,2,,,,,,,
14952,07610101505051,3,2,,,,,,,
14953,07610101505051,4,2,,,,,,,
14954,07610101505051,5,2,,,,,,,
14955,07610101505058,1,2,,,,,,,
14956,07610101505058,2,2,,,,,,,
14957,07610101505058,3,2,,,,,,,
14958,07610101505058,4,2,,,,,,,
14959,07610101505058,5,2,,,,,,,
14960,07610101505060,1,2,,,,,,,
14961,07610101505060,2,1,2.0,50.0,2.0,1.0,8.0,80.0,2.0
14962,07610101505060,3,2,,,,,,,
14963,07610101505060,4,2,,,,,,,
14964,07610101505060,5,2,,,,,,,
14965,07610101505069,1,1,1.0,35.0,1.0,1.0,12.0,36.0,2.0
14966,07610101505069,2,2,,,,,,,
14967,07610101505069,3,2,,,,,,,
14968,07610101505069,4,2,,,,,,,
14969,07610101505069,5,2,,,,,,,
14970,07610101505078,1,2,,,,,,,
14971,07610101505078,2,1,1.0,25.0,2.0,1.0,4.0,40.0,2.0
14972,07610101505078,3,2,,,,,,,
14973,07610101505078,4,2,,,,,,,
14974,07610101505078,5,2,,,,,,,
14975,07610101505107,1,2,,,,,,,
14976,07610101505107,2,2,,,,,,,
14977,07610101505107,3,2,,,,,,,
14978,07610101505107,4,2,,,,,,,
14979,07610101505107,5,2,,,,,,,
14980,07610101604003,1,2,,,,,,,
14981,07610101604003,2,1,1.0,25.0,12.0,3.0,4.0,40.0,1.0
14982,07610101604003,3,2,,,,,,,
14983,07610101604003,4,2,,,,,,,
14984,07610101604003,5,2,,,,,,,
14985,07610101604024,1,2,,,,,,,
14986,07610101604024,2,1,3.0,75.0,12.0,3.0,27.0,81.0,1.0
14987,07610101604024,3,2,,,,,,,
14988,07610101604024,4,2,,,,,,,
14989,07610101604024,5,2,,,,,,,
14990,07610101604045,1,2,,,,,,,
14991,07610101604045,2,1,2.0,60.0,12.0,3.0,8.0,80.0,1.0
14992,07610101604045,3,2,,,,,,,
14993,07610101604045,4,2,,,,,,,
14994,07610101604045,5,2,,,,,,,
14995,07610101604066,1,2,,,,,,,
14996,07610101604066,2,1,1.0,25.0,12.0,3.0,5.0,25.0,1.0
14997,07610101604066,3,2,,,,,,,
14998,07610101604066,4,2,,,,,,,
14999,07610101604066,5,2,,,,,,,
15000,07610101604087,1,2,,,,,,,
15001,07610101604087,2,1,2.0,50.0,12.0,3.0,4.0,40.0,1.0
15002,07610101604087,3,2,,,,,,,
15003,07610101604087,4,2,,,,,,,
15004,07610101604087,5,2,,,,,,,
15005,07610101604108,1,2,,,,,,,
15006,07610101604108,2,1,1.0,25.0,12.0,1.0,2.0,8.0,1.0
15007,07610101604108,3,2,,,,,,,
15008,07610101604108,4,2,,,,,,,
15009,07610101604108,5,2,,,,,,,
15010,07610101604129,1,2,,,,,,,
15011,07610101604129,2,1,2.0,50.0,12.0,2.0,8.0,48.0,1.0
15012,07610101604129,3,2,,,,,,,
15013,07610101604129,4,2,,,,,,,
15014,07610101604129,5,2,,,,,,,
15015,07610101604150,1,2,,,,,,,
15016,07610101604150,2,1,2.0,50.0,12.0,1.0,3.0,30.0,2.0
15017,07610101604150,3,2,,,,,,,
15018,07610101604150,4,2,,,,,,,
15019,07610101604150,5,2,,,,,,,
15020,07610101604171,1,2,,,,,,,
15021,07610101604171,2,1,2.0,50.0,12.0,3.0,6.0,60.0,1.0
15022,07610101604171,3,2,,,,,,,
15023,07610101604171,4,2,,,,,,,
15024,07610101604171,5,2,,,,,,,
15025,07610101604192,1,2,,,,,,,
15026,07610101604192,2,1,2.0,50.0,12.0,3.0,8.0,80.0,1.0
15027,07610101604192,3,2,,,,,,,
15028,07610101604192,4,2,,,,,,,
15029,07610101604192,5,2,,,,,,,
15030,07610101604213,1,2,,,,,,,
15031,07610101604213,2,1,1.0,25.0,12.0,3.0,8.0,80.0,1.0
15032,07610101604213,3,2,,,,,,,
15033,07610101604213,4,2,,,,,,,
15034,07610101604213,5,2,,,,,,,
15035,07610101604234,1,2,,,,,,,
15036,07610101604234,2,1,2.0,50.0,12.0,2.0,4.0,20.0,1.0
15037,07610101604234,3,2,,,,,,,
15038,07610101604234,4,2,,,,,,,
15039,07610101604234,5,2,,,,,,,
15040,07620300101001,1,2,,,,,,,
15041,07620300101001,2,1,1.0,20.0,4.0,1.0,4.0,40.0,1.0
15042,07620300101001,3,2,,,,,,,
15043,07620300101001,4,2,,,,,,,
15044,07620300101001,5,2,,,,,,,
15045,07620300101002,1,2,,,,,,,
15046,07620300101002,2,1,1.0,20.0,3.0,1.0,2.0,20.0,2.0
15047,07620300101002,3,2,,,,,,,
15048,07620300101002,4,2,,,,,,,
15049,07620300101002,5,2,,,,,,,
15050,07620300101004,1,2,,,,,,,
15051,07620300101004,2,1,1.0,25.0,4.0,1.0,5.0,50.0,1.0
15052,07620300101004,3,2,,,,,,,
15053,07620300101004,4,2,,,,,,,
15054,07620300101004,5,2,,,,,,,
15055,07620300101007,1,2,,,,,,,
15056,07620300101007,2,2,,,,,,,
15057,07620300101007,3,2,,,,,,,
15058,07620300101007,4,2,,,,,,,
15059,07620300101007,5,2,,,,,,,
15060,07620300101020,1,2,,,,,,,
15061,07620300101020,2,2,,,,,,,
15062,07620300101020,3,2,,,,,,,
15063,07620300101020,4,2,,,,,,,
15064,07620300101020,5,2,,,,,,,
15065,07620300101038,1,2,,,,,,,
15066,07620300101038,2,1,1.0,30.0,1.0,2.0,3.0,27.0,2.0
15067,07620300101038,3,2,,,,,,,
15068,07620300101038,4,2,,,,,,,
15069,07620300101038,5,2,,,,,,,
15070,07620300101056,1,2,,,,,,,
15071,07620300101056,2,2,,,,,,,
15072,07620300101056,3,2,,,,,,,
15073,07620300101056,4,2,,,,,,,
15074,07620300101056,5,2,,,,,,,
15075,07620300101074,1,2,,,,,,,
15076,07620300101074,2,2,,,,,,,
15077,07620300101074,3,2,,,,,,,
15078,07620300101074,4,2,,,,,,,
15079,07620300101074,5,2,,,,,,,
15080,07620300101092,1,2,,,,,,,
15081,07620300101092,2,2,,,,,,,
15082,07620300101092,3,2,,,,,,,
15083,07620300101092,4,2,,,,,,,
15084,07620300101092,5,2,,,,,,,
15085,07620300101110,1,2,,,,,,,
15086,07620300101110,2,2,,,,,,,
15087,07620300101110,3,2,,,,,,,
15088,07620300101110,4,2,,,,,,,
15089,07620300101110,5,2,,,,,,,
15090,07620300101128,1,2,,,,,,,
15091,07620300101128,2,2,,,,,,,
15092,07620300101128,3,2,,,,,,,
15093,07620300101128,4,2,,,,,,,
15094,07620300101128,5,2,,,,,,,
15095,07620300101146,1,2,,,,,,,
15096,07620300101146,2,2,,,,,,,
15097,07620300101146,3,2,,,,,,,
15098,07620300101146,4,2,,,,,,,
15099,07620300101146,5,2,,,,,,,
15100,07630101203007,1,2,,,,,,,
15101,07630101203007,2,1,1.0,25.0,4.0,1.0,6.0,18.0,2.0
15102,07630101203007,3,2,,,,,,,
15103,07630101203007,4,2,,,,,,,
15104,07630101203007,5,2,,,,,,,
15105,07630101203023,1,2,,,,,,,
15106,07630101203023,2,1,1.0,25.0,12.0,1.0,2.0,20.0,2.0
15107,07630101203023,3,2,,,,,,,
15108,07630101203023,4,1,1.0,500.0,12.0,4.0,9.0,81.0,
15109,07630101203023,5,2,,,,,,,
15110,07630101203039,1,1,1.0,30.0,12.0,3.0,6.0,18.0,1.0
15111,07630101203039,2,1,1.0,25.0,12.0,1.0,1.0,3.0,2.0
15112,07630101203039,3,2,,,,,,,
15113,07630101203039,4,2,,,,,,,
15114,07630101203039,5,2,,,,,,,
15115,07630101203055,1,1,1.0,30.0,12.0,4.0,12.0,108.0,1.0
15116,07630101203055,2,1,1.0,25.0,12.0,2.0,4.0,12.0,2.0
15117,07630101203055,3,2,,,,,,,
15118,07630101203055,4,1,1.0,400.0,12.0,4.0,9.0,90.0,
15119,07630101203055,5,2,,,,,,,
15120,07630101203071,1,2,,,,,,,
15121,07630101203071,2,2,,,,,,,
15122,07630101203071,3,2,,,,,,,
15123,07630101203071,4,2,,,,,,,
15124,07630101203071,5,2,,,,,,,
15125,07630101203087,1,2,,,,,,,
15126,07630101203087,2,1,1.0,25.0,6.0,1.0,3.0,9.0,2.0
15127,07630101203087,3,2,,,,,,,
15128,07630101203087,4,2,,,,,,,
15129,07630101203087,5,2,,,,,,,
15130,07630101203103,1,2,,,,,,,
15131,07630101203103,2,1,1.0,30.0,8.0,2.0,3.0,24.0,2.0
15132,07630101203103,3,2,,,,,,,
15133,07630101203103,4,2,,,,,,,
15134,07630101203103,5,2,,,,,,,
15135,07630101203119,1,2,,,,,,,
15136,07630101203119,2,2,,,,,,,
15137,07630101203119,3,2,,,,,,,
15138,07630101203119,4,2,,,,,,,
15139,07630101203119,5,2,,,,,,,
15140,07630101203135,1,2,,,,,,,
15141,07630101203135,2,1,1.0,25.0,3.0,1.0,8.0,24.0,2.0
15142,07630101203135,3,2,,,,,,,
15143,07630101203135,4,2,,,,,,,
15144,07630101203135,5,2,,,,,,,
15145,07630101203151,1,2,,,,,,,
15146,07630101203151,2,1,1.0,30.0,2.0,1.0,4.0,32.0,2.0
15147,07630101203151,3,2,,,,,,,
15148,07630101203151,4,2,,,,,,,
15149,07630101203151,5,2,,,,,,,
15150,07630101203167,1,2,,,,,,,
15151,07630101203167,2,1,1.0,25.0,2.0,1.0,4.0,32.0,2.0
15152,07630101203167,3,2,,,,,,,
15153,07630101203167,4,1,1.0,500.0,6.0,4.0,8.0,64.0,
15154,07630101203167,5,2,,,,,,,
15155,07630101203183,1,2,,,,,,,
15156,07630101203183,2,1,1.0,20.0,4.0,2.0,8.0,64.0,2.0
15157,07630101203183,3,2,,,,,,,
15158,07630101203183,4,2,,,,,,,
15159,07630101203183,5,2,,,,,,,
15160,07630102501005,1,2,,,,,,,
15161,07630102501005,2,2,,,,,,,
15162,07630102501005,3,2,,,,,,,
15163,07630102501005,4,2,,,,,,,
15164,07630102501005,5,2,,,,,,,
15165,07630102501023,1,2,,,,,,,
15166,07630102501023,2,1,1.0,20.0,12.0,1.0,4.0,40.0,2.0
15167,07630102501023,3,2,,,,,,,
15168,07630102501023,4,2,,,,,,,
15169,07630102501023,5,2,,,,,,,
15170,07630102501041,1,2,,,,,,,
15171,07630102501041,2,1,1.0,18.0,12.0,1.0,4.0,12.0,2.0
15172,07630102501041,3,2,,,,,,,
15173,07630102501041,4,2,,,,,,,
15174,07630102501041,5,2,,,,,,,
15175,07630102501059,1,2,,,,,,,
15176,07630102501059,2,1,2.0,70.0,12.0,2.0,4.0,40.0,2.0
15177,07630102501059,3,2,,,,,,,
15178,07630102501059,4,2,,,,,,,
15179,07630102501059,5,2,,,,,,,
15180,07630102501077,1,2,,,,,,,
15181,07630102501077,2,1,1.0,36.0,3.0,1.0,8.0,24.0,2.0
15182,07630102501077,3,2,,,,,,,
15183,07630102501077,4,1,1.0,320.0,6.0,5.0,3.0,27.0,
15184,07630102501077,5,2,,,,,,,
15185,07630102501095,1,2,,,,,,,
15186,07630102501095,2,1,2.0,50.0,2.0,1.0,8.0,24.0,2.0
15187,07630102501095,3,2,,,,,,,
15188,07630102501095,4,2,,,,,,,
15189,07630102501095,5,2,,,,,,,
15190,07630102501113,1,2,,,,,,,
15191,07630102501113,2,1,1.0,25.0,3.0,1.0,12.0,36.0,2.0
15192,07630102501113,3,2,,,,,,,
15193,07630102501113,4,2,,,,,,,
15194,07630102501113,5,2,,,,,,,
15195,07630102501131,1,2,,,,,,,
15196,07630102501131,2,1,1.0,20.0,12.0,3.0,14.0,42.0,1.0
15197,07630102501131,3,2,,,,,,,
15198,07630102501131,4,2,,,,,,,
15199,07630102501131,5,2,,,,,,,
15200,07630102501149,1,2,,,,,,,
15201,07630102501149,2,1,1.0,25.0,6.0,1.0,2.0,16.0,2.0
15202,07630102501149,3,2,,,,,,,
15203,07630102501149,4,2,,,,,,,
15204,07630102501149,5,2,,,,,,,
15205,07630102501167,1,2,,,,,,,
15206,07630102501167,2,1,1.0,30.0,7.0,1.0,1.0,8.0,2.0
15207,07630102501167,3,2,,,,,,,
15208,07630102501167,4,2,,,,,,,
15209,07630102501167,5,2,,,,,,,
15210,07630102501185,1,2,,,,,,,
15211,07630102501185,2,1,3.0,75.0,5.0,1.0,3.0,24.0,2.0
15212,07630102501185,3,2,,,,,,,
15213,07630102501185,4,2,,,,,,,
15214,07630102501185,5,2,,,,,,,
15215,07630102501203,1,2,,,,,,,
15216,07630102501203,2,1,1.0,30.0,10.0,1.0,2.0,8.0,2.0
15217,07630102501203,3,2,,,,,,,
15218,07630102501203,4,2,,,,,,,
15219,07630102501203,5,2,,,,,,,
15220,07640101801005,1,1,1.0,80.0,5.0,5.0,6.0,45.0,2.0
15221,07640101801005,2,1,1.0,35.0,8.0,1.0,2.0,16.0,2.0
15222,07640101801005,3,2,,,,,,,
15223,07640101801005,4,2,,,,,,,
15224,07640101801005,5,2,,,,,,,
15225,07640101801008,1,1,1.0,70.0,12.0,4.0,12.0,36.0,1.0
15226,07640101801008,2,2,,,,,,,
15227,07640101801008,3,2,,,,,,,
15228,07640101801008,4,2,,,,,,,
15229,07640101801008,5,2,,,,,,,
15230,07640101801023,1,2,,,,,,,
15231,07640101801023,2,2,,,,,,,
15232,07640101801023,3,2,,,,,,,
15233,07640101801023,4,1,1.0,370.0,5.0,4.0,4.0,32.0,
15234,07640101801023,5,2,,,,,,,
15235,07640101801024,1,2,,,,,,,
15236,07640101801024,2,1,1.0,15.0,7.0,1.0,6.0,24.0,2.0
15237,07640101801024,3,2,,,,,,,
15238,07640101801024,4,2,,,,,,,
15239,07640101801024,5,2,,,,,,,
15240,07640101801038,1,2,,,,,,,
15241,07640101801038,2,1,1.0,25.0,12.0,1.0,1.0,9.0,2.0
15242,07640101801038,3,2,,,,,,,
15243,07640101801038,4,2,,,,,,,
15244,07640101801038,5,2,,,,,,,
15245,07640101801043,1,2,,,,,,,
15246,07640101801043,2,1,1.0,16.0,12.0,1.0,5.0,15.0,2.0
15247,07640101801043,3,2,,,,,,,
15248,07640101801043,4,2,,,,,,,
15249,07640101801043,5,2,,,,,,,
15250,07640101801062,1,2,,,,,,,
15251,07640101801062,2,1,2.0,30.0,4.0,2.0,16.0,48.0,2.0
15252,07640101801062,3,2,,,,,,,
15253,07640101801062,4,1,1.0,350.0,6.0,4.0,3.0,24.0,
15254,07640101801062,5,2,,,,,,,
15255,07640101801081,1,2,,,,,,,
15256,07640101801081,2,1,2.0,60.0,3.0,1.0,4.0,32.0,2.0
15257,07640101801081,3,2,,,,,,,
15258,07640101801081,4,2,,,,,,,
15259,07640101801081,5,2,,,,,,,
15260,07640101801100,1,2,,,,,,,
15261,07640101801100,2,1,1.0,20.0,2.0,1.0,3.0,24.0,2.0
15262,07640101801100,3,2,,,,,,,
15263,07640101801100,4,1,1.0,350.0,4.0,2.0,2.0,16.0,
15264,07640101801100,5,2,,,,,,,
15265,07640101801119,1,2,,,,,,,
15266,07640101801119,2,2,,,,,,,
15267,07640101801119,3,2,,,,,,,
15268,07640101801119,4,2,,,,,,,
15269,07640101801119,5,2,,,,,,,
15270,07640101801138,1,1,1.0,65.0,4.0,3.0,3.0,30.0,2.0
15271,07640101801138,2,1,1.0,15.0,12.0,1.0,2.0,6.0,2.0
15272,07640101801138,3,2,,,,,,,
15273,07640101801138,4,2,,,,,,,
15274,07640101801138,5,2,,,,,,,
15275,07640101801157,1,2,,,,,,,
15276,07640101801157,2,2,,,,,,,
15277,07640101801157,3,2,,,,,,,
15278,07640101801157,4,2,,,,,,,
15279,07640101801157,5,2,,,,,,,
15280,07640300502002,1,1,1.0,85.0,12.0,4.0,6.0,54.0,2.0
15281,07640300502002,2,1,1.0,40.0,12.0,1.0,8.0,24.0,2.0
15282,07640300502002,3,2,,,,,,,
15283,07640300502002,4,2,,,,,,,
15284,07640300502002,5,2,,,,,,,
15285,07640300502005,1,2,,,,,,,
15286,07640300502005,2,1,1.0,22.0,5.0,1.0,6.0,18.0,2.0
15287,07640300502005,3,2,,,,,,,
15288,07640300502005,4,2,,,,,,,
15289,07640300502005,5,2,,,,,,,
15290,07640300502006,1,1,1.0,35.0,12.0,3.0,9.0,27.0,1.0
15291,07640300502006,2,2,,,,,,,
15292,07640300502006,3,2,,,,,,,
15293,07640300502006,4,2,,,,,,,
15294,07640300502006,5,2,,,,,,,
15295,07640300502008,1,2,,,,,,,
15296,07640300502008,2,2,,,,,,,
15297,07640300502008,3,2,,,,,,,
15298,07640300502008,4,2,,,,,,,
15299,07640300502008,5,2,,,,,,,
15300,07640300502011,1,1,1.0,30.0,4.0,2.0,6.0,18.0,2.0
15301,07640300502011,2,2,,,,,,,
15302,07640300502011,3,2,,,,,,,
15303,07640300502011,4,2,,,,,,,
15304,07640300502011,5,2,,,,,,,
15305,07640300502014,1,1,1.0,30.0,4.0,3.0,6.0,18.0,2.0
15306,07640300502014,2,1,1.0,15.0,12.0,1.0,3.0,9.0,2.0
15307,07640300502014,3,2,,,,,,,
15308,07640300502014,4,2,,,,,,,
15309,07640300502014,5,2,,,,,,,
15310,07640300502017,1,1,1.0,30.0,2.0,2.0,6.0,18.0,2.0
15311,07640300502017,2,1,1.0,15.0,12.0,1.0,2.0,6.0,2.0
15312,07640300502017,3,2,,,,,,,
15313,07640300502017,4,2,,,,,,,
15314,07640300502017,5,2,,,,,,,
15315,07640300502020,1,1,1.0,30.0,4.0,2.0,14.0,42.0,2.0
15316,07640300502020,2,2,,,,,,,
15317,07640300502020,3,2,,,,,,,
15318,07640300502020,4,1,1.0,500.0,6.0,4.0,4.0,32.0,
15319,07640300502020,5,2,,,,,,,
15320,07640300502023,1,2,,,,,,,
15321,07640300502023,2,2,,,,,,,
15322,07640300502023,3,2,,,,,,,
15323,07640300502023,4,2,,,,,,,
15324,07640300502023,5,2,,,,,,,
15325,07640300502026,1,2,,,,,,,
15326,07640300502026,2,1,1.0,21.0,5.0,3.0,18.0,54.0,2.0
15327,07640300502026,3,2,,,,,,,
15328,07640300502026,4,2,,,,,,,
15329,07640300502026,5,2,,,,,,,
15330,07640300502062,1,2,,,,,,,
15331,07640300502062,2,1,1.0,20.0,12.0,6.0,24.0,72.0,2.0
15332,07640300502062,3,2,,,,,,,
15333,07640300502062,4,2,,,,,,,
15334,07640300502062,5,2,,,,,,,
15335,07640300502118,1,2,,,,,,,
15336,07640300502118,2,1,1.0,15.0,3.0,1.0,12.0,42.0,2.0
15337,07640300502118,3,2,,,,,,,
15338,07640300502118,4,1,1.0,460.0,7.0,6.0,8.0,64.0,
15339,07640300502118,5,2,,,,,,,
15340,07650101206007,1,2,,,,,,,
15341,07650101206007,2,1,2.0,30.0,4.0,2.0,16.0,48.0,2.0
15342,07650101206007,3,2,,,,,,,
15343,07650101206007,4,2,,,,,,,
15344,07650101206007,5,2,,,,,,,
15345,07650101206025,1,1,1.0,35.0,12.0,4.0,24.0,72.0,1.0
15346,07650101206025,2,1,2.0,30.0,4.0,2.0,16.0,48.0,2.0
15347,07650101206025,3,2,,,,,,,
15348,07650101206025,4,2,,,,,,,
15349,07650101206025,5,2,,,,,,,
15350,07650101206043,1,2,,,,,,,
15351,07650101206043,2,1,1.0,15.0,2.0,1.0,8.0,24.0,2.0
15352,07650101206043,3,2,,,,,,,
15353,07650101206043,4,2,,,,,,,
15354,07650101206043,5,2,,,,,,,
15355,07650101206061,1,2,,,,,,,
15356,07650101206061,2,1,1.0,17.0,2.0,1.0,8.0,24.0,2.0
15357,07650101206061,3,2,,,,,,,
15358,07650101206061,4,1,1.0,450.0,5.0,6.0,8.0,60.0,
15359,07650101206061,5,2,,,,,,,
15360,07650101206079,1,1,1.0,30.0,12.0,4.0,9.0,27.0,1.0
15361,07650101206079,2,1,1.0,12.0,12.0,1.0,2.0,6.0,2.0
15362,07650101206079,3,2,,,,,,,
15363,07650101206079,4,2,,,,,,,
15364,07650101206079,5,2,,,,,,,
15365,07650101206097,1,2,,,,,,,
15366,07650101206097,2,1,2.0,24.0,12.0,1.0,4.0,12.0,2.0
15367,07650101206097,3,2,,,,,,,
15368,07650101206097,4,2,,,,,,,
15369,07650101206097,5,2,,,,,,,
15370,07650101206115,1,2,,,,,,,
15371,07650101206115,2,1,1.0,15.0,12.0,1.0,2.0,6.0,2.0
15372,07650101206115,3,2,,,,,,,
15373,07650101206115,4,2,,,,,,,
15374,07650101206115,5,2,,,,,,,
15375,07650101206133,1,2,,,,,,,
15376,07650101206133,2,1,2.0,24.0,12.0,1.0,4.0,12.0,2.0
15377,07650101206133,3,2,,,,,,,
15378,07650101206133,4,2,,,,,,,
15379,07650101206133,5,2,,,,,,,
15380,07650101206151,1,2,,,,,,,
15381,07650101206151,2,1,1.0,14.0,12.0,1.0,2.0,10.0,2.0
15382,07650101206151,3,2,,,,,,,
15383,07650101206151,4,2,,,,,,,
15384,07650101206151,5,2,,,,,,,
15385,07650101206169,1,2,,,,,,,
15386,07650101206169,2,2,,,,,,,
15387,07650101206169,3,2,,,,,,,
15388,07650101206169,4,2,,,,,,,
15389,07650101206169,5,2,,,,,,,
15390,07650101206187,1,2,,,,,,,
15391,07650101206187,2,1,1.0,15.0,8.0,1.0,4.0,12.0,2.0
15392,07650101206187,3,2,,,,,,,
15393,07650101206187,4,2,,,,,,,
15394,07650101206187,5,2,,,,,,,
15395,07650101206205,1,1,1.0,70.0,12.0,5.0,4.0,32.0,1.0
15396,07650101206205,2,1,1.0,30.0,6.0,1.0,9.0,27.0,2.0
15397,07650101206205,3,2,,,,,,,
15398,07650101206205,4,2,,,,,,,
15399,07650101206205,5,2,,,,,,,
15400,07650105703009,1,2,,,,,,,
15401,07650105703009,2,1,1.0,25.0,12.0,1.0,2.0,18.0,2.0
15402,07650105703009,3,2,,,,,,,
15403,07650105703009,4,2,,,,,,,
15404,07650105703009,5,2,,,,,,,
15405,07650105703027,1,2,,,,,,,
15406,07650105703027,2,1,1.0,30.0,12.0,1.0,6.0,18.0,2.0
15407,07650105703027,3,2,,,,,,,
15408,07650105703027,4,2,,,,,,,
15409,07650105703027,5,2,,,,,,,
15410,07650105703045,1,2,,,,,,,
15411,07650105703045,2,1,2.0,60.0,12.0,1.0,12.0,36.0,2.0
15412,07650105703045,3,2,,,,,,,
15413,07650105703045,4,2,,,,,,,
15414,07650105703045,5,2,,,,,,,
15415,07650105703063,1,2,,,,,,,
15416,07650105703063,2,1,1.0,15.0,12.0,1.0,3.0,9.0,2.0
15417,07650105703063,3,2,,,,,,,
15418,07650105703063,4,2,,,,,,,
15419,07650105703063,5,2,,,,,,,
15420,07650105703081,1,2,,,,,,,
15421,07650105703081,2,1,1.0,15.0,4.0,1.0,2.0,10.0,2.0
15422,07650105703081,3,2,,,,,,,
15423,07650105703081,4,2,,,,,,,
15424,07650105703081,5,2,,,,,,,
15425,07650105703099,1,2,,,,,,,
15426,07650105703099,2,1,2.0,40.0,8.0,1.0,12.0,36.0,2.0
15427,07650105703099,3,2,,,,,,,
15428,07650105703099,4,2,,,,,,,
15429,07650105703099,5,2,,,,,,,
15430,07650105703117,1,2,,,,,,,
15431,07650105703117,2,1,2.0,60.0,6.0,1.0,2.0,22.0,2.0
15432,07650105703117,3,2,,,,,,,
15433,07650105703117,4,2,,,,,,,
15434,07650105703117,5,2,,,,,,,
15435,07650105703135,1,2,,,,,,,
15436,07650105703135,2,1,2.0,50.0,12.0,1.0,6.0,18.0,2.0
15437,07650105703135,3,2,,,,,,,
15438,07650105703135,4,2,,,,,,,
15439,07650105703135,5,2,,,,,,,
15440,07650105703153,1,2,,,,,,,
15441,07650105703153,2,1,1.0,15.0,3.0,1.0,8.0,24.0,2.0
15442,07650105703153,3,2,,,,,,,
15443,07650105703153,4,1,1.0,120.0,5.0,6.0,6.0,48.0,
15444,07650105703153,5,2,,,,,,,
15445,07650105703171,1,2,,,,,,,
15446,07650105703171,2,1,1.0,16.0,3.0,1.0,8.0,24.0,2.0
15447,07650105703171,3,2,,,,,,,
15448,07650105703171,4,2,,,,,,,
15449,07650105703171,5,2,,,,,,,
15450,07650105703189,1,2,,,,,,,
15451,07650105703189,2,1,1.0,25.0,3.0,1.0,6.0,18.0,2.0
15452,07650105703189,3,2,,,,,,,
15453,07650105703189,4,2,,,,,,,
15454,07650105703189,5,2,,,,,,,
15455,07650105703207,1,2,,,,,,,
15456,07650105703207,2,1,2.0,30.0,4.0,2.0,16.0,48.0,2.0
15457,07650105703207,3,2,,,,,,,
15458,07650105703207,4,2,,,,,,,
15459,07650105703207,5,2,,,,,,,
15460,07661900106001,1,2,,,,,,,
15461,07661900106001,2,2,,,,,,,
15462,07661900106001,3,2,,,,,,,
15463,07661900106001,4,2,,,,,,,
15464,07661900106001,5,2,,,,,,,
15465,07661900106002,1,2,,,,,,,
15466,07661900106002,2,2,,,,,,,
15467,07661900106002,3,2,,,,,,,
15468,07661900106002,4,2,,,,,,,
15469,07661900106002,5,2,,,,,,,
15470,07661900106003,1,2,,,,,,,
15471,07661900106003,2,2,,,,,,,
