,HHID,G2,G3,G4,G5,G6,G7,G8,G9,G10
683,01041100201065,4,2,,,,,,,
684,01041100201065,5,2,,,,,,,
685,01041100201080,1,2,,,,,,,
686,01041100201080,2,2,,,,,,,
687,01041100201080,3,2,,,,,,,
688,01041100201080,4,2,,,,,,,
689,01041100201080,5,2,,,,,,,
690,01041100201095,1,2,,,,,,,
691,01041100201095,2,2,,,,,,,
692,01041100201095,3,2,,,,,,,
693,01041100201095,4,2,,,,,,,
694,01041100201095,5,2,,,,,,,
695,01041100201110,1,2,,,,,,,
696,01041100201110,2,2,,,,,,,
697,01041100201110,3,2,,,,,,,
698,01041100201110,4,2,,,,,,,
699,01041100201110,5,2,,,,,,,
700,01041100201125,1,2,,,,,,,
701,01041100201125,2,1,1.0,50.0,12.0,1.0,2.0,16.0,2.0
702,01041100201125,3,2,,,,,,,
703,01041100201125,4,2,,,,,,,
704,01041100201125,5,2,,,,,,,
705,01041100201140,1,2,,,,,,,
706,01041100201140,2,2,,,,,,,
707,01041100201140,3,2,,,,,,,
708,01041100201140,4,2,,,,,,,
709,01041100201140,5,2,,,,,,,
710,01041100201155,1,2,,,,,,,
711,01041100201155,2,2,,,,,,,
712,01041100201155,3,2,,,,,,,
713,01041100201155,4,2,,,,,,,
714,01041100201155,5,2,,,,,,,
715,01041100201170,1,2,,,,,,,
716,01041100201170,2,2,,,,,,,
717,01041100201170,3,2,,,,,,,
718,01041100201170,4,2,,,,,,,
719,01041100201170,5,2,,,,,,,
720,01050100110004,1,2,,,,,,,
721,01050100110004,2,2,,,,,,,
722,01050100110004,3,2,,,,,,,
723,01050100110004,4,2,,,,,,,
724,01050100110004,5,2,,,,,,,
725,01050100110006,1,2,,,,,,,
726,01050100110006,2,1,1.0,25.0,1.0,1.0,1.0,8.0,2.0
727,01050100110006,3,2,,,,,,,
728,01050100110006,4,2,,,,,,,
729,01050100110006,5,2,,,,,,,
730,01050100110009,1,2,,,,,,,
731,01050100110009,2,1,1.0,35.0,12.0,1.0,1.0,8.0,2.0
732,01050100110009,3,2,,,,,,,
733,01050100110009,4,2,,,,,,,
734,01050100110009,5,2,,,,,,,
735,01050100110013,1,2,,,,,,,
736,01050100110013,2,1,1.0,35.0,12.0,1.0,5.0,50.0,2.0
737,01050100110013,3,2,,,,,,,
738,01050100110013,4,2,,,,,,,
739,01050100110013,5,2,,,,,,,
740,01050100110022,1,2,,,,,,,
741,01050100110022,2,2,,,,,,,
742,01050100110022,3,2,,,,,,,
743,01050100110022,4,2,,,,,,,
744,01050100110022,5,2,,,,,,,
745,01050100110031,1,2,,,,,,,
746,01050100110031,2,2,,,,,,,
747,01050100110031,3,2,,,,,,,
748,01050100110031,4,2,,,,,,,
749,01050100110031,5,2,,,,,,,
750,01050100110040,1,2,,,,,,,
751,01050100110040,2,2,,,,,,,
752,01050100110040,3,2,,,,,,,
753,01050100110040,4,2,,,,,,,
754,01050100110040,5,2,,,,,,,
755,01050100110058,1,2,,,,,,,
756,01050100110058,2,2,,,,,,,
757,01050100110058,3,2,,,,,,,
758,01050100110058,4,2,,,,,,,
759,01050100110058,5,2,,,,,,,
760,01050100110067,1,2,,,,,,,
761,01050100110067,2,2,,,,,,,
762,01050100110067,3,2,,,,,,,
763,01050100110067,4,2,,,,,,,
764,01050100110067,5,2,,,,,,,
765,01050100110085,1,2,,,,,,,
766,01050100110085,2,2,,,,,,,
767,01050100110085,3,2,,,,,,,
768,01050100110085,4,2,,,,,,,
769,01050100110085,5,2,,,,,,,
770,01050100110094,1,2,,,,,,,
771,01050100110094,2,1,1.0,30.0,12.0,1.0,1.0,8.0,2.0
772,01050100110094,3,2,,,,,,,
773,01050100110094,4,2,,,,,,,
774,01050100110094,5,2,,,,,,,
775,01050100110103,1,2,,,,,,,
776,01050100110103,2,1,1.0,30.0,12.0,1.0,1.0,8.0,2.0
777,01050100110103,3,2,,,,,,,
778,01050100110103,4,2,,,,,,,
779,01050100110103,5,2,,,,,,,
780,01050101108006,1,2,,,,,,,
781,01050101108006,2,2,,,,,,,
782,01050101108006,3,2,,,,,,,
783,01050101108006,4,2,,,,,,,
784,01050101108006,5,2,,,,,,,
785,01050101108019,1,2,,,,,,,
786,01050101108019,2,2,,,,,,,
787,01050101108019,3,2,,,,,,,
788,01050101108019,4,2,,,,,,,
789,01050101108019,5,2,,,,,,,
790,01050101108032,1,2,,,,,,,
791,01050101108032,2,1,1.0,25.0,12.0,1.0,1.0,8.0,2.0
792,01050101108032,3,2,,,,,,,
793,01050101108032,4,2,,,,,,,
794,01050101108032,5,2,,,,,,,
795,01050101108045,1,2,,,,,,,
796,01050101108045,2,2,,,,,,,
797,01050101108045,3,2,,,,,,,
798,01050101108045,4,2,,,,,,,
799,01050101108045,5,2,,,,,,,
800,01050101108058,1,2,,,,,,,
801,01050101108058,2,2,,,,,,,
802,01050101108058,3,2,,,,,,,
803,01050101108058,4,2,,,,,,,
804,01050101108058,5,2,,,,,,,
805,01050101108071,1,2,,,,,,,
806,01050101108071,2,2,,,,,,,
807,01050101108071,3,2,,,,,,,
808,01050101108071,4,2,,,,,,,
809,01050101108071,5,2,,,,,,,
810,01050101108084,1,2,,,,,,,
811,01050101108084,2,2,,,,,,,
812,01050101108084,3,2,,,,,,,
813,01050101108084,4,2,,,,,,,
814,01050101108084,5,2,,,,,,,
815,01050101108097,1,2,,,,,,,
816,01050101108097,2,2,,,,,,,
817,01050101108097,3,2,,,,,,,
818,01050101108097,4,2,,,,,,,
819,01050101108097,5,2,,,,,,,
820,01050101108110,1,2,,,,,,,
821,01050101108110,2,2,,,,,,,
822,01050101108110,3,2,,,,,,,
823,01050101108110,4,2,,,,,,,
824,01050101108110,5,2,,,,,,,
825,01050101108123,1,2,,,,,,,
826,01050101108123,2,1,1.0,60.0,2.0,3.0,3.0,22.0,2.0
827,01050101108123,3,2,,,,,,,
828,01050101108123,4,2,,,,,,,
829,01050101108123,5,2,,,,,,,
830,01050101108136,1,2,,,,,,,
831,01050101108136,2,2,,,,,,,
832,01050101108136,3,2,,,,,,,
833,01050101108136,4,2,,,,,,,
834,01050101108136,5,2,,,,,,,
835,01050101108149,1,2,,,,,,,
836,01050101108149,2,1,1.0,25.0,12.0,1.0,1.0,8.0,2.0
837,01050101108149,3,2,,,,,,,
838,01050101108149,4,2,,,,,,,
839,01050101108149,5,2,,,,,,,
840,01060100317002,1,2,,,,,,,
841,01060100317002,2,2,,,,,,,
842,01060100317002,3,2,,,,,,,
843,01060100317002,4,2,,,,,,,
844,01060100317002,5,2,,,,,,,
845,01060100317012,1,2,,,,,,,
846,01060100317012,2,2,,,,,,,
847,01060100317012,3,2,,,,,,,
848,01060100317012,4,2,,,,,,,
849,01060100317012,5,2,,,,,,,
850,01060100317022,1,2,,,,,,,
851,01060100317022,2,2,,,,,,,
852,01060100317022,3,2,,,,,,,
853,01060100317022,4,2,,,,,,,
854,01060100317022,5,2,,,,,,,
855,01060100317032,1,2,,,,,,,
856,01060100317032,2,2,,,,,,,
857,01060100317032,3,2,,,,,,,
858,01060100317032,4,2,,,,,,,
859,01060100317032,5,2,,,,,,,
860,01060100317042,1,2,,,,,,,
861,01060100317042,2,2,,,,,,,
862,01060100317042,3,2,,,,,,,
863,01060100317042,4,2,,,,,,,
864,01060100317042,5,2,,,,,,,
865,01060100317052,1,2,,,,,,,
866,01060100317052,2,2,,,,,,,
867,01060100317052,3,2,,,,,,,
868,01060100317052,4,2,,,,,,,
869,01060100317052,5,2,,,,,,,
870,01060100317062,1,2,,,,,,,
871,01060100317062,2,2,,,,,,,
872,01060100317062,3,2,,,,,,,
873,01060100317062,4,2,,,,,,,
874,01060100317062,5,2,,,,,,,
875,01060100317072,1,2,,,,,,,
876,01060100317072,2,2,,,,,,,
877,01060100317072,3,2,,,,,,,
878,01060100317072,4,2,,,,,,,
879,01060100317072,5,2,,,,,,,
880,01060100317082,1,2,,,,,,,
881,01060100317082,2,2,,,,,,,
882,01060100317082,3,2,,,,,,,
883,01060100317082,4,2,,,,,,,
884,01060100317082,5,2,,,,,,,
885,01060100317092,1,2,,,,,,,
886,01060100317092,2,1,1.0,100.0,12.0,1.0,4.0,20.0,2.0
887,01060100317092,3,2,,,,,,,
888,01060100317092,4,2,,,,,,,
889,01060100317092,5,2,,,,,,,
890,01060100317102,1,2,,,,,,,
891,01060100317102,2,1,1.0,100.0,12.0,1.0,8.0,60.0,2.0
892,01060100317102,3,2,,,,,,,
893,01060100317102,4,2,,,,,,,
894,01060100317102,5,2,,,,,,,
895,01060100317112,1,2,,,,,,,
896,01060100317112,2,2,,,,,,,
897,01060100317112,3,2,,,,,,,
898,01060100317112,4,2,,,,,,,
899,01060100317112,5,2,,,,,,,
900,01060200127002,1,2,,,,,,,
901,01060200127002,2,2,,,,,,,
902,01060200127002,3,2,,,,,,,
903,01060200127002,4,2,,,,,,,
904,01060200127002,5,2,,,,,,,
905,01060200127003,1,2,,,,,,,
906,01060200127003,2,2,,,,,,,
907,01060200127003,3,2,,,,,,,
908,01060200127003,4,2,,,,,,,
909,01060200127003,5,2,,,,,,,
910,01060200127031,1,2,,,,,,,
911,01060200127031,2,2,,,,,,,
912,01060200127031,3,2,,,,,,,
913,01060200127031,4,2,,,,,,,
914,01060200127031,5,2,,,,,,,
915,01060200127045,1,2,,,,,,,
916,01060200127045,2,2,,,,,,,
917,01060200127045,3,2,,,,,,,
918,01060200127045,4,2,,,,,,,
919,01060200127045,5,2,,,,,,,
920,01060200127058,1,2,,,,,,,
921,01060200127058,2,2,,,,,,,
922,01060200127058,3,2,,,,,,,
923,01060200127058,4,2,,,,,,,
924,01060200127058,5,2,,,,,,,
925,01060200127072,1,2,,,,,,,
926,01060200127072,2,2,,,,,,,
927,01060200127072,3,2,,,,,,,
928,01060200127072,4,2,,,,,,,
929,01060200127072,5,2,,,,,,,
930,01060200127086,1,2,,,,,,,
931,01060200127086,2,2,,,,,,,
932,01060200127086,3,2,,,,,,,
933,01060200127086,4,2,,,,,,,
934,01060200127086,5,2,,,,,,,
935,01060200127100,1,2,,,,,,,
936,01060200127100,2,2,,,,,,,
937,01060200127100,3,2,,,,,,,
938,01060200127100,4,2,,,,,,,
939,01060200127100,5,2,,,,,,,
940,01060200127113,1,2,,,,,,,
941,01060200127113,2,2,,,,,,,
942,01060200127113,3,2,,,,,,,
943,01060200127113,4,2,,,,,,,
944,01060200127113,5,2,,,,,,,
945,01060200127128,1,2,,,,,,,
946,01060200127128,2,2,,,,,,,
947,01060200127128,3,2,,,,,,,
948,01060200127128,4,2,,,,,,,
949,01060200127128,5,2,,,,,,,
950,01060200127142,1,2,,,,,,,
951,01060200127142,2,2,,,,,,,
952,01060200127142,3,2,,,,,,,
953,01060200127142,4,2,,,,,,,
954,01060200127142,5,2,,,,,,,
955,01060200127156,1,2,,,,,,,
956,01060200127156,2,2,,,,,,,
957,01060200127156,3,2,,,,,,,
958,01060200127156,4,2,,,,,,,
959,01060200127156,5,2,,,,,,,
960,01060200506004,1,2,,,,,,,
961,01060200506004,2,2,,,,,,,
962,01060200506004,3,2,,,,,,,
963,01060200506004,4,2,,,,,,,
964,01060200506004,5,2,,,,,,,
965,01060200506015,1,2,,,,,,,
966,01060200506015,2,2,,,,,,,
967,01060200506015,3,2,,,,,,,
968,01060200506015,4,2,,,,,,,
969,01060200506015,5,2,,,,,,,
970,01060200506026,1,2,,,,,,,
971,01060200506026,2,2,,,,,,,
972,01060200506026,3,2,,,,,,,
973,01060200506026,4,2,,,,,,,
974,01060200506026,5,2,,,,,,,
975,01060200506037,1,2,,,,,,,
976,01060200506037,2,2,,,,,,,
977,01060200506037,3,2,,,,,,,
978,01060200506037,4,2,,,,,,,
979,01060200506037,5,2,,,,,,,
980,01060200506048,1,2,,,,,,,
981,01060200506048,2,2,,,,,,,
982,01060200506048,3,2,,,,,,,
983,01060200506048,4,2,,,,,,,
984,01060200506048,5,2,,,,,,,
985,01060200506059,1,2,,,,,,,
986,01060200506059,2,2,,,,,,,
987,01060200506059,3,2,,,,,,,
988,01060200506059,4,2,,,,,,,
989,01060200506059,5,2,,,,,,,
990,01060200506070,1,2,,,,,,,
991,01060200506070,2,2,,,,,,,
992,01060200506070,3,2,,,,,,,
993,01060200506070,4,2,,,,,,,
994,01060200506070,5,2,,,,,,,
995,01060200506081,1,2,,,,,,,
996,01060200506081,2,2,,,,,,,
997,01060200506081,3,2,,,,,,,
998,01060200506081,4,2,,,,,,,
999,01060200506081,5,2,,,,,,,
1000,01060200506092,1,2,,,,,,,
1001,01060200506092,2,2,,,,,,,
1002,01060200506092,3,2,,,,,,,
1003,01060200506092,4,2,,,,,,,
1004,01060200506092,5,2,,,,,,,
1005,01060200506103,1,2,,,,,,,
1006,01060200506103,2,2,,,,,,,
1007,01060200506103,3,2,,,,,,,
1008,01060200506103,4,2,,,,,,,
1009,01060200506103,5,2,,,,,,,
1010,01060200506114,1,2,,,,,,,
1011,01060200506114,2,2,,,,,,,
1012,01060200506114,3,2,,,,,,,
1013,01060200506114,4,2,,,,,,,
1014,01060200506114,5,2,,,,,,,
1015,01060200506125,1,2,,,,,,,
1016,01060200506125,2,2,,,,,,,
1017,01060200506125,3,2,,,,,,,
1018,01060200506125,4,2,,,,,,,
1019,01060200506125,5,2,,,,,,,
1020,02070101804001,1,2,,,,,,,
1021,02070101804001,2,1,1.0,80.0,6.0,6.0,4.0,80.0,1.0
1022,02070101804001,3,2,,,,,,,
1023,02070101804001,4,2,,,,,,,
1024,02070101804001,5,2,,,,,,,
1025,02070101804011,1,2,,,,,,,
1026,02070101804011,2,1,1.0,35.0,8.0,4.0,4.0,40.0,1.0
1027,02070101804011,3,2,,,,,,,
1028,02070101804011,4,2,,,,,,,
1029,02070101804011,5,2,,,,,,,
1030,02070101804021,1,2,,,,,,,
1031,02070101804021,2,1,1.0,40.0,12.0,4.0,4.0,40.0,1.0
1032,02070101804021,3,2,,,,,,,
1033,02070101804021,4,2,,,,,,,
1034,02070101804021,5,2,,,,,,,
1035,02070101804031,1,2,,,,,,,
1036,02070101804031,2,1,1.0,30.0,12.0,4.0,8.0,40.0,1.0
1037,02070101804031,3,2,,,,,,,
1038,02070101804031,4,2,,,,,,,
1039,02070101804031,5,2,,,,,,,
1040,02070101804041,1,2,,,,,,,
1041,02070101804041,2,1,2.0,50.0,8.0,4.0,7.0,70.0,1.0
1042,02070101804041,3,2,,,,,,,
1043,02070101804041,4,2,,,,,,,
1044,02070101804041,5,2,,,,,,,
1045,02070101804051,1,2,,,,,,,
1046,02070101804051,2,1,2.0,50.0,8.0,3.0,8.0,80.0,1.0
1047,02070101804051,3,2,,,,,,,
1048,02070101804051,4,2,,,,,,,
1049,02070101804051,5,2,,,,,,,
1050,02070101804061,1,2,,,,,,,
1051,02070101804061,2,1,1.0,70.0,6.0,5.0,40.0,450.0,2.0
1052,02070101804061,3,2,,,,,,,
1053,02070101804061,4,2,,,,,,,
1054,02070101804061,5,2,,,,,,,
1055,02070101804071,1,2,,,,,,,
1056,02070101804071,2,1,1.0,40.0,5.0,4.0,6.0,66.0,1.0
1057,02070101804071,3,2,,,,,,,
1058,02070101804071,4,2,,,,,,,
1059,02070101804071,5,2,,,,,,,
1060,02070101804081,1,2,,,,,,,
1061,02070101804081,2,1,1.0,70.0,8.0,4.0,8.0,88.0,1.0
1062,02070101804081,3,2,,,,,,,
1063,02070101804081,4,2,,,,,,,
1064,02070101804081,5,2,,,,,,,
1065,02070101804091,1,2,,,,,,,
1066,02070101804091,2,2,,,,,,,
1067,02070101804091,3,2,,,,,,,
1068,02070101804091,4,2,,,,,,,
1069,02070101804091,5,2,,,,,,,
1070,02070101804101,1,2,,,,,,,
1071,02070101804101,2,1,2.0,50.0,6.0,4.0,6.0,60.0,1.0
1072,02070101804101,3,2,,,,,,,
1073,02070101804101,4,2,,,,,,,
1074,02070101804101,5,2,,,,,,,
1075,02070101804111,1,2,,,,,,,
1076,02070101804111,2,1,2.0,50.0,12.0,5.0,4.0,40.0,1.0
1077,02070101804111,3,2,,,,,,,
1078,02070101804111,4,2,,,,,,,
1079,02070101804111,5,2,,,,,,,
1080,02070101901002,1,2,,,,,,,
1081,02070101901002,2,1,2.0,20.0,12.0,4.0,4.0,40.0,1.0
1082,02070101901002,3,1,1.0,40.0,12.0,4.0,4.0,40.0,1.0
1083,02070101901002,4,2,,,,,,,
1084,02070101901002,5,2,,,,,,,
1085,02070101901014,1,2,,,,,,,
1086,02070101901014,2,1,2.0,28.0,8.0,4.0,8.0,80.0,1.0
1087,02070101901014,3,2,,,,,,,
1088,02070101901014,4,2,,,,,,,
1089,02070101901014,5,2,,,,,,,
1090,02070101901026,1,2,,,,,,,
1091,02070101901026,2,1,1.0,40.0,4.0,3.0,4.0,40.0,2.0
1092,02070101901026,3,2,,,,,,,
1093,02070101901026,4,2,,,,,,,
1094,02070101901026,5,2,,,,,,,
1095,02070101901038,1,2,,,,,,,
1096,02070101901038,2,1,2.0,60.0,12.0,4.0,12.0,120.0,1.0
1097,02070101901038,3,2,,,,,,,
1098,02070101901038,4,2,,,,,,,
1099,02070101901038,5,2,,,,,,,
1100,02070101901050,1,2,,,,,,,
1101,02070101901050,2,1,1.0,50.0,5.0,3.0,4.0,40.0,1.0
1102,02070101901050,3,2,,,,,,,
1103,02070101901050,4,2,,,,,,,
1104,02070101901050,5,2,,,,,,,
1105,02070101901062,1,2,,,,,,,
1106,02070101901062,2,1,1.0,50.0,4.0,4.0,7.0,70.0,1.0
1107,02070101901062,3,2,,,,,,,
1108,02070101901062,4,1,1.0,300.0,8.0,6.0,6.0,60.0,
1109,02070101901062,5,2,,,,,,,
1110,02070101901074,1,2,,,,,,,
1111,02070101901074,2,1,2.0,40.0,7.0,4.0,4.0,44.0,1.0
1112,02070101901074,3,2,,,,,,,
1113,02070101901074,4,2,,,,,,,
1114,02070101901074,5,2,,,,,,,
1115,02070101901086,1,2,,,,,,,
1116,02070101901086,2,1,1.0,35.0,3.0,3.0,6.0,66.0,1.0
1117,02070101901086,3,2,,,,,,,
1118,02070101901086,4,2,,,,,,,
1119,02070101901086,5,2,,,,,,,
1120,02070101901098,1,2,,,,,,,
1121,02070101901098,2,1,1.0,35.0,4.0,4.0,4.0,44.0,1.0
1122,02070101901098,3,2,,,,,,,
1123,02070101901098,4,2,,,,,,,
1124,02070101901098,5,2,,,,,,,
1125,02070101901110,1,2,,,,,,,
1126,02070101901110,2,1,2.0,50.0,12.0,4.0,4.0,45.0,1.0
1127,02070101901110,3,2,,,,,,,
1128,02070101901110,4,2,,,,,,,
1129,02070101901110,5,2,,,,,,,
1130,02070101901122,1,2,,,,,,,
1131,02070101901122,2,1,1.0,23.0,6.0,3.0,3.0,33.0,1.0
1132,02070101901122,3,2,,,,,,,
1133,02070101901122,4,2,,,,,,,
1134,02070101901122,5,2,,,,,,,
1135,02070101901134,1,2,,,,,,,
1136,02070101901134,2,1,3.0,45.0,6.0,5.0,4.0,44.0,1.0
1137,02070101901134,3,2,,,,,,,
1138,02070101901134,4,2,,,,,,,
1139,02070101901134,5,2,,,,,,,
1140,02070200101003,1,2,,,,,,,
1141,02070200101003,2,1,1.0,100.0,6.0,2.0,3.0,30.0,2.0
1142,02070200101003,3,2,,,,,,,
1143,02070200101003,4,2,,,,,,,
1144,02070200101003,5,2,,,,,,,
1145,02070200101011,1,2,,,,,,,
1146,02070200101011,2,1,1.0,100.0,5.0,1.0,3.0,30.0,2.0
1147,02070200101011,3,2,,,,,,,
1148,02070200101011,4,2,,,,,,,
1149,02070200101011,5,2,,,,,,,
1150,02070200101019,1,2,,,,,,,
1151,02070200101019,2,1,1.0,50.0,5.0,1.0,2.0,16.0,2.0
1152,02070200101019,3,2,,,,,,,
1153,02070200101019,4,2,,,,,,,
1154,02070200101019,5,2,,,,,,,
1155,02070200101027,1,2,,,,,,,
1156,02070200101027,2,1,1.0,130.0,12.0,1.0,4.0,40.0,2.0
1157,02070200101027,3,2,,,,,,,
1158,02070200101027,4,2,,,,,,,
1159,02070200101027,5,2,,,,,,,
1160,02070200101035,1,2,,,,,,,
1161,02070200101035,2,1,1.0,150.0,6.0,1.0,4.0,40.0,2.0
1162,02070200101035,3,2,,,,,,,
1163,02070200101035,4,2,,,,,,,
1164,02070200101035,5,2,,,,,,,
1165,02070200101043,1,2,,,,,,,
1166,02070200101043,2,1,1.0,85.0,12.0,1.0,3.0,30.0,2.0
1167,02070200101043,3,2,,,,,,,
1168,02070200101043,4,2,,,,,,,
1169,02070200101043,5,2,,,,,,,
1170,02070200101051,1,2,,,,,,,
1171,02070200101051,2,2,,,,,,,
1172,02070200101051,3,2,,,,,,,
1173,02070200101051,4,2,,,,,,,
1174,02070200101051,5,2,,,,,,,
1175,02070200101059,1,2,,,,,,,
1176,02070200101059,2,1,1.0,150.0,12.0,1.0,3.0,30.0,2.0
1177,02070200101059,3,2,,,,,,,
1178,02070200101059,4,2,,,,,,,
1179,02070200101059,5,2,,,,,,,
1180,02070200101067,1,2,,,,,,,
1181,02070200101067,2,1,1.0,25.0,5.0,1.0,2.0,10.0,2.0
1182,02070200101067,3,2,,,,,,,
1183,02070200101067,4,2,,,,,,,
1184,02070200101067,5,2,,,,,,,
1185,02070200101075,1,2,,,,,,,
1186,02070200101075,2,1,1.0,50.0,5.0,1.0,3.0,12.0,2.0
1187,02070200101075,3,2,,,,,,,
1188,02070200101075,4,2,,,,,,,
1189,02070200101075,5,2,,,,,,,
1190,02070200101083,1,2,,,,,,,
1191,02070200101083,2,1,1.0,40.0,3.0,1.0,3.0,12.0,2.0
1192,02070200101083,3,2,,,,,,,
1193,02070200101083,4,2,,,,,,,
1194,02070200101083,5,2,,,,,,,
1195,02070200101091,1,2,,,,,,,
1196,02070200101091,2,1,1.0,50.0,5.0,1.0,3.0,12.0,2.0
1197,02070200101091,3,2,,,,,,,
1198,02070200101091,4,2,,,,,,,
1199,02070200101091,5,2,,,,,,,
1200,02070300104005,1,2,,,,,,,
1201,02070300104005,2,1,1.0,25.0,12.0,1.0,2.0,10.0,2.0
1202,02070300104005,3,2,,,,,,,
1203,02070300104005,4,2,,,,,,,
1204,02070300104005,5,2,,,,,,,
1205,02070300104016,1,2,,,,,,,
1206,02070300104016,2,1,1.0,35.0,12.0,1.0,2.0,12.0,2.0
1207,02070300104016,3,2,,,,,,,
1208,02070300104016,4,2,,,,,,,
1209,02070300104016,5,2,,,,,,,
1210,02070300104027,1,2,,,,,,,
1211,02070300104027,2,1,2.0,50.0,4.0,1.0,2.0,30.0,2.0
1212,02070300104027,3,2,,,,,,,
1213,02070300104027,4,2,,,,,,,
1214,02070300104027,5,2,,,,,,,
1215,02070300104038,1,2,,,,,,,
1216,02070300104038,2,1,2.0,30.0,12.0,2.0,2.0,10.0,2.0
1217,02070300104038,3,2,,,,,,,
1218,02070300104038,4,2,,,,,,,
1219,02070300104038,5,2,,,,,,,
1220,02070300104049,1,2,,,,,,,
1221,02070300104049,2,1,1.0,20.0,12.0,1.0,2.0,12.0,2.0
1222,02070300104049,3,2,,,,,,,
1223,02070300104049,4,2,,,,,,,
1224,02070300104049,5,2,,,,,,,
1225,02070300104060,1,2,,,,,,,
1226,02070300104060,2,2,,,,,,,
1227,02070300104060,3,2,,,,,,,
1228,02070300104060,4,2,,,,,,,
1229,02070300104060,5,2,,,,,,,
1230,02070300104071,1,2,,,,,,,
1231,02070300104071,2,2,,,,,,,
1232,02070300104071,3,2,,,,,,,
1233,02070300104071,4,2,,,,,,,
1234,02070300104071,5,2,,,,,,,
1235,02070300104082,1,2,,,,,,,
1236,02070300104082,2,2,,,,,,,
1237,02070300104082,3,2,,,,,,,
1238,02070300104082,4,2,,,,,,,
1239,02070300104082,5,2,,,,,,,
1240,02070300104093,1,2,,,,,,,
1241,02070300104093,2,2,,,,,,,
1242,02070300104093,3,2,,,,,,,
1243,02070300104093,4,2,,,,,,,
1244,02070300104093,5,2,,,,,,,
1245,02070300104104,1,2,,,,,,,
1246,02070300104104,2,2,,,,,,,
1247,02070300104104,3,2,,,,,,,
1248,02070300104104,4,2,,,,,,,
1249,02070300104104,5,2,,,,,,,
1250,02070300104115,1,2,,,,,,,
1251,02070300104115,2,1,1.0,20.0,12.0,1.0,2.0,20.0,2.0
1252,02070300104115,3,2,,,,,,,
1253,02070300104115,4,2,,,,,,,
1254,02070300104115,5,2,,,,,,,
1255,02070300104126,1,2,,,,,,,
1256,02070300104126,2,2,,,,,,,
1257,02070300104126,3,2,,,,,,,
1258,02070300104126,4,2,,,,,,,
1259,02070300104126,5,2,,,,,,,
1260,02070300111005,1,2,,,,,,,
1261,02070300111005,2,2,,,,,,,
1262,02070300111005,3,2,,,,,,,
1263,02070300111005,4,2,,,,,,,
1264,02070300111005,5,2,,,,,,,
1265,02070300111015,1,2,,,,,,,
1266,02070300111015,2,1,1.0,15.0,2.0,1.0,1.0,6.0,2.0
1267,02070300111015,3,2,,,,,,,
1268,02070300111015,4,2,,,,,,,
1269,02070300111015,5,2,,,,,,,
1270,02070300111025,1,2,,,,,,,
1271,02070300111025,2,2,,,,,,,
1272,02070300111025,3,2,,,,,,,
1273,02070300111025,4,2,,,,,,,
1274,02070300111025,5,2,,,,,,,
1275,02070300111035,1,2,,,,,,,
1276,02070300111035,2,1,2.0,30.0,12.0,1.0,2.0,30.0,2.0
1277,02070300111035,3,2,,,,,,,
1278,02070300111035,4,2,,,,,,,
1279,02070300111035,5,2,,,,,,,
1280,02070300111045,1,2,,,,,,,
1281,02070300111045,2,1,2.0,50.0,4.0,3.0,2.0,25.0,2.0
1282,02070300111045,3,2,,,,,,,
1283,02070300111045,4,2,,,,,,,
1284,02070300111045,5,2,,,,,,,
1285,02070300111055,1,2,,,,,,,
1286,02070300111055,2,1,3.0,60.0,5.0,6.0,3.0,25.0,2.0
1287,02070300111055,3,2,,,,,,,
1288,02070300111055,4,2,,,,,,,
1289,02070300111055,5,2,,,,,,,
1290,02070300111065,1,2,,,,,,,
1291,02070300111065,2,1,2.0,30.0,12.0,4.0,2.0,10.0,2.0
1292,02070300111065,3,2,,,,,,,
1293,02070300111065,4,2,,,,,,,
1294,02070300111065,5,2,,,,,,,
1295,02070300111075,1,2,,,,,,,
1296,02070300111075,2,1,1.0,50.0,4.0,4.0,3.0,15.0,2.0
1297,02070300111075,3,2,,,,,,,
1298,02070300111075,4,2,,,,,,,
1299,02070300111075,5,2,,,,,,,
1300,02070300111085,1,2,,,,,,,
1301,02070300111085,2,1,3.0,150.0,12.0,12.0,10.0,60.0,2.0
1302,02070300111085,3,2,,,,,,,
1303,02070300111085,4,2,,,,,,,
1304,02070300111085,5,2,,,,,,,
1305,02070300111095,1,2,,,,,,,
1306,02070300111095,2,1,1.0,20.0,5.0,6.0,2.0,10.0,2.0
1307,02070300111095,3,2,,,,,,,
1308,02070300111095,4,2,,,,,,,
1309,02070300111095,5,2,,,,,,,
1310,02070300111105,1,2,,,,,,,
1311,02070300111105,2,2,,,,,,,
1312,02070300111105,3,2,,,,,,,
1313,02070300111105,4,2,,,,,,,
1314,02070300111105,5,2,,,,,,,
1315,02070300111115,1,2,,,,,,,
1316,02070300111115,2,1,3.0,,5.0,1.0,3.0,21.0,2.0
1317,02070300111115,3,2,,,,,,,
1318,02070300111115,4,2,,,,,,,
1319,02070300111115,5,2,,,,,,,
1320,02070300205006,1,2,,,,,,,
1321,02070300205006,2,2,,,,,,,
1322,02070300205006,3,2,,,,,,,
1323,02070300205006,4,2,,,,,,,
1324,02070300205006,5,2,,,,,,,
1325,02070300205011,1,2,,,,,,,
1326,02070300205011,2,1,1.0,2.0,5.0,2.0,4.0,50.0,2.0
1327,02070300205011,3,2,,,,,,,
1328,02070300205011,4,2,,,,,,,
1329,02070300205011,5,2,,,,,,,
1330,02070300205016,1,2,,,,,,,
