,HHID,B20
2634,04350602101004,12
2635,04350602101007,10
2636,04350602101008,11
2637,04350602101009,11
2638,04350602101010,11
2639,04350602101011,10
2640,04350602101012,10
2641,04351100115011,9
2642,04351100115011,10
2643,04351100115024,7
2644,04351100115024,10
2645,04351100115037,10
2646,04351100115050,10
2647,04351100115063,3
2648,04351100115076,3
2649,04351100115089,9
2650,04351100115089,10
2651,04351100115102,3
2652,04351100115115,3
2653,04351100115115,7
2654,04351100115128,3
2655,04351100115141,1
2656,04351100115141,9
2657,04351100115141,10
2658,04351100115154,9
2659,04351100115154,10
2660,04360100202001,1
2661,04360100202002,1
2662,04360100202003,1
2663,04360100202003,11
2664,04360100202004,1
2665,04360100202005,1
2666,04360100202006,1
2667,04360100202007,1
2668,04360100202007,10
2669,04360100202008,11
2670,04360100202008,12
2671,04360100202009,1
2672,04360100202010,10
2673,04360100202011,11
2674,04360100202012,10
2675,04360100513002,10
2676,04360100513010,12
2677,04360100513018,1
2678,04360100513018,3
2679,04360100513026,3
2680,04360100513034,1
2681,04360100513042,1
2682,04360100513050,10
2683,04360100513058,10
2684,04360100513066,11
2685,04360100513074,10
2686,04360100513082,12
2687,04360100513090,1
2688,04360100513090,3
2689,04360100513090,4
2690,04360101005001,1
2691,04360101005002,1
2692,04360101005003,1
2693,04360101005004,12
2694,04360101005005,11
2695,04360101005006,1
2696,04360101005007,10
2697,04360101005008,12
2698,04360101005009,12
2699,04360101005010,12
2700,04360101005011,1
2701,04360101005012,12
2702,04360101402001,10
2703,04360101402002,1
2704,04360101402003,3
2705,04360101402004,3
2706,04360101402005,1
2707,04360101402006,3
2708,04360101402007,1
2709,04360101402008,1
2710,04360101402009,10
2711,04360101402010,10
2712,04360101402011,10
2713,04360101402012,1
2714,04370100405001,10
2715,04370100405002,10
2716,04370100405003,10
2717,04370100405004,10
2718,04370100405005,10
2719,04370100405006,11
2720,04370100405007,11
2721,04370100405008,1
2722,04370100405008,4
2723,04370100405009,1
2724,04370100405009,3
2725,04370100405009,4
2726,04370100405010,11
2727,04370100405011,1
2728,04370100405011,3
2729,04370100405011,4
2730,04370100405012,1
2731,04370100405012,3
2732,04370100805001,11
2733,04370100805002,10
2734,04370100805003,3
2735,04370100805003,10
2736,04370100805004,11
2737,04370100805005,10
2738,04370100805006,11
2739,04370100805007,11
2740,04370100805008,10
2741,04370100805009,11
2742,04370100805010,11
2743,04370100805011,10
2744,04370100805012,11
2745,04370101213001,1
2746,04370101213001,7
2747,04370101213001,10
2748,04370101213002,1
2749,04370101213002,8
2750,04370101213002,10
2751,04370101213003,6
2752,04370101213003,10
2753,04370101213004,10
2754,04370101213005,11
2755,04370101213006,3
2756,04370101213007,1
2757,04370101213007,3
2758,04370101213007,4
2759,04370101213007,6
2760,04370101213007,9
2761,04370101213007,10
2762,04370101213008,1
2763,04370101213008,3
2764,04370101213008,6
2765,04370101213008,9
2766,04370101213009,9
2767,04370101213009,10
2768,04370101213010,3
2769,04370101213010,9
2770,04370101213010,10
2771,04370101213011,3
2772,04370101213011,9
2773,04370101213011,10
2774,04370101213012,3
2775,04370101213012,10
2776,04380301901001,12
2777,04380301901002,1
2778,04380301901002,2
2779,04380301901003,8
2780,04380301901004,1
2781,04380301901004,4
2782,04380301901004,6
2783,04380301901005,2
2784,04380301901005,8
2785,04380301901006,3
2786,04380301901006,5
2787,04380301901007,10
2788,04380301901008,10
2789,04380301901009,10
2790,04380301901010,10
2791,04380301901011,10
2792,04380301901012,10
2793,04380304202001,11
2794,04380304202002,2
2795,04380304202003,4
2796,04380304202003,6
2797,04380304202003,8
2798,04380304202007,11
2799,04380304202008,11
2800,04380304202009,10
2801,04380304202010,10
2802,04380304202011,11
2803,04380304202012,10
2804,04380801605001,4
2805,04380801605001,10
2806,04380801605002,10
2807,04380801605003,11
2808,04380801605004,4
2809,04380801605004,6
2810,04380801605004,10
2811,04380801605005,11
2812,04380801605006,4
2813,04380801605007,4
2814,04380801605007,10
2815,04380801605008,11
2816,04380801605009,10
2817,04380801605010,10
2818,04380801605011,11
2819,04380801605012,11
2820,04381000108001,9
2821,04381000108001,10
2822,04381000108004,10
2823,04381000108007,1
2824,04381000108007,9
2825,04381000108007,10
2826,04381000108015,9
2827,04381000108015,10
2828,04381000108039,9
2829,04381000108039,10
2830,04381000108063,9
2831,04381000108063,10
2832,04381000108087,1
2833,04381000108087,9
2834,04381000108087,10
2835,04381000108111,1
2836,04381000108111,9
2837,04381000108135,1
2838,04381000108135,9
2839,04381000108135,10
2840,04381000108159,1
2841,04381000108183,1
2842,04381000108183,9
2843,04381000108183,10
2844,04381000108207,9
2845,04381000108207,10
2846,04381001704001,11
2847,04381001704002,10
2848,04381001704003,11
2849,04381001704004,10
2850,04381001704005,10
2851,04381001704006,10
2852,04381001704007,10
2853,04381001704008,1
2854,04381001704009,8
2855,04381001704009,10
2856,04381001704010,10
2857,04381001704011,6
2858,04381001704011,8
2859,04381001704011,10
2860,04381001704012,4
2861,04381001704012,6
2862,04381001704012,8
2863,04381001704012,10
2864,04381100116001,9
2865,04381100116002,9
2866,04381100116003,3
2867,04381100116004,2
2868,04381100116004,3
2869,04381100116005,9
2870,04381100116006,9
2871,04381100116007,1
2872,04381100116008,4
2873,04381100116009,5
2874,04381100116010,8
2875,04381100116011,3
2876,04381100116011,9
2877,04381100116012,9
2878,04381100402001,10
2879,04381100402002,4
2880,04381100402003,4
2881,04381100402003,9
2882,04381100402004,9
2883,04381100402005,3
2884,04381100402006,3
2885,04381100402006,9
2886,04381100402007,4
2887,04381100402007,9
2888,04381100402008,10
2889,04381100402009,9
2890,04381100402010,9
2891,04381100402011,4
2892,04381100402012,9
2893,04381100521008,4
2894,04381100521017,3
2895,04381100521026,1
2896,04381100521035,10
2897,04381100521044,10
2898,04381100521053,9
2899,04381100521062,10
2900,04381100521071,3
2901,04381100521080,9
2902,04381100521089,10
2903,04381100521098,10
2904,04381100521107,10
2905,04381100716002,8
2906,04381100716003,3
2907,04381100716006,8
2908,04381100716006,9
2909,04381100716012,3
2910,04381100716016,9
2911,04381100716028,3
2912,04381100716042,8
2913,04381100716060,5
2914,04381100716060,9
2915,04381100716078,4
2916,04381100716096,1
2917,04381100716096,3
2918,04381100716114,1
2919,04381100716132,1
2920,04390300402001,2
2921,04390300402002,2
2922,04390300402003,10
2923,04390300402004,10
2924,04390300402005,11
2925,04390300402006,4
2926,04390300402006,10
2927,04390300402007,10
2928,04390300402008,10
2929,04390300402009,11
2930,04390300402010,10
2931,04390300402011,10
2932,04390300402012,10
2933,04390300601001,3
2934,04390300601001,10
2935,04390300601002,2
2936,04390300601002,3
2937,04390300601003,10
2938,04390300601004,3
2939,04390300601004,10
2940,04390300601005,3
2941,04390300601006,10
2942,04390300601007,3
2943,04390300601007,10
2944,04390300601008,10
2945,04390300601009,10
2946,04390300601010,10
2947,04390300601011,3
2948,04390300601012,3
2949,04390300601012,10
2950,04390302201001,10
2951,04390302201002,11
2952,04390302201003,10
2953,04390302201004,8
2954,04390302201004,11
2955,04390302201005,10
2956,04390302201006,11
2957,04390302201007,10
2958,04390302201008,10
2959,04390302201009,10
2960,04390302201010,11
2961,04390302201011,10
2962,04390302201012,11
2963,04390700103001,3
2964,04390700103001,9
2965,04390700103001,10
2966,04390700103002,1
2967,04390700103002,4
2968,04390700103002,10
2969,04390700103003,3
2970,04390700103003,9
2971,04390700103003,10
2972,04390700103004,4
2973,04390700103004,10
2974,04390700103005,4
2975,04390700103005,10
2976,04390700103006,4
2977,04390700103006,8
2978,04390700103006,9
2979,04390700103006,10
2980,04390700103007,3
2981,04390700103007,10
2982,04390700103008,4
2983,04390700103009,9
2984,04390700103010,11
2985,04390700103011,11
2986,04390700103012,11
2987,04391000302001,3
2988,04391000302001,10
2989,04391000302002,3
2990,04391000302002,10
2991,04391000302003,3
2992,04391000302004,3
2993,04391000302005,11
2994,04391000302006,9
2995,04391000302006,10
2996,04391000302007,11
2997,04391000302008,10
2998,04391000302009,11
2999,04391000302010,11
3000,04391000302011,10
3001,04391000302012,10
3002,05400100401002,9
3003,05400100401002,10
3004,05400100401005,10
3005,05400100401008,10
3006,05400100401011,10
3007,05400100401012,10
3008,05400100401014,9
3009,05400100401014,10
3010,05400100401017,10
3011,05400100401020,10
3012,05400100401023,10
3013,05400100401026,10
3014,05400100401036,10
3015,05400100401060,10
3016,05400101201003,9
3017,05400101201003,10
3018,05400101201008,9
3019,05400101201008,10
3020,05400101201011,9
3021,05400101201011,10
3022,05400101201013,10
3023,05400101201018,9
3024,05400101201018,10
3025,05400101201023,10
3026,05400101201028,10
3027,05400101201033,8
3028,05400101201033,9
3029,05400101201033,10
3030,05400101201034,7
3031,05400101201034,8
3032,05400101201034,9
3033,05400101201034,10
3034,05400101201038,8
3035,05400101201038,9
3036,05400101201038,10
3037,05400101201043,8
3038,05400101201043,9
3039,05400101201043,10
3040,05400101201057,7
3041,05400101201057,8
3042,05400101201057,9
3043,05400300103005,9
3044,05400300103005,10
3045,05400300103010,9
3046,05400300103010,10
3047,05400300103014,8
3048,05400300103014,9
3049,05400300103014,10
3050,05400300103023,8
3051,05400300103023,9
3052,05400300103023,10
3053,05400300103030,9
3054,05400300103030,10
3055,05400300103032,8
3056,05400300103032,9
3057,05400300103032,10
3058,05400300103041,8
3059,05400300103041,9
3060,05400300103041,10
3061,05400300103047,10
3062,05400300103050,8
3063,05400300103050,9
3064,05400300103050,10
3065,05400300103059,9
3066,05400300103059,10
3067,05400300103068,10
3068,05400300103077,10
3069,05400301101001,8
3070,05400301101001,9
3071,05400301101001,10
3072,05400301101013,8
3073,05400301101013,9
3074,05400301101013,10
3075,05400301101025,8
3076,05400301101025,9
3077,05400301101025,10
3078,05400301101037,8
3079,05400301101037,9
3080,05400301101037,10
3081,05400301101049,8
3082,05400301101049,9
3083,05400301101049,10
3084,05400301101061,8
3085,05400301101061,9
3086,05400301101061,10
3087,05400301101073,10
3088,05400301101085,10
3089,05400301101097,10
3090,05400301101109,10
3091,05400301101121,9
3092,05400301101121,10
3093,05400301101133,10
3094,05400401501020,4
3095,05400401501020,10
3096,05400401501048,10
3097,05400401501076,10
3098,05400401501104,10
3099,05400401501132,9
3100,05400401501132,10
3101,05400401501160,10
3102,05400401501188,11
3103,05400401501216,11
3104,05400401501244,11
3105,05400401501270,10
3106,05400401501286,10
3107,05400401501302,9
3108,05400401501302,10
3109,05400601201005,10
3110,05400601201015,10
3111,05400601201025,11
3112,05400601201035,11
3113,05400601201045,10
3114,05400601201055,10
3115,05400601201065,10
3116,05400601201075,1
3117,05400601201075,10
3118,05400601201085,10
3119,05400601201095,10
3120,05400601201105,10
3121,05400601201115,10
3122,05410400405001,11
3123,05410400405004,9
3124,05410400405004,10
3125,05410400405015,1
3126,05410400405015,10
3127,05410400405026,11
3128,05410400405037,11
3129,05410400405048,11
3130,05410400405059,11
3131,05410400405070,10
3132,05410400405081,11
3133,05410400405092,11
3134,05410400405103,11
3135,05410400405114,4
3136,05410400634003,10
3137,05410400634019,10
3138,05410400634035,10
3139,05410400634051,1
3140,05410400634051,10
3141,05410400634067,10
3142,05410400634083,10
3143,05410400634099,11
3144,05410400634115,10
3145,05410400634131,10
3146,05410400634147,10
3147,05410400634163,11
3148,05410400634179,11
3149,05410403801005,11
3150,05410403801014,11
3151,05410403801023,11
3152,05410403801032,11
3153,05410403801041,11
3154,05410403801050,11
3155,05410403801059,11
3156,05410403801068,11
3157,05410403801077,11
3158,05410403801086,11
3159,05410403801095,11
3160,05410403801104,11
3161,05410415801002,3
3162,05410415801008,11
3163,05410415801014,11
3164,05410415801015,11
3165,05410415801020,11
3166,05410415801026,11
3167,05410415801032,11
3168,05410415801038,11
3169,05410415801044,11
3170,05410415801050,11
3171,05410415801054,11
3172,05410415801093,11
3173,05410600103004,10
3174,05410600103012,10
3175,05410600103020,10
3176,05410600103028,3
3177,05410600103036,10
3178,05410600103044,10
3179,05410600103052,9
3180,05410600103052,10
3181,05410600103060,10
3182,05410600103068,11
3183,05410600103076,11
3184,05410600103084,11
3185,05410600103092,10
3186,05410603406003,9
3187,05410603406003,10
3188,05410603406016,10
3189,05410603406029,10
3190,05410603406042,11
3191,05410603406055,11
3192,05410603406068,11
3193,05410603406081,10
3194,05410603406094,9
3195,05410603406094,10
3196,05410603406107,9
3197,05410603406107,10
3198,05410603406120,9
3199,05410603406120,10
3200,05410603406133,9
3201,05410603406146,11
3202,05410700301001,9
3203,05410700301002,11
3204,05410700301005,10
3205,05410700301009,11
3206,05410700301010,11
3207,05410700301018,11
3208,05410700301026,10
3209,05410700301034,10
3210,05410700301042,11
3211,05410700301050,11
3212,05410700301058,10
3213,05410700301066,11
3214,05410700901007,11
3215,05410700901021,10
3216,05410700901035,11
3217,05410700901049,11
3218,05410700901063,11
3219,05410700901077,11
3220,05410700901091,11
3221,05410700901105,10
3222,05410700901119,11
3223,05410700901133,11
3224,05410700901147,11
3225,05410700901161,11
3226,05420299912007,9
3227,05420299912017,11
3228,05420299912027,11
3229,05420299912037,10
3230,05420299912047,11
3231,05420299912057,11
3232,05420299912067,9
3233,05420299912067,10
3234,05420299912077,4
3235,05420299912077,8
3236,05420299912077,9
3237,05420299912087,4
3238,05420299912087,7
3239,05420299912087,9
3240,05420299912097,1
3241,05420299912097,3
3242,05420299912097,9
3243,05420299912107,6
3244,05420299912107,8
3245,05420299912107,9
3246,05420299912117,10
3247,06460301303013,1
3248,06460301303028,10
3249,06460301303043,10
3250,06460301303058,10
3251,06460301303073,10
3252,06460301303088,2
3253,06460301303103,8
3254,06460301303103,10
3255,06460301303118,10
3256,06460301303133,10
3257,06460301303148,10
3258,06460301303163,2
3259,06460301303178,2
3260,06460301303178,3
3261,06460500108001,1
3262,06460500108001,10
3263,06460500108002,1
3264,06460500108003,1
3265,06460500108003,4
3266,06460500108004,1
3267,06460500108005,1
3268,06460500108005,10
3269,06460500108006,10
3270,06460500108007,1
3271,06460500108008,1
3272,06460500108008,2
3273,06460500108008,6
3274,06460500108009,2
3275,06460500108009,10
3276,06460500108010,1
3277,06460500108011,10
3278,06460500108012,1
3279,06460500108012,2
3280,06460701104012,1
3281,06460701104028,1
3282,06460701104044,1
3283,06460701104060,10
3284,06460701104076,2
3285,06460701104076,3
3286,06460701104092,11
3287,06460701104108,2
3288,06460701104124,3
3289,06460701104140,2
3290,06460701104156,11
3291,06460701104172,10
3292,06460701104188,10
3293,06460701302014,1
3294,06460701302014,10
3295,06460701302030,11
3296,06460701302046,10
3297,06460701302062,1
3298,06460701302062,2
3299,06460701302078,3
3300,06460701302094,10
3301,06460701302110,11
3302,06460701302126,10
3303,06460701302142,10
3304,06460701302158,2
3305,06460701302174,2
3306,06460701302174,10
3307,06460701302190,10
3308,06470300204001,1
3309,06470300204002,6
3310,06470300204003,1
3311,06470300204003,10
3312,06470300204004,1
3313,06470300204005,1
3314,06470300204006,1
3315,06470300204007,1
3316,06470300204008,1
3317,06470300204009,1
3318,06470300204010,1
3319,06470300204011,10
3320,06470300204012,6
3321,06470300314001,1
3322,06470300314001,4
3323,06470300314001,10
3324,06470300314002,1
3325,06470300314003,1
3326,06470300314004,1
3327,06470300314005,1
3328,06470300314006,1
3329,06470300314007,1
3330,06470300314007,6
3331,06470300314008,1
3332,06470300314008,6
3333,06470300314009,1
3334,06470300314009,6
3335,06470300314010,9
3336,06470300314010,10
3337,06470300314011,1
3338,06470300314011,6
3339,06470300314012,10
3340,06470301201001,3
3341,06470301201002,3
3342,06470301201003,3
3343,06470301201004,11
3344,06470301201005,11
3345,06470301201006,2
3346,06470301201007,10
3347,06470301201008,10
3348,06470301201009,10
3349,06470301201010,10
3350,06470301201011,10
3351,06470301201012,10
3352,06470305101001,3
3353,06470305101002,3
3354,06470305101003,10
3355,06470305101004,10
3356,06470305101005,3
3357,06470305101006,3
3358,06470305101007,3
3359,06470305101007,10
3360,06470305101008,3
3361,06470305101008,10
3362,06470305101009,3
3363,06470305101009,10
3364,06470305101010,3
3365,06470305101010,10
3366,06470305101011,4
3367,06470305101011,10
3368,06470305101012,10
3369,06480200101001,4
3370,06480200101002,4
3371,06480200101002,10
3372,06480200101003,4
3373,06480200101003,10
3374,06480200101004,4
3375,06480200101005,4
3376,06480200101005,10
3377,06480200101006,4
3378,06480200101006,10
3379,06480200101007,4
3380,06480200101008,4
3381,06480200101009,4
3382,06480200101010,4
3383,06480200101011,4
3384,06480200101012,4
3385,06480200101012,10
3386,06480201401001,11
3387,06480201401002,10
3388,06480201401003,11
3389,06480201401004,11
3390,06480201401005,10
3391,06480201401006,11
3392,06480201401007,10
3393,06480201401008,10
3394,06480201401009,10
3395,06480201401010,8
3396,06480201401010,10
3397,06480201401011,10
3398,06480201401012,10
3399,06490800103001,4
3400,06490800103002,4
3401,06490800103003,4
3402,06490800103004,4
3403,06490800103005,4
3404,06490800103006,4
3405,06490800103007,10
3406,06490800103008,4
3407,06490800103009,4
3408,06490800103010,3
3409,06490800103011,4
3410,06490800103012,4
3411,07500600204010,3
3412,07500600204010,10
3413,07500600204024,10
3414,07500600204038,10
3415,07500600204052,10
3416,07500600204066,10
3417,07500600204080,3
3418,07500600204080,10
3419,07500600204094,10
3420,07500600204108,10
3421,07500600204122,10
3422,07500600204136,3
3423,07500600204136,10
3424,07500600204150,10
3425,07500600204164,10
3426,07500601802001,3
3427,07500601802001,10
3428,07500601802003,10
3429,07500601802013,10
3430,07500601802023,3
3431,07500601802023,10
3432,07500601802033,10
3433,07500601802043,10
3434,07500601802044,10
3435,07500601802053,10
3436,07500601802063,3
3437,07500601802063,10
3438,07500601802073,3
3439,07500601802073,10
3440,07500601802083,3
3441,07500601802083,10
3442,07500601802087,3
3443,07500601802087,10
3444,07500901704001,9
3445,07500901704001,10
3446,07500901704002,10
3447,07500901704003,9
3448,07500901704003,10
3449,07500901704004,10
3450,07500901704005,3
3451,07500901704005,10
3452,07500901704025,10
3453,07500901704049,10
3454,07500901704073,10
3455,07500901704097,10
3456,07500901704101,3
3457,07500901704101,10
3458,07500901704121,10
3459,07500901704145,10
3460,07501400105001,1
3461,07501400105001,2
3462,07501400105001,3
3463,07501400105002,1
3464,07501400105002,2
3465,07501400105002,3
3466,07501400105002,4
3467,07501400105003,3
3468,07501400105004,1
3469,07501400105004,3
3470,07501400105004,4
3471,07501400105004,7
3472,07501400105005,1
3473,07501400105006,1
3474,07501400105006,2
3475,07501400105006,3
3476,07501400105007,1
3477,07501400105007,2
3478,07501400105007,3
3479,07501400105008,1
3480,07501400105008,2
3481,07501400105008,3
3482,07501400105009,1
3483,07501400105009,2
3484,07501400105009,3
3485,07501400105010,1
3486,07501400105010,2
3487,07501400105011,1
3488,07501400105012,1
3489,07501400105012,2
3490,07501400105012,3
3491,07510100104001,12
3492,07510100104002,1
3493,07510100104003,1
3494,07510100104004,1
3495,07510100104005,1
3496,07510100104005,12
3497,07510100104006,1
3498,07510100104007,1
3499,07510100104008,1
3500,07510100104009,1
3501,07510100104010,1
3502,07510100104011,1
3503,07510100104012,1
3504,07511000702001,3
3505,07511000702001,4
3506,07511000702001,10
3507,07511000702002,3
3508,07511000702002,10
3509,07511000702003,3
3510,07511000702003,10
3511,07511000702004,3
3512,07511000702004,10
3513,07511000702005,10
3514,07511000702006,3
3515,07511000702006,10
3516,07511000702007,3
3517,07511000702007,10
3518,07511000702043,10
3519,07511000702086,10
3520,07511000702129,10
3521,07511000702172,10
3522,07511000702215,10
3523,07511100128001,1
3524,07511100128001,2
3525,07511100128001,3
3526,07511100128002,1
3527,07511100128003,1
3528,07511100128004,1
3529,07511100128004,2
3530,07511100128005,1
3531,07511100128006,1
3532,07511100128006,2
3533,07511100128006,3
3534,07511100128007,1
3535,07511100128008,11
3536,07511100128009,12
3537,07511100128010,1
3538,07511100128011,1
3539,07511100128012,1
3540,07511100224001,1
3541,07511100224001,2
3542,07511100224002,1
3543,07511100224002,2
3544,07511100224002,3
3545,07511100224003,1
3546,07511100224003,2
3547,07511100224003,3
3548,07511100224004,1
3549,07511100224004,2
3550,07511100224004,3
3551,07511100224004,4
3552,07511100224005,1
3553,07511100224005,2
3554,07511100224006,1
3555,07511100224007,1
3556,07511100224007,2
3557,07511100224007,3
3558,07511100224008,1
3559,07511100224009,1
3560,07511100224010,1
3561,07511100224011,1
3562,07511100224011,2
3563,07511100224011,3
3564,07511100224012,1
3565,07520100101001,1
3566,07520100101002,1
3567,07520100101003,1
3568,07520100101004,1
3569,07520100101005,1
3570,07520100101006,1
3571,07520100101007,1
3572,07520100101008,1
3573,07520100101009,1
3574,07520100101010,1
3575,07520100101011,1
3576,07520100101012,1
3577,07520301304006,10
3578,07520301304023,10
3579,07520301304040,10
3580,07520301304057,10
3581,07520301304074,8
3582,07520301304074,10
3583,07520301304091,8
3584,07520301304091,10
3585,07520301304108,10
3586,07520301304125,8
3587,07520301304125,10
3588,07520301304142,10
3589,07520301304159,10
3590,07520301304176,10
3591,07520301304193,3
3592,07520301304193,10
3593,07520500901005,11
3594,07520500901016,10
3595,07520500901027,10
3596,07520500901038,10
3597,07520500901049,10
3598,07520500901060,10
3599,07520500901071,3
3600,07520500901071,10
3601,07520500901082,7
3602,07520500901082,10
3603,07520500901093,10
3604,07520500901104,10
3605,07520500901115,10
3606,07520500901126,10
3607,07520701406006,7
3608,07520701406006,10
3609,07520701406008,10
3610,07520701406017,10
3611,07520701406026,10
3612,07520701406028,10
3613,07520701406044,10
3614,07520701406062,10
3615,07520701406080,3
3616,07520701406098,10
3617,07520701406116,10
3618,07520701406134,10
3619,07520701406152,10
3620,07530300603004,10
3621,07530300603022,10
3622,07530300603040,10
3623,07530300603058,10
3624,07530300603076,10
3625,07530300603094,8
3626,07530300603094,10
3627,07530300603112,10
3628,07530300603130,10
3629,07530300603148,7
3630,07530300603148,10
3631,07530300603166,10
3632,07530300603184,10
3633,07530300603202,10
3634,07530302901004,10
3635,07530302901030,11
3636,07530302901056,10
3637,07530302901082,10
3638,07530302901108,11
3639,07530302901134,11
3640,07530302901160,10
3641,07530302901186,10
3642,07530302901212,11
3643,07530302901238,10
3644,07530302901264,10
3645,07530302901290,10
3646,07530400605003,9
3647,07530400605007,10
3648,07530400605011,9
3649,07530400605015,11
3650,07530400605019,10
3651,07530400605023,1
3652,07530400605027,10
3653,07530400605031,1
3654,07530400605035,10
3655,07530400605039,10
3656,07530400605043,10
3657,07530400605047,3
3658,07530400605047,10
3659,07540401003002,10
3660,07540401003018,10
3661,07540401003034,10
3662,07540401003050,10
3663,07540401003066,9
3664,07540401003082,10
3665,07540401003098,10
3666,07540401003114,10
3667,07540401003130,11
3668,07540401003146,10
3669,07540401003162,10
3670,07540401003178,10
3671,07540401303003,11
3672,07540401303025,11
3673,07540401303047,11
3674,07540401303069,11
3675,07540401303091,10
3676,07540401303113,10
3677,07540401303135,10
3678,07540401303157,10
3679,07540401303179,10
3680,07540401303201,10
3681,07540401303223,11
3682,07540401303245,11
3683,07540700103003,1
3684,07540700103011,1
3685,07540700103019,1
3686,07540700103027,10
3687,07540700103035,11
3688,07540700103043,3
3689,07540700103051,1
3690,07540700103059,10
3691,07540700103067,10
3692,07540700103075,3
3693,07540700103083,10
3694,07540700103091,11
3695,07540700202001,4
3696,07540700202002,4
3697,07540700202003,4
3698,07540700202004,10
3699,07540700202005,4
3700,07540700202006,4
3701,07540700202007,4
3702,07540700202008,10
3703,07540700202009,10
3704,07540700202010,10
3705,07540700202011,10
3706,07540700202012,10
3707,07540700315002,3
3708,07540700315002,10
3709,07540700315013,10
3710,07540700315024,10
3711,07540700315035,10
3712,07540700315046,10
3713,07540700315057,10
3714,07540700315068,10
3715,07540700315079,10
3716,07540700315090,10
3717,07540700315101,3
3718,07540700315101,10
3719,07540700315112,10
3720,07540700315123,10
3721,07550200101001,10
3722,07550200101009,10
3723,07550200101015,10
3724,07550200101017,10
3725,07550200101025,10
3726,07550200101033,10
3727,07550200101041,10
3728,07550200101049,10
3729,07550200101054,10
3730,07550200101057,10
3731,07550200101065,11
3732,07550200101093,10
3733,07550200109015,9
3734,07550200109033,3
3735,07550200109051,10
3736,07550200109069,9
3737,07550200109087,10
3738,07550200109105,10
3739,07550200109123,10
3740,07550200109141,10
3741,07550200109159,11
3742,07550200109177,11
3743,07550200109195,10
3744,07550200109213,8
3745,07551300102003,10
3746,07551300102022,10
3747,07551300102041,11
3748,07551300102060,10
3749,07551300102079,3
3750,07551300102098,10
3751,07551300102117,10
3752,07551300102136,10
3753,07551300102155,10
3754,07551300102174,10
3755,07551300102193,10
3756,07551300102212,10
3757,07551300206004,11
3758,07551300206021,11
3759,07551300206038,1
3760,07551300206055,12
3761,07551300206072,1
3762,07551300206089,11
3763,07551300206106,12
3764,07551300206123,10
3765,07551300206140,11
3766,07551300206157,10
3767,07551300206174,11
3768,07551300206191,1
3769,07551300314002,3
3770,07551300314019,7
3771,07551300314036,10
3772,07551300314053,10
3773,07551300314070,9
3774,07551300314087,10
3775,07551300314104,7
3776,07551300314121,10
3777,07551300314138,10
3778,07551300314155,10
3779,07551300314172,1
3780,07551300314189,11
3781,07560200303001,3
3782,07560200303005,3
3783,07560200303017,10
3784,07560200303033,11
3785,07560200303049,10
3786,07560200303081,10
3787,07560200303097,10
3788,07560200303113,10
3789,07560200303129,10
3790,07560200303145,10
3791,07560200303161,10
3792,07560200303177,3
3793,07560201903003,9
3794,07560201903003,10
3795,07560201903010,9
3796,07560201903010,10
3797,07560201903017,10
3798,07560201903024,10
3799,07560201903031,10
3800,07560201903038,9
3801,07560201903038,10
3802,07560201903045,9
3803,07560201903045,10
3804,07560201903050,8
3805,07560201903052,10
3806,07560201903059,9
3807,07560201903059,10
3808,07560201903118,10
3809,07560201903186,10
3810,07560202402004,10
3811,07560202402006,10
3812,07560202402021,10
3813,07560202402029,10
3814,07560202402038,3
3815,07560202402052,10
3816,07560202402055,11
3817,07560202402072,10
3818,07560202402089,10
3819,07560202402106,11
3820,07560202402123,8
3821,07560202402123,10
3822,07560202402140,3
3823,07570900601001,1
3824,07570900601001,2
3825,07570900601001,10
3826,07570900601002,3
3827,07570900601002,10
3828,07570900601003,3
3829,07570900601003,10
3830,07570900601004,2
3831,07570900601004,3
3832,07570900601004,10
3833,07570900601005,11
3834,07570900601006,10
3835,07570900601007,11
3836,07570900601008,10
3837,07570900601009,11
3838,07570900601010,10
3839,07570900601011,11
3840,07570900601012,10
3841,07570901802001,3
3842,07570901802001,10
3843,07570901802002,3
3844,07570901802002,10
3845,07570901802003,1
3846,07570901802003,3
3847,07570901802003,10
3848,07570901802004,3
3849,07570901802004,10
3850,07570901802005,11
3851,07570901802006,11
3852,07570901802007,11
3853,07570901802008,11
3854,07570901802009,1
3855,07570901802009,10
3856,07570901802010,10
3857,07570901802011,1
3858,07570901802011,10
3859,07570901802012,1
3860,07570901802012,10
3861,07580100101001,11
3862,07580100101003,11
3863,07580100101005,10
3864,07580100101009,10
3865,07580100101021,10
3866,07580100101039,10
3867,07580100101057,1
3868,07580100101075,10
3869,07580100101093,3
3870,07580100101111,10
3871,07580100101129,3
3872,07580100101129,10
3873,07580100101147,3
3874,07580100101147,10
3875,07580600101004,8
3876,07580600101004,10
3877,07580600101022,10
3878,07580600101040,8
3879,07580600101040,10
3880,07580600101058,8
3881,07580600101076,10
3882,07580600101094,10
3883,07580600101112,10
3884,07580600101130,10
3885,07580600101148,10
3886,07580600101166,10
3887,07580600101184,10
3888,07580600101202,10
3889,07580601309004,10
3890,07580601309023,10
3891,07580601309042,10
3892,07580601309061,8
3893,07580601309061,10
3894,07580601309080,11
3895,07580601309099,10
3896,07580601309118,11
3897,07580601309137,10
3898,07580601309156,10
3899,07580601309175,10
3900,07580601309194,10
3901,07580601309213,10
3902,07581600112007,3
3903,07581600112025,11
3904,07581600112043,10
3905,07581600112061,10
